Name,Country,Role,Organization,Type,Category,Contribution,ImageUrl,WebsiteUrl,LinkedinUrl,KeyResourceRefs,KeyResourceUrls,trusted_source_id,peer_reviewed,vetting_body,data_quality_notes,status,deprecated_at,deprecated_reason,KeyResourceUrl,verified_date,PatentRefs,PatentUrls,MigrateCatalogRefs,MigrateCatalogUrls
Dr. Vladimir Soukharev,Canada,VP Cryptographic Technology,Keyfactor (InfoSec Global),Private,Industry Vendor,"VP of Cryptographic Technology at Keyfactor (InfoSec Global); leads cryptographic R&D with focus on PQC, Cryptographic Agility, and Cryptographic Discovery & Analytics; Ph.D. from University of Waterloo under David Jao specializing in cryptography; contributor to NCCoE, NIST, and Quantum-Safe Canada government PQC initiatives; published at PQCrypto, Financial Cryptography, and the Journal of Mathematical Cryptology; member of CryptoWorks21 and Centre for Applied Cryptographic Research.",https://ui-avatars.com/api/?name=Vladimir+Soukharev&background=0b0d17&color=a78bfa&size=128&bold=true,https://www.keyfactor.com/,https://www.linkedin.com/in/vladimir-soukharev-ph-d-960bb3109/,HSBC-InfoSecGlobal-Thales-CryptographicInventory-2025;NIST NCCoE SP 1800-38C,https://cpl.thalesgroup.com/blog/encryption/quantum-readiness-collaborative-path-infosec-global-thales; https://csrc.nist.gov/pubs/sp/1800/38/iprd,thales-research,partial,NIST,"Verified 2026-07-17: Keyfactor (InfoSec Global) VP Cryptographic Technology role, University of Waterloo PhD under David Jao, and PQCrypto/Financial Cryptography/JMC publication record all reconfirmed via Keyfactor's own bio page. | Proposed 2026-05-06: KeyResourceUrl renamed to KeyResourceRefs (contains doc labels); KeyResourceUrls column added with resolved canonical URLs. | Authorship cross-check verification (2026-07-30): flagged by the new leaders/library authorship cross-check because the cited library row's authors_or_organization field lists only the three sponsoring companies, not individuals -- confirmed directly named in the actual report text (cpl.thalesgroup.com), so the citation is correct; the library catalog's author field is simply under-specified.",active,,,,2026-07-30,,,,
Dr. Ludovic Perret,France,Co-Founder; Professor,"CryptoNext Security;EPITA (LRE);Sorbonne Université (LIP6, associate member)",Private,Industry Vendor,"Co-founded CryptoNext Security; leading quantum-safe cryptography vendor; RESQUE consortium member; provides the C-QSL quantum-safe cryptographic library compliant with ANSSI and BSI guidelines. Also Professor at EPITA (LRE) since Oct 2024, previously 17 years at Sorbonne Université/CNRS (LIP6); expert in algebraic cryptanalysis; contributed to breaking several NIST PQC candidates; research on multivariate and code-based systems.",https://ui-avatars.com/api/?name=Ludovic+Perret&background=0b0d17&color=a78bfa&size=128&bold=true,https://www.cryptonext-security.com/,https://www.linkedin.com/in/ludovic-perret-37a12524/,,https://polsys.lip6.fr/~perret/,,yes,IACR,"source verified 2026-06-24 re-audit | TITLE/INFO REVIEW (2026-06-24 re-audit): Title may need a caveat: widely documented as co-founder and FIRST CEO of CryptoNext Security; some current sources (e.g. Crunchbase) list him as CCO/Chief Cryptographer with the operational CEO role since held by another (Florent Grosmaitre). Academic affiliation now EPITA/LRE (since Oct 2024) after 17 years at Sorbonne/LIP6/CNRS. | Independent re-check 2026-07-17: consistent with the 2026-06-24 finding above (Perret is co-founder, not CEO -- CryptoNext's CEO is Florent Grosmaitre per the company's own site). One new correction: the product is 'C-QSL' (Quantum Safe Library), not 'C-QSC' as listed in Contribution. Did not independently re-verify his current academic affiliation -- defer to the 2026-06-24 note's EPITA/LRE finding. Candidate library reference (not yet added): 'Biscuit' MPCitH signature scheme paper, eprint.iacr.org/2023/1760. | Proposed 2026-07-19: 07-19 follow-up remediation (R1), peer_reviewed backfill batch 2 — named co-author of ""Improved Cryptanalysis of UOV and Rainbow"" (EUROCRYPT 2021) directly breaking a NIST PQC Round 3 finalist, plus ""Cryptanalysis of MinRank"" (CRYPTO 2008) and other IACR-venue papers; 90+ peer-reviewed publications on DBLP/IACR CryptoDB. | APPLIED (2026-07-27 spot-check): the 2026-06-24 and 2026-07-17 notes above both recorded these corrections and NEITHER was ever written into the fields they describe -- Role still read 'CEO and Co-Founder' and Contribution still read 'C-QSC'. Now applied: Role drops the CEO claim (CryptoNext's CEO is Florent Grosmaitre, re-confirmed today); Contribution says C-QSL and no longer says he 'leads' the company; Organization updated to EPITA/LRE, verified today against the lab's own member page (Professor, Security and Systems group, since Oct 2024; associate member of LIP6; 17 years at Sorbonne/LIP6 before that). Co-founder status itself is unchanged and correct.",active,,,,2026-07-27,,,,
Jean-Noël de Galzain,France,Founder and CEO,WALLIX Group,Private,Industry Vendor,Founder and CEO of WALLIX Group; French privileged access management and cybersecurity leader; advocate for European digital sovereignty; founder and chairman of the HEXATRUST group.,https://ui-avatars.com/api/?name=Jean-Noel+Galzain&background=0b0d17&color=a78bfa&size=128&bold=true,https://www.wallix.com/,https://www.linkedin.com/in/jndegalzain-cybersecurity-privacy-entrepreneurship/,,https://www.wallix.com/company/leadership-team/,,no,,"source verified 2026-06-24 re-audit | TITLE/INFO REVIEW (2026-07-17 re-audit): real Founder/CEO of WALLIX Group, confirmed via the company's own leadership page and independent sources (LinkedIn, TheOrg, KuppingerCole). However, no source ties him or WALLIX to quantum-safe identity management or PQC -- no product page, speaker bio, whitepaper, or press coverage substantiates that specific claim; it appears to be an invented embellishment on an otherwise accurate profile. Flagged for a human call on whether PQC relevance is strong enough to keep in this directory. | Proposed 2026-07-19: 07-19 follow-up remediation (R1), peer_reviewed backfill batch 3 — founder/CEO of WALLIX and advocacy-body leadership (HEXATRUST, Systematic cluster); no peer-reviewed paper, RFC, or standard found under his name. | PARTIALLY APPLIED (2026-07-27 spot-check): the 2026-07-17 note called the 'quantum-safe identity management' claim an invented embellishment and it was still in Contribution today; independent re-check found no source tying him or WALLIX to PQC either. That phrase is now removed -- carrying an unsubstantiated claim about a real person is not a judgment call. Founder/CEO of WALLIX and the European digital-sovereignty advocacy (HEXATRUST) are re-confirmed and kept. The note's actual open question -- whether this profile's PQC relevance is strong enough to keep it in this directory -- is a human call and REMAINS OPEN; the row stays active pending that.",active,,,,2026-07-27,,,,
Skip Sanzeri,USA,Founder & COO,QuSecure,Private,Industry Vendor,Co-founded PQCA founding member company; QuProtect platform deployed with U.S. Department of Defense; raised $28M Series A (2023).,https://ui-avatars.com/api/?name=Skip+Sanzeri&background=0b0d17&color=a78bfa&size=128&bold=true,https://www.qusecure.com/,https://www.linkedin.com/in/skipsanzeri/,,https://www.qusecure.com/qusecures-co-founder-and-coo-skip-sanzeri-meets-with-the-lord-mayor-of-london/,,no,,"source verified 2026-06-24 re-audit | TITLE/INFO REVIEW (2026-07-17 re-audit): Co-Founder/Board Chair/COO of QuSecure, PQCA founding member (Feb 2024), and DoD deployment all reconfirmed. The $28M Series A is real but the year is wrong: it closed February 2025, not 2023 (QuSecure's own press materials and BusinessWire/Quantum Computing Report both date it Feb 2025). Candidate library reference (not yet added): 'Quantum Design Sprint' book (2019). | Proposed 2026-07-19: 07-19 follow-up remediation (R1), peer_reviewed backfill batch 1 — co-founder/COO/Chair, serial entrepreneur; only publication is a business methodology workbook, not a paper or standard; no RFC/NIST/academic authorship found.",active,,,,2026-07-17,,,,
Duncan Jones,UK,Head of Cybersecurity,Quantinuum,Private,Industry Vendor,Leads cybersecurity for quantum computing company; Quantum-Safe 360 Alliance member; developed PQC Starter Kit with Thales (2024).,https://ui-avatars.com/api/?name=Duncan+Jones&background=0b0d17&color=a78bfa&size=128&bold=true,https://www.quantinuum.com/,https://www.linkedin.com/in/duncanjones/,,https://cpl.thalesgroup.com/about-us/newsroom/thales-quantinuum-pqc-starter-kit-press-release,,no,,"source verified 2026-06-24 re-audit | Independent re-check 2026-07-17: role, org, Thales PQC Starter Kit (Jan 2024), and Quantum-Safe 360 Alliance membership all reconfirmed via independent sources. Candidate library reference (not yet added): Quantinuum's Quantum Origin Technical White Paper. | Proposed 2026-07-19: 07-19 follow-up remediation (R1), peer_reviewed backfill batch 1 — business/product leadership titles at Quantinuum (Head of Quantum Cybersecurity); no RFC, academic paper, or standard authorship found under his name.",active,,,,2026-07-17,,,,
Prof. Florian Mendel,Germany,Cryptographer and Security Architect,Infineon Technologies,Private,Industry Adopter,Cryptographer and Security Architect at Infineon Technologies; expert in hash functions and symmetric cryptography; extensive contributions to cryptographic standards and implementations for embedded security.,https://ui-avatars.com/api/?name=Florian+Mendel&background=0b0d17&color=10b981&size=128&bold=true,https://www.infineon.com/,https://www.linkedin.com/in/florianmendel/,,https://dblp.org/pid/43/1829.html,,yes,NIST;IACR,"source verified 2026-06-24 re-audit | TITLE/INFO REVIEW (2026-06-24 re-audit): Role/org ""Cryptographer and Security Architect at Infineon Technologies"" is correct; the ""Prof."" honorific is an overstatement — he holds a PhD (Graz Univ. of Technology, 2010, under Vincent Rijmen) and works in industry at Infineon, not as a titled professor. | Independent re-check 2026-07-17: role/org at Infineon reconfirmed via ResearchGate + LinkedIn. Does not resolve the 'Prof.' honorific caveat noted above. Candidate library reference (not yet added): NIST SP 800-232 (Ascon). | Proposed 2026-07-19: 07-19 follow-up remediation (R1), peer_reviewed backfill batch 3 — named co-designer of Grøstl (SHA-3 finalist) and Ascon (NIST-selected Lightweight Cryptography standard, published as NIST SP 800-232), plus numerous peer-reviewed papers from his TU Graz/KU Leuven research career.",active,,,,2026-07-17,,,,
Dr. Joppe Bos,Belgium,Cryptographic Researcher,NXP Semiconductors,Private,Algorithm Inventor,Co-author of Kyber and Frodo; expertise in efficient lattice implementations for embedded systems.,https://ui-avatars.com/api/?name=Joppe+Bos&background=0b0d17&color=f59e0b&size=128&bold=true,https://www.joppebos.com/,https://www.linkedin.com/in/joppebos/,FIPS 203,https://www.joppebos.com/,,yes,NIST,"source verified 2026-06-24 re-audit; Moved KeyResourceUrl->KeyResourceRefs 2026-07-17 (audit-leaders-refs.ts MISFILED_REF fix): value 'FIPS 203' is a real library reference_id that was sitting in the wrong column, not a URL.",active,,,,2026-06-24,,,,
Dr. Gregor Seiler,Switzerland,Research Scientist,IBM Research Europe Zurich,Private,Algorithm Inventor,Co-designer of Dilithium; led optimized implementations; contributor to FALCON signature scheme.,https://ui-avatars.com/api/?name=Gregor+Seiler&background=0b0d17&color=f59e0b&size=128&bold=true,https://research.ibm.com/,https://www.linkedin.com/in/gregor-seiler-118299231/,FIPS 204,https://research.ibm.com/blog/ibm-researchers-win-prestigious-european-grants,,yes,NIST,"source verified 2026-06-24 re-audit; Moved KeyResourceUrl->KeyResourceRefs 2026-07-17 (audit-leaders-refs.ts MISFILED_REF fix): value 'FIPS 204' is a real library reference_id that was sitting in the wrong column, not a URL.",active,,,,2026-06-24,,,,
Dr. Carlos Aguilar Melchor,France,Chief Cybersecurity Scientist,SandboxAQ,Private,Algorithm Inventor,Principal developer of HQC since 2000s; demonstrated HQC resolved 40-year-old open problem in code-based key exchanges.,https://ui-avatars.com/api/?name=Carlos+Aguilar+Melchor&background=0b0d17&color=f59e0b&size=128&bold=true,https://www.sandboxaq.com/,https://www.linkedin.com/in/carlos-aguilar-melchor/,,https://www.sandboxaq.com/post/carlos-aquilar-melchor-joins-sandboxaq-to-lead-our-cryptography-research-team,,yes,NIST,"source verified 2026-06-24 re-audit | Independent re-check 2026-07-17: title/org verbatim-confirmed via SandboxAQ's own announcement. The 'since 2000s' / '40-year-old open problem' phrasing is a direct quote from him in SandboxAQ's press release, not an invented embellishment. Candidate library reference (not yet added): official HQC specification, pqc-hqc.org.",active,,,FIPS-207-HQC,2026-07-17,,,,
Mark Hughes,USA,Global Managing Partner Consulting Cybersecurity,IBM,Private,Industry Vendor,Leads IBM's quantum-safe consulting; IBM z17 mainframe launched with PQC Crypto Engine and NIST-standard APIs (Jun 2025); partnered with Palo Alto Networks (Nov 2025) for Quantum-Safe Readiness solution.,https://ui-avatars.com/api/?name=Mark+Hughes&background=0b0d17&color=a78bfa&size=128&bold=true,https://www.ibm.com/quantum/quantum-safe,https://www.linkedin.com/in/markhughesibm/,,https://uk.linkedin.com/in/markhughesibm,,no,,"source verified 2026-06-24 re-audit | Independent re-check 2026-07-17: title (trivial variant, not an error), IBM z17 PQC launch (Jun 2025), and Palo Alto Networks partnership (Nov 2025) all reconfirmed with exact dates. Candidate library reference (not yet added): the Nov 19 2025 joint press release quoting him directly.",active,,,,2026-07-17,,,,
Jack Hidary,USA,CEO,SandboxAQ,Private,Industry Vendor,"Founded quantum group at Alphabet (2016), led spinout (2022); author of 'Quantum Computing: An Applied Approach'; founding member of PQC Alliance (Feb 2024).",https://ui-avatars.com/api/?name=Jack+Hidary&background=0b0d17&color=a78bfa&size=128&bold=true,https://www.sandboxaq.com/,https://www.linkedin.com/in/jackhidary/,,https://www.sandboxaq.com/company/leadership/jack-hidary,,no,,"source verified 2026-06-24 re-audit | Independent re-check 2026-07-17: role, Alphabet/SandboxAQ history, and PQCA founding membership (Feb 2024) all reconfirmed. Candidate library reference (not yet added): 'Quantum Computing: An Applied Approach' (Springer, 2019/2021).",active,,,,2026-07-17,,,,
Dr. Ali El Kaafarani,UK,CEO and Founder,PQShield,Private,Industry Vendor,Leading NIST PQC standardization contributor; contributed RISC-V crypto extensions; raised $65.3M including $37M Series B (Jun 2024).,https://ui-avatars.com/api/?name=Ali+El+Kaafarani&background=0b0d17&color=a78bfa&size=128&bold=true,https://pqshield.com/,https://www.linkedin.com/in/ali-el-kaafarani/,,https://pqshield.com/pqshield-raises-37m-in-series-b-funding/,,yes,IACR,"source verified 2026-06-24 re-audit | Independent re-check 2026-07-17: role, org, and the $65.3M total / $37M Series B (Jun 2024) funding figures reconfirmed exactly via TechCrunch/PQShield press release/Crunchbase. Candidate library reference (not yet added): 'Post-Quantum Attribute-Based Signatures from Lattice Assumptions', IACR ePrint 2016/823. | Proposed 2026-07-19: 07-19 follow-up remediation (R1), peer_reviewed backfill batch 2 — named author on multiple peer-reviewed IACR/Springer venues from his research career (PKC 2018, PKC 2020, Financial Crypto 2018, CT-RSA 2014) per DBLP; the CSV's ""NIST PQC standardization contributor"" line describes PQShield institutionally, not his personal authorship — Falcon's actual PQShield-affiliated author is Thomas Prest.",active,,,,2026-07-17,,,,
Dr. Amit Sinha,USA,CEO,DigiCert,Private,Industry Vendor,Named CEO Oct 2022; leading World Quantum Readiness Day initiative; launched DigiCert ONE platform supporting PQC.,https://ui-avatars.com/api/?name=Amit+Sinha&background=0b0d17&color=a78bfa&size=128&bold=true,https://www.digicert.com/,https://www.linkedin.com/in/amitsinha/,,https://www.digicert.com/news/digicert-appoints-industry-veteran-amit-sinha-as-chief-executive-officer,,yes,IEEE,"source verified 2026-06-24 re-audit | Independent re-check 2026-07-17: CEO appointment (Oct 2022), World Quantum Readiness Day, and DigiCert ONE PQC support all reconfirmed via DigiCert's own announcements. | Proposed 2026-07-19: 07-19 follow-up remediation (R1), peer_reviewed backfill batch 2 — independently confirmed on Google Scholar as co-author of a 2006 IEEE wireless-security paper from his pre-CEO AirDefense/Motorola R&D career; also multiple US patents as named inventor.",active,,,,2026-07-17,,,,
Dr. Atsushi Yamada,Canada,CEO,ISARA Corporation,Private,Industry Vendor,Appointed CEO May 2023; pioneer of hybrid certificate approach with public patents; developed ISARA Catalyst Crypto Agile PKI platform.,https://ui-avatars.com/api/?name=Atsushi+Yamada&background=0b0d17&color=a78bfa&size=128&bold=true,https://www.isara.com/,https://www.linkedin.com/in/atsushi-yamada-4a990167/,,https://www.isara.com/,,partial,,"source verified 2026-06-24 re-audit | Independent re-check 2026-07-17: CEO appointment (May 2023) and hybrid-certificate patent work reconfirmed; found a specific co-invented patent, US9794249B1, as a candidate library reference (not yet added). | Proposed 2026-07-19: 07-19 follow-up remediation (R1), peer_reviewed backfill batch 2 — real named inventor on ISARA's dedicated hybrid-certificate patents (US9660978B1, US9794249B1), but no peer-reviewed paper or standards authorship found under his name. | KeyResourceUrls repointed 2026-08-09: isara.com/company/leadership-team.html is a soft-404. No replacement leadership page was found, so this points at the company root — a weaker citation, flagged rather than left dead.",active,,,,2026-08-09,,,,
Dr. Shahram Mossayebi,UK,CEO and Co-Founder,Crypto Quantique,Private,Industry Vendor,Founded company (2016) for IoT security using quantum technologies; created QDID—world's first quantum-driven secure silicon chip.,https://ui-avatars.com/api/?name=Shahram+Mossayebi&background=0b0d17&color=a78bfa&size=128&bold=true,https://crypto-quantique.com/,https://www.linkedin.com/in/mossayebi/,,https://www.cryptoquantique.com/about/,,yes,IEEE,"source verified 2026-06-24 re-audit | Independent re-check 2026-07-17: role, 2016 founding date, and the QDID chip claim all reconfirmed via independent trade press (not just company marketing). Candidate library reference (not yet added): Mossayebi & Schack, 'Concrete Security Against Adversaries with Quantum Superposition Access...' (2016). | Proposed 2026-07-19: 07-19 follow-up remediation (R1), peer_reviewed backfill batch 2 — named co-author (with Crypto Quantique co-founder Camilleri and cryptographer Kenneth Paterson) of ""Using Gate Tunneling in Bulk CMOS to Create a PUF,"" IEEE Internet of Things Journal 11(2), 2024 — directly on the PUF technology underlying QDID.",active,,,,2026-07-17,,,,
Rebecca Krauthamer,USA,CEO and Co-Founder,QuSecure,Private,Industry Vendor,Led $28M Series A; launched QuProtect—first end-to-end PQC software platform (May 2022); customers include U.S. Army and Air Force.,https://ui-avatars.com/api/?name=Rebecca+Krauthamer&background=0b0d17&color=a78bfa&size=128&bold=true,https://www.qusecure.com/,https://www.linkedin.com/in/rkrauthamer/,,https://www.weforum.org/people/rebecca-krauthamer/,,partial,,"source verified 2026-06-24 re-audit | Independent re-check 2026-07-17: CEO since Feb 2025 (concurrent with the $28M Series A close, consistent with the Skip Sanzeri row's correction), QuProtect May 2022 launch, and Army/Air Force customer claims all reconfirmed. No conflict with Skip Sanzeri's COO/Chair role -- QuSecure's first CEO was her father Dave Krauthamer; she succeeded him. Candidate library reference (not yet added): WEF/Deloitte white paper 'Transitioning to a Quantum-Secure Economy' (Sept 2022), co-authored by her. | Proposed 2026-07-19: 07-19 follow-up remediation (R1), peer_reviewed backfill batch 1 — CEO with a real technical background (Stanford Symbolic Systems, ML engineer) and named inventor on QuSecure patents, but patent inventorship is not peer review or standardization — no NIST/IETF/academic authorship found.",active,,,,2026-07-17,,,,
Greg Wetmore,USA/Canada,VP of Software Development,Entrust,Private,Industry Vendor,"Leads Entrust Strong Identities and Trusted Infrastructure; PQC spokesperson for Entrust's composite (hybrid) certificate IETF drafts (authored by colleagues Mike Ounsworth and John Gray, not Wetmore); NIST NCCoE participant.",https://ui-avatars.com/api/?name=Greg+Wetmore&background=0b0d17&color=a78bfa&size=128&bold=true,https://www.entrust.com/,https://www.linkedin.com/in/gregwetmore/,,https://ca.linkedin.com/in/gregwetmore,,no,,"source verified 2026-06-24 re-audit | TITLE/INFO REVIEW (2026-06-24 re-audit): Real Entrust executive; title has appeared as both ""VP of Software Development"" and ""VP of Product Development"" (Entrust/Entrust Datacard) — both sourced, so the listed title is acceptable. However, the composite (hybrid) certificate IETF drafts (draft-ietf-lamps-pq-composite-sigs / -kem) were authored by Entrust colleagues Mike Ounsworth and John Gray, NOT Wetmore; he is a PQC spokesperson for this work, not the draft proposer. He does lead Entrust Strong Identities/Trusted Infrastructure engineering and is an active PQC/NCCoE-adjacent voice. | Independent re-check 2026-07-17: confirms the existing 2026-06-24 finding above (composite-cert IETF drafts are authored by Entrust colleagues Ounsworth/Gray, not Wetmore) -- no new information, cross-validated via a direct IETF datatracker author search returning zero documents under his name. | Proposed 2026-07-19: 07-19 follow-up remediation (R1), peer_reviewed backfill batch 2 — checked the actual IETF composite-certificate draft author lists directly — Ounsworth, Gray, Pala, Klaußner, Fluhrer, not Wetmore; his real role is Entrust VP of Product Development, a business/spokesperson role for colleagues' technical work (this cross-validates two prior findings already in this row's notes, 06-24 and 07-17, that were never applied to the Contribution field until now).",active,,,,2026-07-17,,,,
Phil Venables,USA,Venture Partner; Former CISO,Ballistic Ventures (former Google Cloud),Private,Industry Adopter,"Former VP Technical Infrastructure Security and CISO at Google Cloud (departed Apr 2025); led Google's multi-pronged PQC strategy: testing in Chrome since 2016, protecting internal comms since 2022, contributing to NIST standards; now Venture Partner at Ballistic Ventures.",https://ui-avatars.com/api/?name=Phil+Venables&background=0b0d17&color=10b981&size=128&bold=true,https://ballisticventures.com/,https://www.linkedin.com/in/philvenables/,,https://ballisticventures.com/team/phil-venables/,,yes,Nature,"source verified 2026-06-24 re-audit | Independent re-check 2026-07-17: Google Cloud CISO departure (Mar/Apr 2025) and Ballistic Ventures role reconfirmed; Chrome PQC testing since 2016 and internal-comms protection since 2022 both directly sourced to his own Google Cloud blog posts. Candidate library reference (not yet added): his Aug 2024 Google Cloud blog post on PQC readiness. | Proposed 2026-07-19: 07-19 follow-up remediation (R1), peer_reviewed backfill batch 1 — named co-author on ""Transitioning organizations to post-quantum cryptography,"" Nature 605, 237-243 (2022), DOI 10.1038/s41586-022-04623-2 — a peer-reviewed journal article.",active,,,,2026-07-17,,,,
Sophie Schmieg,USA,Head of Cryptography (Senior Staff Cryptography Engineer),Google,Private,Industry Adopter,Enabled PQC on Google's ALTS protocol (2022) with hybrid NTRU-HRSS + X25519; maintains PQC in BoringCrypto and Tink; leads Google's ISE Crypto team.,https://ui-avatars.com/api/?name=Sophie+Schmieg&background=0b0d17&color=10b981&size=128&bold=true,https://www.google.com/,https://www.linkedin.com/in/sophie-schmieg-14367499/,FIPS 205,https://cloud.google.com/blog/products/identity-security/why-google-now-uses-post-quantum-cryptography-for-internal-comms,,yes,USENIX Security,"FIELD CORRECTION (2026-07-17): applying the 2026-06-24 note's already-documented findings -- Role updated to her current title (was listed as her 2022 title); Contribution's false SPHINCS+ co-authorship claim removed (that's her colleague Stefan Kolbl's work, per the existing note). | source verified 2026-06-24 re-audit | TITLE/INFO REVIEW (2026-06-24 re-audit): Now leads ISE Crypto / Head of Cryptography (Senior Staff Cryptography Engineer) at Google; ""Senior Cryptography Engineer"" was her 2022 title. NOTE: the SPHINCS+ co-authorship claim is false — she is NOT a SPHINCS+ author (her Google colleague Stefan Kolbl is); the ALTS NTRU-HRSS+X25519, BoringCrypto/Tink, and PQC-leadership claims are correct.; Moved KeyResourceUrl->KeyResourceRefs 2026-07-17 (audit-leaders-refs.ts MISFILED_REF fix): value 'FIPS 205' is a real library reference_id that was sitting in the wrong column, not a URL. | Proposed 2026-07-19: 07-19 follow-up remediation (R1), peer_reviewed backfill batch 2 — named co-author of ""How to Abuse and Fix Authenticated Encryption Without Key Commitment,"" USENIX Security 2022, confirmed via dblp.",active,,,,2026-07-17,,,,
Panos Kampanakis,USA,Principal Security Engineer AWS Cryptography,AWS,Private,Industry Adopter,"Key architect of AWS's PQC strategy; deployed ML-KEM PQC across KMS, Secrets Manager, Certificate Manager; AWS-LC FIPS 3.0 first library with ML-KEM in FIPS 140-3; CRYSTALS-Kyber retirement planned 2026.",https://ui-avatars.com/api/?name=Panos+Kampanakis&background=0b0d17&color=10b981&size=128&bold=true,https://aws.amazon.com/security/post-quantum-cryptography/,https://www.linkedin.com/in/panoskampanakis/,RFC 9814;draft-ietf-tls-ecdhe-mlkem-04;draft-ietf-pquip-pqc-engineers-14,https://aws.amazon.com/blogs/security/aws-security-profile-panos-kampanakis/,,yes,IETF,"source verified 2026-06-24 re-audit | Independent re-check 2026-07-17: role and all three technical claims (ML-KEM across KMS/ACM/Secrets Manager, AWS-LC FIPS 3.0, Kyber retirement 2026) reconfirmed against AWS's own posts -- those three specific posts were authored by AWS colleagues, not him personally, but he has his own on-topic AWS Security Blog post. Candidate library reference (not yet added): 'Enable post-quantum key exchange in QUIC with the s2n-quic library' (with Cameron Bytheway). | Moved KeyResourceUrl->KeyResourceRefs 2026-07-17 (audit-leaders-refs.ts MISFILED_REF fix, multi-value detection improvement): value(s) 'RFC-9909;draft-ietf-tls-ecdhe-mlkem-04;draft-ietf-pquip-pqc-engineers-14' are real library reference_ids that were sitting in the wrong column as part of a semicolon-delimited list, not a URL. | Proposed 2026-07-19: 07-19 follow-up remediation (R1), peer_reviewed backfill batch 1 — named co-author of published RFC 8784 (with Fluhrer, McGrew, Smyslov) plus RFC 9814, RFC 9881, RFC 9935 and active PQC-in-TLS/IKEv2 drafts. | Authorship cross-check correction (2026-07-30): KeyResourceRefs 'RFC-9909' was a mis-cite -- fetched RFC 9909 (Profile for Use of SLH-DSA in the Internet X.509 PKI) directly; he is not an author, contributor, or in the acknowledgments (real authors: Bashiri, Fluhrer, Gazdag, Van Geest, Kousidis). Corrected to 'RFC 9814' (Use of SLH-DSA in CMS), which he IS a confirmed co-author of per his existing peer_reviewed backfill note above -- the two RFCs are easily confused (same LAMPS WG, same SLH-DSA profile pattern, adjacent numbers).",active,,,,2026-07-30,20210281404,https://patents.google.com/patent/US20210281404/en,,
Matthew Campagna,USA,Lead Cryptographer; Chair ETSI TC CYBER WG QSC,AWS,Private,Standards,Leads AWS cryptography R&D; chairs ETSI QSC since ~2017; co-authored AWS's multi-phase migration strategy; team contributed to NIST FIPS.,https://ui-avatars.com/api/?name=Matthew+Campagna&background=0b0d17&color=10b981&size=128&bold=true,https://aws.amazon.com/,https://www.linkedin.com/in/matt-campagna/,FIPS 203,https://datatracker.ietf.org/meeting/124/materials/slides-124-pquip-pquip-etsi-campagna-00,,yes,ACM;IEEE,"source verified 2026-06-24 re-audit | TITLE/INFO REVIEW (2026-06-24 re-audit): Title is more precisely ""Sr. Principal Engineer & Cryptographer"" at AWS (not literally ""Lead Cryptographer""), but substantively accurate; he is confirmed Chair of ETSI TC CYBER WG QSC.; Moved KeyResourceUrl->KeyResourceRefs 2026-07-17 (audit-leaders-refs.ts MISFILED_REF fix): value 'FIPS 203' is a real library reference_id that was sitting in the wrong column, not a URL.",active,,,,2026-06-24,10798086,https://patents.google.com/patent/US10798086/en,,
Bas Westerbaan,Netherlands,Principal Research Engineer,Cloudflare,Private,Industry Adopter,Primary architect of Cloudflare's PQC deployment; led X25519+ML-KEM hybrid; 38%+ HTTPS traffic PQC-protected (Mar 2025); working on Merkle Tree Certificates with Chrome; WARP PQC Phase 2 targeted summer 2026.,https://ui-avatars.com/api/?name=Bas+Westerbaan&background=0b0d17&color=10b981&size=128&bold=true,https://blog.cloudflare.com/,https://www.linkedin.com/in/baswesterbaan/,RFC 9881,https://research.cloudflare.com/people/bas-westerbaan/,,yes,IETF;IACR,"source verified 2026-06-24 re-audit; Moved KeyResourceUrl->KeyResourceRefs 2026-07-17 (audit-leaders-refs.ts MISFILED_REF fix): value 'RFC 9881' is a real library reference_id that was sitting in the wrong column, not a URL. | Proposed 2026-07-19: 07-19 follow-up remediation (R1), peer_reviewed backfill batch 2 — co-author of published RFC 9881 (ML-DSA algorithm identifiers) and the peer-reviewed IACR Communications in Cryptology paper ""X-Wing: The Hybrid KEM You've Been Looking For"" (2024); his ""State of the Post-Quantum Internet"" reports are Cloudflare blog posts, not peer-reviewed, but the RFC + IACR paper alone meet the bar.",active,,,,2026-06-24,,,,
