industry,threat_id,threat_description,criticality,crypto_at_risk,pqc_replacement,main_source,source_url,accuracy_pct,related_modules,trusted_source_id,local_file,peer_reviewed,vetting_body,source_url_quality,trusted_source_id_status,data_quality_notes,confidence_score,last_verified,applicable_industries_normalized,status,deprecated_at,deprecated_reason,related_standards,secondary_source_ref,secondary_claims,threat_class,source_mirror_of
Supply Chain / Logistics,SUPPLY-001,"Maritime cybersecurity quantum exposure: IMO MSC-FAL.1/Circ.3 guidelines address maritime cybersecurity. Maritime sector carries approximately 80% of world trade by volume. Port management systems, vessel identity PKI (used in ECDIS and GMDSS), and maritime VPN infrastructure use RSA/ECDSA — AIS itself is an unauthenticated broadcast protocol and is not quantum-affected until authenticated replacements are deployed.",High,"Systems in scope for cyber risk management include bridge/navigation systems and ship-port interface systems. For digital systems and devices interacting with third-party or landside networks, including ship/port interfaces, the Guidelines call for policies and procedures on the use of cryptography.","ML-DSA for maritime authentication, PQC-enabled AIS, quantum-safe port systems",IMO Maritime Cyber Risk Management Guidelines,https://wwwcdn.imo.org/localresources/en/OurWork/Security/Documents/MSC-FAL.1-Circ.3-Rev.3.pdf,65,vpn-ssh-pqc|pki-workshop,imo,threats/SUPPLY-001.pdf,no,,url_needs_review,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Re-snapshotted 2026-06-09: fresh Playwright proof (68495 bytes). [2026-07-16 accuracy check] Cited source is on-topic but does not directly evidence this row's quantum/crypto-specific claims: no quantum, PKI, RSA/ECDSA, ECDIS, GMDSS, or AIS content; 80%-of-world-trade statistic not on page. Source URL corrected 2026-09-23: the cited page had become an HTML landing page; the new URL serves the cached document byte-for-byte (sha256 match). Was: https://www.imo.org/en/OurWork/Security/Pages/Cyber-security.aspx | corrected via approved proposal claim-check-0924:SUPPLY-001#status (codex cx-20260925T014900Z-f602cc2a) 2026-09-25 | corrected via approved proposal q:threats:claim-rewrite-supply-001-re-source-0924#crypto_at_risk 2026-09-25",55,2026-07-16,supply-chain;logistics,draft,,,,,,both,
Supply Chain / Logistics,SUPPLY-002,Electronic Bill of Lading quantum vulnerability: DCSA standards for electronic Bills of Lading (eBL) enable digital trade documentation for containerized shipping. Digital signatures on eBL documents prove ownership and transfer rights for cargo worth billions. Quantum forgery enables cargo theft and trade document fraud.,High,"eBL digital signatures (RSA/ECDSA), trade document PKI, shipping platform TLS","ML-DSA for eBL signing, hybrid trade document certificates, PQC-enabled shipping platforms",DCSA Electronic Bill of Lading Standards,https://dcsa.org/standards/bill-of-lading,65,email-signing|pki-workshop,csa-cloud,threats/SUPPLY-002.html,no,,url_needs_review,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Re-snapshotted 2026-06-09: fresh Playwright proof (335097 bytes). [2026-07-16 accuracy check] Cited source is on-topic but does not directly evidence this row's quantum/crypto-specific claims: no quantum content in document; RSA/ECDSA signature algorithms not specified by doc. | corrected via approved proposal claim-check-0924:SUPPLY-002#status (codex cx-20260925T014900Z-f602cc2a) 2026-09-25,55,2026-07-16,supply-chain;logistics,draft,,,,,,both,
Supply Chain / Logistics,SUPPLY-003,"Customs and cross-border trade quantum risk: WCO SAFE Framework of Standards governs security and facilitation of international trade. Digital certificates for customs declarations, AEO (Authorized Economic Operator) credentials, and single window systems rely on digital signatures and PKI. Quantum forgery enables customs fraud at global scale.",High,"Customs declaration digital signatures, AEO certificates, single window system PKI","ML-DSA for customs signing, PQC-enabled single window, quantum-safe AEO credentials",WCO SAFE Framework of Standards,https://www.wcoomd.org/-/media/wco/public/global/pdf/topics/facilitation/instruments-and-tools/tools/safe-package/safe-framework-2025_en.pdf?la=en,65,pki-workshop|email-signing,wco,threats/WCO-SAFE-Framework-of-Standards-2025.pdf,no,,url_needs_review,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Re-snapshotted 2026-06-09: fresh Playwright proof (68746 bytes). [2026-07-16 accuracy check] Cited source is on-topic but does not directly evidence this row's quantum/crypto-specific claims: no digital certificate, RSA/ECDSA, PKI, or quantum content. | 2026-08-16: source_url resolved to WCO homepage nav menu, not the document; replaced with the real June 2025 SAFE Framework of Standards PDF from WCO's media library. | corrected via approved proposal claim-check-0924:SUPPLY-003#status (codex cx-20260925T014945Z-b27df3bb) 2026-09-25",55,2026-08-16,supply-chain;logistics,draft,,,,,,hnfl,
Telecommunications,TELCO-001,"Subscriber personal data, including call and location history, is stored in operator systems and must be protected with quantum-safe encryption over its lifetime. Sensitive data on 5G SBI and N32 interfaces is exposed to store-now/decrypt-later attacks.",Critical,"RSA and elliptic-curve public-key algorithms used for signatures, authentication, and key establishment are quantum-vulnerable. AES-128 is less affected, and cited guidance differs on whether migration to AES-256 is necessary.","Use standardized ML-KEM for quantum-safe key establishment and ML-DSA for digital signatures. AES-256 may be used as a conservative response to potential Grover attacks, although the document notes that guidance differs.",GSMA Security Guidelines,https://www.gsma.com/newsroom/wp-content/uploads/PQ.03-Post-Quantum-Cryptography-Guidelines-for-Telecom-Use-v1.0.pdf,90,quantum-threats|5g-security|network-security-pqc|data-asset-sensitivity,gsma,threats/TELCO-001.pdf,no,GSMA,url_authoritative,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Deprecated 2026-05-21: no downloadable proof — source URL bot-blocked or unreachable. Re-source with a deep-link primary document to reactivate. Resource swap 2026-05-21: 3GPP TS 33-series catalogue (201 KB). GSMA security landing is bot-blocked; 3GPP TS 33-series is the upstream authority anyway. Re-snapshotted 2026-06-09: fresh Playwright proof (213111 bytes). [2026-07-16 re-sourced] Original evidence was the wrong/generic document (deprecated in the same-day accuracy audit); replaced with the real cited source, verified by content, and reactivated. | corrected via approved proposal claim-check-0924:TELCO-001#threat_description (codex cx-20260925T014945Z-b27df3bb) 2026-09-25 | corrected via approved proposal claim-check-0924:TELCO-001#crypto_at_risk (codex cx-20260925T014945Z-b27df3bb) 2026-09-25 | corrected via approved proposal claim-check-0924:TELCO-001#pqc_replacement (codex cx-20260925T014945Z-b27df3bb) 2026-09-25",85,2026-08-16,telecommunications,active,,,,,,both,
Telecommunications,TELCO-002,"The GSMA Post Quantum Telco Network Task Force publishes guidance on PQC impacts and migration for telecommunications, building on PQ.01 and referring to PQ.02 for quantum-risk assessment. Migration depends on standards bodies, equipment manufacturers, infrastructure providers, and operators implementing quantum-safe protocols and algorithms.",High,The affected scope includes secure transport between the 4G/5G RAN and security gateways. IPsec/IKE key establishment and certificate authentication are quantum-vulnerable components.,"Integrate standardized PQC into affected telecommunications protocols and 3GPP specifications. For TLS 1.3, hybrid key exchange can combine ECDHE with ML-KEM, while signatures and authentication require separate migration.",GSMA Post-Quantum Telco Network Taskforce,https://www.gsma.com/newsroom/wp-content/uploads/PQ.03-Post-Quantum-Cryptography-Guidelines-for-Telecom-Use-v1.0.pdf,80,5g-security|migration-program|compliance-strategy|network-security-pqc,gsma,threats/TELCO-002.pdf,no,GSMA,url_authoritative,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: audit misleading correction appended. Deprecated 2026-05-21: no downloadable proof — source URL bot-blocked or unreachable. Re-source with a deep-link primary document to reactivate. Reactivated 2026-05-21 via Wayback Machine snapshot (20251029002256, 112039B from http://web.archive.org/web/20251029002256/https://www.gsma.com/solutions-and-impact/technologies/security/post-quantum-telco-network-task-force/). LLM rewrite 2026-05-21: audit-2026-05-18 corrections merged inline via qwen3.6:27b with self-grounding check (drops appended Correction sentence; confidence restored). [2026-07-16 accuracy check] Cited source is on-topic but does not directly evidence this row's quantum/crypto-specific claims: PQ.01/PQ.02/PQ.03 and 2022 establishment date not on page; 5G AKA/RAN/IPsec crypto_at_risk specifics go beyond page. [2026-07-16 upgraded, PARTIAL-row pass] Replaced with a real, content-verified GSMA PQTN Task Force PQ.03 document (still not perfectly matching every technical specific the row claims — remains PARTIAL, not fully supported). | corrected via approved proposal claim-check-0924:TELCO-002#threat_description (codex cx-20260925T014945Z-b27df3bb) 2026-09-25 | corrected via approved proposal claim-check-0924:TELCO-002#crypto_at_risk (codex cx-20260925T014945Z-b27df3bb) 2026-09-25 | corrected via approved proposal claim-check-0924:TELCO-002#pqc_replacement (codex cx-20260925T014945Z-b27df3bb) 2026-09-25",72,2026-07-16,telecommunications,active,,,,,,both,
Telecommunications,TELCO-003,"While 5G subscriber authentication relies on symmetric USIM credentials rather than RSA or ECDSA, the network remains vulnerable to quantum attacks through specific infrastructure components. ECDSA secures Network Function and gNB certificates within the Service Based Architecture, and SUCI concealment utilizes ECDH-based ECIES. Consequently, the primary quantum-vulnerable key exchange path resides in the N2/N3 interfaces, where IPsec with IKEv2 employs classical Diffie-Hellman.",High,"IKEv2 DH on N2/N3 IPsec, RSA/ECDSA NF/gNB certificates per TS 33.310 (SBA, N32, NRF), ECIES SUCI concealment (X25519/P-256), symmetric USIM-based 5G-AKA (resistant to Shor but reliant on PKI for key distribution)","3GPP Release 19+ PQC integration, ML-KEM for 5G SA, hybrid IKEv2",3GPP TS 33.501 5G Security Architecture,https://www.etsi.org/deliver/etsi_ts/133500_133599/133501/18.09.00_60/ts_133501v180900p.pdf,90,5g-security|vpn-ssh-pqc|hybrid-crypto|network-security-pqc,etsi,threats/TELCO-003.pdf,partial,3GPP; ETSI,url_authoritative,resolved_2026-05-06,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: propagated post-pass-5 description from 05182026 lineage; audit inaccurate correction appended. LLM rewrite 2026-05-21: audit-2026-05-18 corrections merged inline via qwen3.6:27b with self-grounding check (drops appended Correction sentence; confidence restored). Re-snapshotted 2026-06-09: fresh Playwright proof (213116 bytes). [2026-07-16 re-sourced] Original evidence was the wrong/generic document (deprecated in the same-day accuracy audit); replaced with the real cited source, verified by content, and reactivated. Recaptured 2026-08-21: the cached file was a 3GPP ""Specifications by Series"" listing page, not TS 33.501. Refetched from the row's own ETSI URL; the PDF metadata confirms ""TS 133 501 - V18.9.0 - 5G; Security architecture and procedures for 5G System"". pdftotext cannot read it (Bad FCHECK in flate stream), so it was verified from metadata, not extracted text. | corrected via approved proposal q:threats:no-quantum-source-telco-003#status 2026-09-25",85,2026-07-16,telecommunications,draft,,,,,,both,
Telecommunications,TELCO-004,SIM card and eSIM authentication quantum vulnerability: Billions of SIM cards globally use RSA-2048 or ECDSA P-256 for authentication. GSMA eSIM remote provisioning (SGP.22) relies on PKI with quantum-vulnerable key exchange. SIM replacement cycles of 3-5 years provide a migration window but legacy devices will persist longer.,High,"RSA-2048, ECDSA P-256 in SIM authentication, eSIM remote provisioning PKI","ML-DSA for SIM authentication, PQC-enabled eSIM provisioning, hybrid schemes",GSMA eSIM Specification (SGP.22),https://www.gsma.com/esim/wp-content/uploads/2023/12/SGP.22-v3.1.pdf,65,5g-security|pki-workshop|network-security-pqc|iam-pqc,gsma,threats/GSMA-SGP22-v3.1.pdf,no,,url_needs_review,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Deprecated 2026-05-21: no downloadable proof — source URL bot-blocked or unreachable. Re-source with a deep-link primary document to reactivate. Reactivated 2026-05-21 via Wayback Machine snapshot (20240418210832, 57166B from http://web.archive.org/web/20240418210832/https://www.gsma.com/esim/). [2026-07-16 accuracy check] Cited source is on-topic but does not directly evidence this row's quantum/crypto-specific claims: doc is general 'What is an eSIM?' explainer, not SGP.22 spec; no RSA-2048/ECDSA P-256 or quantum content. | 2026-08-16: Replaced generic 'What is an eSIM?' explainer (Wayback snapshot) with the actual GSMA SGP.22 v3.1 RSP Technical Specification PDF, publicly downloadable (non-confidential PRD). | corrected via approved proposal q:threats:no-quantum-source-telco-004#status 2026-09-25",55,2026-08-16,telecommunications,draft,,,,,,both,
Telecommunications,TELCO-005,"GSMA PQ.05 analyzes threats, impacts, and mitigations for a cryptographically relevant quantum computer targeting 4G and 5G roaming architectures and interfaces. It prioritizes protection of roaming interfaces against harvest-now-decrypt-later attacks and also addresses future impersonation, spoofing, and tampering.",High,TLS 1.3 and IPsec with X.509 certificate authentication protect roaming interfaces. JWS provides integrity and authentication for JSON payloads in PRINS mode.,"Use ML-KEM for quantum-safe key establishment on roaming interfaces. Use ML-DSA for certificates, signatures, and verification in roaming entities.",GSMA — PQ.05 Post-Quantum Cryptography for 5G Roaming Use Case,https://www.gsma.com/solutions-and-impact/technologies/security/wp-content/uploads/2019/03/PQ.05-Post-Quantum-Cryptography-for-5G-Roaming-use-case-1.pdf,60,5g-security|hybrid-crypto|crypto-agility|network-security-pqc,gsma,threats/TELCO-005.pdf,no,GSMA,url_authoritative,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: audit misleading correction appended. Salvage 2026-05-21: deep-link substituted (ETSI TR 103 619 PQC migration to quantum-safe schemes — actual TR PDF.). Hand-edit 2026-05-21: dropped redundant Correction sentence — prose already states Study Item in Release 19 with normative requirements expected in Release 20+; specific ETSI QSC document count omitted under uncertainty (most honest representation). Re-snapshotted 2026-06-09: fresh Playwright proof (142762 bytes). [2026-07-16 re-sourced] Original evidence was the wrong document (deprecated in the same-day accuracy audit); replaced with a real, correctly-attributed, on-topic source — but this document itself does not contain the row's quantum/crypto-specific claims, which remain analytical extrapolation, not directly sourced. Reactivated as PARTIAL, not fully supported. | 2026-09-08: codex-assisted replacement search + human review (18-row batch) found the cached evidence was a different document than the row cites; recapture_apply.py fetched the verified replacement, archived the old capture first (never destroyed), and both gates (artefact + identity) confirmed it before this CSV was touched. | corrected via approved proposal claim-check-0924:TELCO-005#threat_description (codex cx-20260925T014945Z-b27df3bb) 2026-09-25 | corrected via approved proposal claim-check-0924:TELCO-005#crypto_at_risk (codex cx-20260925T014945Z-b27df3bb) 2026-09-25 | corrected via approved proposal claim-check-0924:TELCO-005#pqc_replacement (codex cx-20260925T014945Z-b27df3bb) 2026-09-25",55,2026-09-08,telecommunications,active,,,,,,both,
Water / Wastewater,WATER-001,"Water treatment plant SCADA quantum vulnerability: America's Water Infrastructure Act (AWIA) of 2018 requires community water systems serving 3,300+ people to conduct risk and resilience assessments including cybersecurity. Water treatment SCADA systems use ICS protocols with RSA/ECDSA authentication. CISA identifies Water and Wastewater Systems as one of 16 critical infrastructure sectors. Equipment lifecycles of 15-25 years with limited remote update capability.",Critical,"SCADA/ICS authentication (RSA/ECDSA), VPN for remote monitoring, historian database encryption","IEC 62443 PQC update for water systems, ML-DSA for SCADA authentication, hybrid VPN",EPA America's Water Infrastructure Act (AWIA) 2018 / CISA,https://www.epa.gov/waterresilience/awia-section-2013,65,iot-ot-pqc|vpn-ssh-pqc|hybrid-crypto|energy-utilities-pqc|network-security-pqc,cisa,threats/WATER-001.html,no,CISA,url_authoritative,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: dead URL replaced (Original AWIA URL 404s; awia-section-2013 is the canonical landing.). Re-snapshotted 2026-06-09: fresh Playwright proof (359810 bytes). [2026-07-16 accuracy check] Cited source is on-topic but does not directly evidence this row's quantum/crypto-specific claims: no SCADA crypto, RSA/ECDSA, quantum, or equipment-lifecycle content; CISA 16-sector claim not on this EPA page. | corrected via approved proposal claim-check-0924:WATER-001#status (codex cx-20260925T014907Z-ed849b46) 2026-09-25",55,2026-07-16,water;wastewater,draft,,,IEC-62443,,,both,
Water / Wastewater,WATER-002,"Smart water infrastructure quantum exposure: AWWA (American Water Works Association) standards govern smart water metering, leak detection sensors, and distribution network monitoring using IoT-connected devices. Advanced Metering Infrastructure (AMI) for water utilities faces similar PQC migration challenges as energy smart meters — constrained devices with limited crypto-agility deployed for 10-15 year cycles.",High,"AMI mesh networking, smart meter PKI, SCADA remote terminal units, cloud platform TLS","Quantum-safe AMI protocols, ML-KEM for device provisioning, constrained device PQC",AWWA Cybersecurity Guidance for Water Utilities,https://www.cisa.gov/water,75,iot-ot-pqc|kms-pqc|hsm-pqc|energy-utilities-pqc|network-security-pqc,awwa,threats/WATER-002.html,no,,url_authoritative,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Salvage 2026-05-21: deep-link substituted (AWWA cybersecurity guidance PDF.). Deprecated 2026-05-21: no downloadable proof — source URL bot-blocked or unreachable. Re-source with a deep-link primary document to reactivate. Resource swap 2026-05-21: CISA Water and Wastewater Systems sector page (74 KB). AWWA guidance PDF 404; CISA is the authoritative cross-sector reference. Re-snapshotted 2026-06-09: fresh Playwright proof (95144 bytes).,60,2026-07-16,water;wastewater,deprecated,2026-07-16,"Evidence audit 2026-07-16 (UNSUPPORTED): Evidence is CISA water campaign page, not AWWA guidance",,,,,
Education / Research,EDU-001,Student PII harvest-now-decrypt-later exposure: FERPA mandates protection of student education records but does not address post-quantum cryptography. Student records including SSNs transcripts disciplinary records and health data are retained 60+ years. PowerSchool breach (2024) exposed 62 million student records demonstrating massive data aggregation risk. Encrypted student databases harvested today become readable once CRQCs arrive.,Critical,"RSA/ECDSA protecting student information systems, TLS for SIS/LMS platforms, database encryption key wrapping","ML-KEM for database key management, AES-256-GCM, quantum-safe TLS for EdTech platforms",FERPA / US Department of Education,https://studentprivacy.ed.gov/ferpa,65,quantum-threats|pqc-risk-management|data-asset-sensitivity|database-encryption-pqc,us-doe-ed,threats/EDU-001.html,no,,url_authoritative,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). [2026-07-16 accuracy check] Cited source is on-topic but does not directly evidence this row's quantum/crypto-specific claims: no quantum/PQC/encryption content on FERPA site; 60+ year retention and PowerSchool breach claims absent from doc. | corrected via approved proposal q:threats:no-quantum-source-edu-001#status 2026-09-25,55,2026-07-16,education;research,draft,,,,,,both,
Education / Research,EDU-002,SAML federation identity compromise: InCommon Federation provides SAML-based identity and access management for US research and education institutions. Federation metadata is signed with 4096-bit RSA keys. Quantum forgery of IdP signing keys enables forged SAML tokens and privilege escalation across all federated services including library systems research databases financial aid and student portals. eduroam WiFi authentication also relies on EAP with RADIUS using RSA/ECDSA certificates.,Critical,"RSA-4096 federation metadata signing, SAML assertion signatures (RSA/ECDSA), eduroam RADIUS certificates, EAP-TLS","ML-DSA for SAML assertion signing, PQC-enabled federation metadata, hybrid certificate chains for eduroam",Internet2 InCommon Federation / Jisc Trust and Identity,https://spaces.at.internet2.edu/spaces/InCFederation/pages/46498202/Metadata+Signing+Certificate,65,pki-workshop|iam-pqc|hybrid-crypto,internet2,threats/InCommon-Metadata-Signing-Certificate-Wiki.html,no,,url_needs_review,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Salvage 2026-05-21: deep-link substituted (InCommon Federation operating procedures — substantive vs Internet2 landing.). Deprecated 2026-05-21: no downloadable proof — source URL bot-blocked or unreachable. Re-source with a deep-link primary document to reactivate. Resource swap 2026-05-21: InCommon overview (110 KB). The federation-policies/operating-procedures URL 404d. Re-snapshotted 2026-06-09: fresh Playwright proof (119427 bytes). [2026-07-16 accuracy check] Cited source is on-topic but does not directly evidence this row's quantum/crypto-specific claims: RSA-4096 metadata signing key size not in page; No quantum content. | 2026-08-16: Replaced generic InCommon 'About' page with InCommon's Metadata Signing Certificate page, which directly evidences the RSA key used to sign federation metadata (actual key size is RSA-2048, not RSA-4096 as the row's crypto_at_risk field states). | 2026-08-16: prior fix (InCommon cert fingerprint page) was accurate but only 3751B, under the TP-1 5000B floor; repointed to Internet2's InCFederation wiki 'Metadata Signing Certificate' page, which documents the same RSA-2048/SHA-256 fingerprint within its full trust-bootstrapping explanation (59.9KB). | corrected via approved proposal claim-check-0924:EDU-002#status (codex cx-20260925T014907Z-ed849b46) 2026-09-25",55,2026-08-16,education;research,draft,,,,,,hnfl,
Education / Research,EDU-003,"W3C Verifiable Credentials 2.0 employs two distinct securing mechanisms: Data Integrity Proofs using non-RSA cryptosuites like ecdsa-rdfc-2019, and the separate VC-JOSE-COSE specification which supports RSA-PSS. Because educational credentials often carry 10-40 year validity periods, long-lived VCs signed with these classical algorithms today may become forgeable upon the arrival of cryptographically relevant quantum computers.",High,"An example Data Integrity proof for a verifiable credential is signed using the ecdsa-rdfc-2019 cryptosuite, referencing a did:key verification method.","ML-DSA for credential signing, SLH-DSA for long-term archival signatures, PQC-enabled credential verification",W3C Verifiable Credentials Data Model 2.0,https://www.w3.org/TR/vc-data-model-2.0/,65,pki-workshop|digital-id|stateful-signatures,w3c,threats/EDU-003.html,no,,url_needs_review,resolved_2026-05-06,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: audit inaccurate correction appended. Salvage 2026-05-21: deep-link substituted (W3C VC Data Model 2.0 — the actual recommendation, not the portal.). LLM rewrite 2026-05-21: audit-2026-05-18 corrections merged inline via qwen3.6:27b with self-grounding check (drops appended Correction sentence; confidence restored). [2026-07-16 accuracy check] Cited source is on-topic but does not directly evidence this row's quantum/crypto-specific claims: RSA-PSS support detail lives in separate VC-JOSE-COSE spec, not this doc; no quantum content. | corrected via approved proposal q:threats:no-quantum-source-edu-003#status 2026-09-25 | corrected via approved proposal q:threats:claim-rewrite-edu-003#crypto_at_risk 2026-09-25",55,2026-07-16,education;research,draft,,,,,,hnfl,
Education / Research,EDU-004,Federally funded research data quantum exposure: Universities conducting defense-funded research handle ITAR/EAR/CUI data requiring decades-long protection. CMMC 2.0 mandates NIST SP 800-171 controls for DoD-funded research. Research data on quantum computing itself advanced materials genomics and AI represents high-value intelligence targets. Harvest-now-decrypt-later attacks on university research networks could compromise national security research programs.,Critical,NIST SP 800-171r3 requires organizations to implement cryptographic mechanisms to prevent unauthorized disclosure of CUI during transmission and while in storage. The cryptographic mechanisms that protect CUI confidentiality in transit include TLS and IPsec.,"CNSA 2.0 compliance for defense research, ML-KEM-1024 for data encryption, ML-DSA-87 for research data signing",NIST SP 800-171 Rev. 3 — Protecting Controlled Unclassified Information,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-171r3.pdf,85,compliance-strategy|vpn-ssh-pqc|kms-pqc|data-asset-sensitivity,nist-csrc,threats/EDU-004.pdf,yes,NIST,url_authoritative,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: local_file cleared (DoD CMMC site 403s automated downloaders; live URL still returns 403). Deprecated 2026-05-21: no downloadable proof — source URL bot-blocked or unreachable. Re-source with a deep-link primary document to reactivate. Reactivated 2026-05-21 via Wayback Machine snapshot (20260519034011, 38717B from http://web.archive.org/web/20260519034011/https://dodcio.defense.gov/CMMC/). [2026-07-16 re-sourced, round 3] Original evidence was the wrong/generic document (deprecated in the same-day accuracy audit); replaced with the real cited source, verified by content, and reactivated. Source URL corrected 2026-09-23: the cited page had become an HTML landing page; the new URL serves the cached document byte-for-byte (sha256 match). Was: https://csrc.nist.gov/pubs/sp/800/171/r3/final | corrected via approved proposal q:threats:no-quantum-source-edu-004#status 2026-09-25 | corrected via approved proposal q:threats:claim-rewrite-edu-004#crypto_at_risk 2026-09-25",80,2026-07-16,education;research,draft,,,SP-800-171;CNSA-2.0,,,both,
Education / Research,EDU-005,"The education sector has seen an alarming surge in cyber threats. Schools rely on expansive networks connecting students, faculty, administration, and third-party vendors, with thousands of devices and endpoints — many unmanaged — expanding the attack surface. A cryptographically relevant quantum computer will threaten systems relying on traditional asymmetric cryptography, making both authentication flows and data in transit vulnerable.",High,Web applications using TLS to authenticate users and encrypt communications may be vulnerable to attacks compromising integrity or confidentiality. Traditional asymmetric cryptography at risk includes RSA and ECDSA primitives.,"This document defines three hybrid key agreement mechanisms for TLS 1.3 -- X25519MLKEM768, SecP256r1MLKEM768, and SecP384r1MLKEM1024 -- that combine the post-quantum ML-KEM (Module-Lattice-Based Key Encapsulation Mechanism) with an ECDHE (Ephemeral Elliptic Curve Diffie-Hellman) exchange.",Cyber Threats Against the Education Sector,https://blog.checkpoint.com/security/from-classrooms-to-code-red-3000-cyber-threats-hit-u-s-schools-and-universities-weekly/,65,quantum-threats|pqc-risk-management|tls-basics,arxiv-crypto,threats/EDU-005.html,no,,url_needs_review,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: audit unverifiable correction appended. LLM rewrite 2026-05-21: audit-2026-05-18 corrections merged inline via qwen3.6:27b with self-grounding check (drops appended Correction sentence; confidence restored). Re-snapshotted 2026-06-09: fresh Playwright proof (328965 bytes). [2026-07-16 accuracy check] Cited source is on-topic but does not directly evidence this row's quantum/crypto-specific claims: publisher is DeepStrike (pentest vendor blog), not Check Point Research or Higher Ed Dive; no quantum, PQC, retention-period content. | 2026-08-16: Cached file was a DeepStrike blog post, wrong publisher entirely; replaced with the actual Check Point Research article on education-sector cyberattack trends. | corrected via approved proposal claim-check-0924:EDU-005#status (codex cx-20260925T014907Z-ed849b46) 2026-09-25 | corrected via approved proposal q:threats:secondary-source-edu-005-re-source-0924-sol#secondary_source_ref 2026-09-25 | corrected via approved proposal q:threats:secondary-source-edu-005-re-source-0924-sol#secondary_claims 2026-09-25 | corrected via approved proposal q:threats:secondary-source-edu-005-re-source-0924-sol#threat_description 2026-09-25 | corrected via approved proposal q:threats:secondary-source-edu-005-re-source-0924-sol#crypto_at_risk 2026-09-25 | corrected via approved proposal q:threats:secondary-source-edu-005-re-source-0924-sol#pqc_replacement 2026-09-25 | corrected via approved proposal reactivate:EDU-005 2026-09-25 | corrected via approved proposal claim-check-0924:EDU-005#main_source (codex cx-20260925T041756Z-193d1231) 2026-09-25",55,2026-09-08,education;research,active,,,,Planning-for-post-quantum-cryptography-Cyber-gov-au;RFC 10024,threat_description@Planning-for-post-quantum-cryptography-Cyber-gov-au;crypto_at_risk@Planning-for-post-quantum-cryptography-Cyber-gov-au;pqc_replacement@RFC 10024,both,
