software_name,cpe_uri,cpe_vendor,cpe_product,match_confidence,status,nvd_url,last_verified_date,deprecated_at,deprecated_reason,product_id,cpe_coverage_flag,data_quality_notes
Dragos Platform,cpe:2.3:a:dragos:dragos_platform:2.2.1:*:*:*:*:*:*:*,dragos,dragos_platform,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=dragos%20platform,2026-04-01,2026-07-11,not in regen,dragos-platform,cpe_matched,"CPE verified. Source: NVD, 2026-05-06."
Druva Data Resiliency Cloud,,,,,not_found,,2026-04-01,2026-07-11,not in regen,druva-data-resiliency-cloud,cpe_not_found_pending_nvd,'Druva Data Resiliency Cloud' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe
DuckDuckGo Browser,,,,,not_found,,2026-04-01,2026-07-11,not in regen,duckduckgo-browser,cpe_not_found_pending_nvd,'DuckDuckGo Browser' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe
Dyber QuantaTPM,,,,,not_found,,2026-04-01,2026-07-11,not in regen,dyber-quantatpm,cpe_not_found_pending_nvd,'Dyber QuantaTPM' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe
E& Nokia Quantum-Safe Network,,,,,not_found,,2026-04-01,2026-07-11,not in regen,e-nokia-quantum-safe-network,cpe_not_found_pending_nvd,'E& Nokia Quantum-Safe Network' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe
Eclipse Jetty,,,,,not_found,,2026-04-01,2026-07-11,not in regen,eclipse-jetty,cpe_not_found_pending_nvd,'Eclipse Jetty' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe
EJBCA,,,,,not_found,,2026-04-01,2026-07-11,not in regen,ejbca,cpe_not_found_pending_nvd,'EJBCA' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe
Elastic Stack (ELK),,,,,not_found,,2026-04-01,2026-07-11,not in regen,elastic-stack-elk,cpe_not_found_pending_nvd,'Elastic Stack (ELK)' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe
Element (Matrix Protocol),,,,,not_found,,2026-04-01,2026-07-11,not in regen,element-matrix-protocol,cpe_not_found_pending_nvd,'Element (Matrix Protocol)' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe
Enquantum PQC Accelerator,,,,,not_found,,2026-04-01,2026-07-11,not in regen,enquantum-pqc-accelerator,cpe_not_found_pending_nvd,'Enquantum PQC Accelerator' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe
Entrust Cryptographic Platform,,,,,not_found,,2026-04-01,2026-07-11,not in regen,entrust-cryptographic-platform,cpe_not_found_pending_nvd,'Entrust Cryptographic Platform' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe
Entrust Cryptographic Security Platform,,,,,not_found,,2026-04-01,2026-07-11,not in regen,entrust-cryptographic-security-platform,cpe_not_found_pending_nvd,'Entrust Cryptographic Security Platform' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe
Entrust Identity as a Service (IDaaS),,,,,not_found,,2026-04-01,2026-07-11,not in regen,entrust-identity-as-a-service-idaas,cpe_not_found_pending_nvd,'Entrust Identity as a Service (IDaaS)' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe
Entrust KeyControl,,,,,not_found,,2026-07-14,2026-07-14,not in regen,,,
Entrust nShield,cpe:2.3:h:entrust:nshield_5c:-:*:*:*:*:*:*:*,entrust,nshield_5c,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=entrust%20nshield,2026-07-14,2026-07-14,not in regen,,,
Entrust PKI,,,,,not_found,,2026-04-01,2026-07-11,not in regen,entrust-pki,cpe_not_found_pending_nvd,'Entrust PKI' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe
Envoy Proxy,cpe:2.3:a:envoyproxy:envoy:1.13.6:*:*:*:*:*:*:*,envoyproxy,envoy,partial,partial,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=envoy%20proxy,2026-04-01,2026-07-11,not in regen,envoy-proxy,cpe_partial_match,Partial CPE match for 'Envoy Proxy'; version qualifier absent. Verify against NVD: https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=envoy%20proxy.
Ericsson Quantum-Safe 5G,,,,,not_found,,2026-04-01,2026-07-11,not in regen,ericsson-quantum-safe-5g,cpe_not_found_pending_nvd,'Ericsson Quantum-Safe 5G' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe
ESCRYPT Automotive PQC Solutions,,,,,not_found,,2026-04-01,2026-07-11,not in regen,escrypt-automotive-pqc-solutions,cpe_not_found_pending_nvd,'ESCRYPT Automotive PQC Solutions' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe
essendi xc,,,,,not_found,,2026-04-01,2026-07-11,not in regen,essendi-xc,cpe_not_found_pending_nvd,'essendi xc' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe
Ethereum (Geth),,,,,not_found,,2026-04-01,2026-07-11,not in regen,ethereum-geth,cpe_not_found_pending_nvd,'Ethereum (Geth)' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe
EUDI Reference Wallet,,,,,not_found,,2026-04-01,2026-07-11,not in regen,eudi-reference-wallet,cpe_not_found_pending_nvd,'EUDI Reference Wallet' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe
EVERTRUST HORIZON,,,,,not_found,,2026-04-01,2026-07-11,not in regen,evertrust-horizon,cpe_not_found_pending_nvd,'EVERTRUST HORIZON' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe
EVERTRUST STREAM,,,,,not_found,,2026-04-01,2026-07-11,not in regen,evertrust-stream,cpe_not_found_pending_nvd,'EVERTRUST STREAM' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe
Eviden IDnomic PKI,,,,,not_found,,2026-04-01,2026-07-11,not in regen,eviden-idnomic-pki,cpe_not_found_pending_nvd,'Eviden IDnomic PKI' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe
Eviden PQC HSMaaS,,,,,not_found,,2026-04-01,2026-07-11,not in regen,eviden-pqc-hsmaas,cpe_not_found_pending_nvd,'Eviden PQC HSMaaS' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe
Eviden Trustway Proteccio NetHSM,,,,,not_found,,2026-04-01,2026-07-11,not in regen,eviden-trustway-proteccio-nethsm,cpe_not_found_pending_nvd,'Eviden Trustway Proteccio NetHSM' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe
evolutionQ BasejumpQDN,,,,,not_found,,2026-04-01,2026-07-11,not in regen,evolutionq-basejumpqdn,cpe_not_found_pending_nvd,'evolutionQ BasejumpQDN' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe
evolutionQ BasejumpSKI,,,,,not_found,,2026-04-01,2026-07-11,not in regen,evolutionq-basejumpski,cpe_not_found_pending_nvd,'evolutionQ BasejumpSKI' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe
ExeQuantum,,,,,not_found,,2026-04-01,2026-07-11,not in regen,exequantum,cpe_not_found_pending_nvd,'ExeQuantum' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe
ExpressVPN Lightway,,,,,not_found,,2026-04-01,2026-07-11,not in regen,expressvpn-lightway,cpe_not_found_pending_nvd,'ExpressVPN Lightway' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe
F5 ADSP PQC,,,,,not_found,,2026-04-01,2026-07-11,not in regen,f5-adsp-pqc,cpe_not_found_pending_nvd,'F5 ADSP PQC' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe
F5 BIG-IP,cpe:2.3:h:f5:big-ip:-:*:*:*:*:*:*:*,f5,big-ip,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=f5%20big-ip,2026-04-01,2026-07-11,not in regen,f5-big-ip,cpe_matched,"CPE verified. Source: NVD, 2026-05-06."
Fastly Edge Cloud,,,,,not_found,,2026-04-01,2026-07-11,not in regen,fastly-edge-cloud,cpe_not_found_pending_nvd,'Fastly Edge Cloud' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe
Fastly PQC CDN,,,,,not_found,,2026-04-01,2026-07-11,not in regen,fastly-pqc-cdn,cpe_not_found_pending_nvd,'Fastly PQC CDN' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe
Fedora Linux,,,,,not_found,,2026-04-01,2026-07-11,not in regen,fedora-linux,cpe_not_found_pending_nvd,'Fedora Linux' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe
FENASBAC Pix PQC Research,,,,,not_found,,2026-04-01,2026-07-11,not in regen,fenasbac-pix-pqc-research,cpe_not_found_pending_nvd,'FENASBAC Pix PQC Research' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe
FileVault (macOS),,,,,not_found,,2026-04-01,2026-07-11,not in regen,filevault-macos,cpe_not_found_pending_nvd,'FileVault (macOS)' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe
Fireblocks,,,,,not_found,,2026-04-01,2026-07-11,not in regen,fireblocks,cpe_not_found_pending_nvd,'Fireblocks' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe
FIS Modern Banking,,,,,not_found,,2026-04-01,2026-07-11,not in regen,fis-modern-banking,cpe_not_found_pending_nvd,'FIS Modern Banking' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe
Forcepoint DLP,,,,,not_found,,2026-04-01,2026-07-11,not in regen,forcepoint-dlp,cpe_not_found_pending_nvd,'Forcepoint DLP' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe
Fortanix Data Security Manager,,,,,not_found,,2026-04-01,2026-07-11,not in regen,fortanix-data-security-manager,cpe_not_found_pending_nvd,'Fortanix Data Security Manager' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe
Fortanix PQC Central,,,,,not_found,,2026-04-01,2026-07-11,not in regen,fortanix-pqc-central,cpe_not_found_pending_nvd,'Fortanix PQC Central' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe
Fortinet FortiAuthenticator,cpe:2.3:a:fortinet:fortiauthenticator:3.0.0:*:*:*:*:*:*:*,fortinet,fortiauthenticator,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=fortinet%20fortiauthenticator,2026-04-01,2026-07-11,not in regen,fortinet-fortiauthenticator,cpe_matched,"CPE verified. Source: NVD, 2026-05-06."
Fortinet FortiGate (FortiOS),,,,,not_found,,2026-04-01,2026-07-11,not in regen,fortinet-fortigate-fortios,cpe_not_found_pending_nvd,'Fortinet FortiGate (FortiOS)' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe
Fortinet FortiGate-Rugged,,,,,not_found,,2026-04-01,2026-07-11,not in regen,fortinet-fortigate-rugged,cpe_not_found_pending_nvd,'Fortinet FortiGate-Rugged' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe
Fortinet FortiManager,,,,,not_found,,2026-04-01,2026-07-11,not in regen,fortinet-fortimanager,cpe_not_found_pending_nvd,'Fortinet FortiManager' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe
Fortinet FortiOS,cpe:2.3:o:fortinet:fortios:4.3.10:*:*:*:*:*:*:*,fortinet,fortios,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=fortinet%20fortios,2026-04-01,2026-07-11,not in regen,fortinet-fortios,cpe_matched,"CPE verified. Source: NVD, 2026-05-06."
Fortinet FortiWeb,,,,,not_found,,2026-04-01,2026-07-11,not in regen,fortinet-fortiweb,cpe_not_found_pending_nvd,'Fortinet FortiWeb' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe
Forward Edge-AI Isidore Quantum,,,,,not_found,,2026-07-14,,,,,
Forward Edge-AI Space Router,,,,,not_found,,2026-04-01,2026-07-11,not in regen,forward-edge-ai-space-router,cpe_not_found_pending_nvd,'Forward Edge-AI Space Router' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe
FreeBSD,,,,,not_found,,2026-04-01,2026-07-11,not in regen,freebsd,cpe_not_found_pending_nvd,'FreeBSD' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe
FreeRTOS,,,,,not_found,,2026-04-01,2026-07-11,not in regen,freertos,cpe_not_found_pending_nvd,'FreeRTOS' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe
Fujitsu PQC Networks,,,,,not_found,,2026-04-01,2026-07-11,not in regen,fujitsu-pqc-networks,cpe_not_found_pending_nvd,'Fujitsu PQC Networks' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe
FusionAuth,cpe:2.3:a:fusionauth:fusionauth:1.0.13:*:*:*:*:*:*:*,fusionauth,fusionauth,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=fusionauth%20fusionauth,2026-04-01,2026-07-11,not in regen,fusionauth,cpe_matched,"CPE verified. Source: NVD, 2026-05-06."
Futurex Cloud,,,,,not_found,,2026-04-01,2026-07-11,not in regen,futurex-cloud,cpe_not_found_pending_nvd,'Futurex Cloud' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe
Futurex CryptoHub,,,,,not_found,,2026-04-01,2026-07-11,not in regen,futurex-cryptohub,cpe_not_found_pending_nvd,'Futurex CryptoHub' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe
Futurex Vectera Plus,,,,,not_found,,2026-04-01,2026-07-11,not in regen,futurex-vectera-plus,cpe_not_found_pending_nvd,'Futurex Vectera Plus' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe
G+D Quantum-Safe SIM Platform,,,,,not_found,,2026-04-01,2026-07-11,not in regen,g-d-quantum-safe-sim-platform,cpe_not_found_pending_nvd,'G+D Quantum-Safe SIM Platform' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe
Garantir GaraTrust,,,,,not_found,,2026-04-01,2026-07-11,not in regen,garantir-garatrust,cpe_not_found_pending_nvd,'Garantir GaraTrust' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe
General Dynamics Mission,,,,,not_found,,2026-04-01,2026-07-11,not in regen,general-dynamics-mission,cpe_not_found_pending_nvd,'General Dynamics Mission' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe
Genua Quantum-Resistant VPN,,,,,not_found,,2026-04-01,2026-07-11,not in regen,genua-quantum-resistant-vpn,cpe_not_found_pending_nvd,'Genua Quantum-Resistant VPN' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe
Giesecke+Devrient PQC ID Card,,,,,not_found,,2026-04-01,2026-07-11,not in regen,giesecke-devrient-pqc-id-card,cpe_not_found_pending_nvd,'Giesecke+Devrient PQC ID Card' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe
GitHub Actions,cpe:2.3:a:github:runner:2.298.2:*:*:*:*:*:*:*,github,runner,partial,partial,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=github%20actions,2026-04-01,2026-07-11,not in regen,github-actions,cpe_partial_match,Partial CPE match for 'GitHub Actions'; version qualifier absent. Verify against NVD: https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=github%20actions.
GitHub Copilot Security,,,,,not_found,,2026-04-01,2026-07-11,not in regen,github-copilot-security,cpe_not_found_pending_nvd,'GitHub Copilot Security' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe
GitHub SSH PQC,,,,,not_found,,2026-04-01,2026-07-11,not in regen,github-ssh-pqc,cpe_not_found_pending_nvd,'GitHub SSH PQC' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe
GitLab CI/CD,,,,,not_found,,2026-04-01,2026-07-11,not in regen,gitlab-ci-cd,cpe_not_found_pending_nvd,'GitLab CI/CD' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe
GlobalSign Atlas CLM,,,,,not_found,,2026-04-01,2026-07-11,not in regen,globalsign-atlas-clm,cpe_not_found_pending_nvd,'GlobalSign Atlas CLM' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe
GlobalSign Digital Signing Service,,,,,not_found,,2026-04-01,2026-07-11,not in regen,globalsign-digital-signing-service,cpe_not_found_pending_nvd,'GlobalSign Digital Signing Service' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe
Gmail / Google Workspace,,,,,not_found,,2026-04-01,2026-07-11,not in regen,gmail-google-workspace,cpe_not_found_pending_nvd,'Gmail / Google Workspace' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe
GnuPG,,,,,not_found,,2026-04-01,2026-07-11,not in regen,gnupg,cpe_not_found_pending_nvd,'GnuPG' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe
GnuTLS,cpe:2.3:a:gnu:gnutls:-:*:*:*:*:*:*:*,gnu,gnutls,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=gnu%20gnutls,2026-07-14,2026-07-14,not in regen,,,
Go stdlib crypto/mlkem,,,,,not_found,,2026-07-14,2026-07-14,not in regen,,,
go-jose v4,,,,,not_found,,2026-04-01,2026-07-11,not in regen,go-jose-v4,cpe_not_found_pending_nvd,'go-jose v4' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe
Google ALTS,,,,,not_found,,2026-07-14,2026-07-14,not in regen,,,
Google Chrome,cpe:2.3:a:google:chrome:0.2.149.29:*:*:*:*:*:*:*,google,chrome,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=google%20chrome,2026-04-01,2026-07-11,not in regen,google-chrome,cpe_matched,"CPE verified. Source: NVD, 2026-05-06."
Google Cloud CDN,,,,,not_found,,2026-04-01,2026-07-11,not in regen,google-cloud-cdn,cpe_not_found_pending_nvd,'Google Cloud CDN' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe
Google Cloud HSM,,,,,not_found,,2026-04-01,2026-07-11,not in regen,google-cloud-hsm,cpe_not_found_pending_nvd,'Google Cloud HSM' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe
Google Cloud KMS,,,,,not_found,,2026-04-01,2026-07-11,not in regen,google-cloud-kms,cpe_not_found_pending_nvd,'Google Cloud KMS' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe
Google Cloud KMS (Cloud Gateway),,,,,not_found,,2026-04-01,2026-07-11,not in regen,google-cloud-kms-cloud-gateway,cpe_not_found_pending_nvd,'Google Cloud KMS (Cloud Gateway)' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe
Google Cloud Platform (GCP),,,,,not_found,,2026-04-01,2026-07-11,not in regen,google-cloud-platform-gcp,cpe_not_found_pending_nvd,'Google Cloud Platform (GCP)' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe
Google GKE,,,,,not_found,,2026-04-01,2026-07-11,not in regen,google-gke,cpe_not_found_pending_nvd,'Google GKE' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe
Google OpenTitan,,,,,not_found,,2026-04-01,2026-07-11,not in regen,google-opentitan,cpe_not_found_pending_nvd,'Google OpenTitan' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe
Google Tink,cpe:2.3:a:google:tink:1.0.0:*:*:*:*:*:*:*,google,tink,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=google%20tink,2026-07-14,2026-07-14,not in regen,,,
GPG Code Signing,,,,,not_found,,2026-04-01,2026-07-11,not in regen,gpg-code-signing,cpe_not_found_pending_nvd,'GPG Code Signing' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe
HAProxy,,,,,not_found,,2026-04-01,2026-07-11,not in regen,haproxy,cpe_not_found_pending_nvd,'HAProxy' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe
hash-sigs,,,,,not_found,,2026-04-01,2026-07-11,not in regen,hash-sigs,cpe_not_found_pending_nvd,'hash-sigs' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe
