algorithm_family,algorithm,cryptographic_family,nist_security_level,aes_equivalent,public_key_bytes,private_key_bytes,signature_ciphertext_bytes,shared_secret_bytes,keygen_cycles_relative,sign_encaps_cycles_relative,verifydecaps_cycles_relative,stack_ram_bytes,optimization_target,fips_standard,use_case_notes,trusted_source_id,peer_reviewed,vetting_body,region,status,status_url,status_url_quality,confidence_score
Signature,HAWK-512,Lattice,1.0,AES-128,1024.0,2480.0,555.0,,,,,,Small Signature,NIST Additional Signatures Round 2,NIST Sig Round 2 advancing (Oct 2024). Lattice-based (distinct from Falcon/FN-DSA). Small ~555B signatures; 1KB public key. Final ~2027.,iacr-eprint,yes,NIST,NIST,NIST Additional Sig Round 3 — Candidate,https://csrc.nist.gov/News/2026/nist-advances-9-candidates-to-the-3rd-round-of-pqc,url_authoritative,85
Signature,HAWK-1024,Lattice,5.0,AES-256,2048.0,5120.0,1024.0,,,,,,Small Signature,NIST Additional Signatures Round 2,NIST Sig Round 2 advancing. Level 5 variant. ~1KB signatures; 2KB public key. Final ~2027.,iacr-eprint,yes,NIST,NIST,NIST Additional Sig Round 3 — Candidate,https://csrc.nist.gov/News/2026/nist-advances-9-candidates-to-the-3rd-round-of-pqc,url_authoritative,85
Signature,SLH-DSA-SHA2-128-24,Hash-based,1.0,AES-128,32.0,64.0,3856.0,,100x,2000x,5x,~3000,Fast Verification,NIST SP 800-230 (Draft),Limited-signature variant (2^24/key max); ~50% smaller sig than SLH-DSA-SHA2-128s; fast verify; for firmware/software/certificate signing only; NOT general purpose,nist-csrc,partial,NIST,Global,Draft,https://csrc.nist.gov/pubs/sp/800/230/ipd,url_authoritative,60
Signature,SLH-DSA-SHAKE-128-24,Hash-based,1.0,AES-128,32.0,64.0,3856.0,,100x,2000x,5x,~3000,Fast Verification,NIST SP 800-230 (Draft),Limited-signature variant (2^24/key max); SHAKE hash variant of SHA2-128-24; fast verify; for firmware/software/certificate signing only; NOT general purpose,nist-csrc,partial,NIST,Global,Draft,https://csrc.nist.gov/pubs/sp/800/230/ipd,url_authoritative,60
Signature,SLH-DSA-SHA2-192-24,Hash-based,3.0,AES-192,48.0,96.0,7752.0,,100x,2000x,5x,~3000,Fast Verification,NIST SP 800-230 (Draft),Limited-signature variant (2^24/key max); ~52% smaller sig than SLH-DSA-SHA2-192s; fast verify; for firmware/software/certificate signing only; NOT general purpose,nist-csrc,partial,NIST,Global,Draft,https://csrc.nist.gov/pubs/sp/800/230/ipd,url_authoritative,60
Signature,SLH-DSA-SHAKE-192-24,Hash-based,3.0,AES-192,48.0,96.0,7752.0,,100x,2000x,5x,~3000,Fast Verification,NIST SP 800-230 (Draft),Limited-signature variant (2^24/key max); SHAKE hash variant of SHA2-192-24; fast verify; for firmware/software/certificate signing only; NOT general purpose,nist-csrc,partial,NIST,Global,Draft,https://csrc.nist.gov/pubs/sp/800/230/ipd,url_authoritative,60
Signature,SLH-DSA-SHA2-256-24,Hash-based,5.0,AES-256,64.0,128.0,14944.0,,100x,2000x,5x,~3000,Fast Verification,NIST SP 800-230 (Draft),Limited-signature variant (2^24/key max); ~50% smaller sig than SLH-DSA-SHA2-256s; fast verify; for firmware/software/certificate signing only; NOT general purpose,nist-csrc,partial,NIST,Global,Draft,https://csrc.nist.gov/pubs/sp/800/230/ipd,url_authoritative,60
Signature,SLH-DSA-SHAKE-256-24,Hash-based,5.0,AES-256,64.0,128.0,14944.0,,100x,2000x,5x,~3000,Fast Verification,NIST SP 800-230 (Draft),Limited-signature variant (2^24/key max); SHAKE hash variant of SHA2-256-24; fast verify; for firmware/software/certificate signing only; NOT general purpose,nist-csrc,partial,NIST,Global,Draft,https://csrc.nist.gov/pubs/sp/800/230/ipd,url_authoritative,60
Signature,UOV,Multivariate,1,AES-128,66000,237000,96,,Research needed,Research needed,Research needed,Research needed,Tiny Signature,NIST Additional Sig — Round 2 candidate (NOT standardised),"NIST Additional Sig Round 2 candidate — Multivariate (Unbalanced Oil and Vinegar). Sizes shown are for UOV-Ip (NIST L1 reference). Public key is ~66 KB raw, but compressed PK (~1.2 KB) is strongly recommended for deployment. Private key ~237 KB. Tiny 96 B signature. Other parameter sets exist (e.g., UOV-IIIp: pk=265 KB raw / sk=1.1 MB / sig=148 B). Performance not yet benchmarked for this CSV. Final NIST selection ~2027. Verified against pqctoday-priv/docs/PQC_Algorithm_Reference_April2026.csv (NIST CSRC Round 2).",nist-csrc,yes,NIST,NIST,NIST Additional Sig Round 3 — Candidate,https://csrc.nist.gov/News/2026/nist-advances-9-candidates-to-the-3rd-round-of-pqc,,85
Signature,SQIsign,Isogeny,1,AES-128,65,353,148,,Research needed,Research needed,Research needed,Research needed,Tiny Combined Size,NIST Additional Sig — Round 2 candidate (NOT standardised),NIST Additional Sig Round 2 candidate — Isogeny-based (supersingular quaternion algebras). pk=65 / sk=353 / sig=148 from SQIsign-I (NIST L1) per SQIsign v2.0 Round-2 spec Table 1 (downloaded from NIST CSRC). SMALLEST combined PK+sig of any PQC candidate. Signing is known to be very slow (cycle benchmarks not yet recorded here). Other parameter sets: SQIsign-III (L3): pk=96/sk=1152/sig=263; SQIsign-V (L5): pk=128/sk=1512/sig=335. Final NIST selection ~2027. Verified against pqctoday-priv/docs/PQC_Algorithm_Reference_April2026.csv (SQIsign v2.0 spec). [Updated 2026-05-16: sizes corrected per SQIsign v2.0 Round-2 spec Table 1 — previously incorrect.],nist-csrc,yes,NIST,NIST,NIST Additional Sig Round 3 — Candidate (SQIsign-I),https://csrc.nist.gov/News/2026/nist-advances-9-candidates-to-the-3rd-round-of-pqc,,85
Signature,CROSS,Code-based (MPCitH),1,AES-128,54,Research needed,12872,,Research needed,~1.7M cycles (Skylake),~1.0M cycles (Skylake),Research needed,Tiny Public Key,NIST Additional Sig — Round 2 candidate (NOT standardised),"NIST Additional Sig Round 2 candidate — Code-based, MPC-in-the-head paradigm (Codes and Restricted Objects Signature Scheme). Sizes AND cycle figures shown are consistently for the same variant, CROSS-R-SDP-1b (NIST L1, Cloudflare-benchmarked): pk=54 B (tiny!), sig=12,872 B, sign≈1.7M cycles, verify≈1.0M cycles (Skylake, absolute — not relative to the ML-KEM-512 baseline used elsewhere in this CSV). CORRECTION (2026-07-06): an earlier remediation pass mis-read this row as mixing R-SDP-1b sizes with R-SDP-3b cycles; re-checked against the full note text — they are NOT mixed, both are R-SDP-1b. The R-SDP-3b figures below are cited only as additional context for a different parameter set, not as this row's source data. Other variants exist with different size/perf tradeoffs (e.g., CROSS-R-SDP-3b: pk=59/sig=23,380 — sign≈2.6M cycles, verify≈1.5M). private_key_bytes, keygen cycles, and stack RAM remain unresearched: the priv doc (pqctoday-priv/docs/PQC_Algorithm_Reference_April2026.csv) marks ""Cycles Benchmarked?"" = YES for sign/verify only — keygen was not part of the Cloudflare benchmark and no other source was found. Final NIST selection ~2027.",nist-csrc,yes,NIST,NIST,"NIST Additional Sig Round 2 — Eliminated (did not advance to Round 3, 2026-05)",https://csrc.nist.gov/News/2026/nist-advances-9-candidates-to-the-3rd-round-of-pqc,,85
Signature,LESS,Code-based,1,AES-128,13940,Research needed,9286,,Research needed,Research needed,Research needed,Research needed,Balanced,NIST Additional Sig — Round 2 candidate (NOT standardised),"NIST Additional Sig Round 2 candidate — Code-based (Linear Equivalence Signature Scheme). Sizes shown are for LESS-1b (NIST L1 balanced): pk=13,940 B, sig=9,286 B. Other parameter sets: LESS-3b (NIST L3 balanced): pk=35,074 B, sig=18,000 B. Cycle counts not published under standard methodology — performance not yet benchmarked here. Final NIST selection ~2027. Verified against pqctoday-priv/docs/PQC_Algorithm_Reference_April2026.csv (NIST CSRC Round 2).",nist-csrc,yes,NIST,NIST,"NIST Additional Sig Round 2 — Eliminated (did not advance to Round 3, 2026-05)",https://csrc.nist.gov/News/2026/nist-advances-9-candidates-to-the-3rd-round-of-pqc,,85
Signature,FAEST,Symmetric (VOLEitH),1,AES-128,32,32,6336,,Research needed,Research needed,Research needed,Research needed,Tiny Public Key,NIST Additional Sig — Round 2 candidate (NOT standardised),"NIST Additional Sig Round 2 candidate — Symmetric (Fast AES-based with Tight security; VOLE-in-the-head paradigm). SMALLEST PK and SK of all NIST PQC candidates: pk=sk=32 B. Sizes shown are for FAEST-128f (NIST L1 fast variant): sig=6,336 B. Other variants: FAEST-128s (small-sig, sig=5,688 B), FAEST-192f (L3, sig=16,792 B), FAEST-256f (L5, sig=28,400 B). Security reduces to AES — large signatures the trade-off. Performance not yet benchmarked here. Final NIST selection ~2027. Verified against pqctoday-priv/docs/PQC_Algorithm_Reference_April2026.csv (FAEST Round 1 spec).",nist-csrc,yes,NIST,NIST,NIST Additional Sig Round 3 — Candidate,https://csrc.nist.gov/News/2026/nist-advances-9-candidates-to-the-3rd-round-of-pqc,,85
Signature,SNOVA,Multivariate,1,AES-128,1016,48,248,,Research needed,Research needed,Research needed,Research needed,Tiny Signature,NIST Additional Sig — Round 2 candidate (NOT standardised),"NIST Additional Sig Round 2 candidate — Multivariate (Simple Noncommutative-ring-based UOV variant). Sizes shown are for SNOVA l=4 (NIST L1): pk=1,016 B, sk=48 B, sig=248 B — competitive with ML-DSA in TLS. Other parameter sets exist (e.g., SNOVA l=5 (L3): pk=2,415/sk=64/sig=376). Round 2 introduced new l=5 parameter sets — verify exact IDs against current spec. Performance not yet benchmarked here. Final NIST selection ~2027. Verified against pqctoday-priv/docs/PQC_Algorithm_Reference_April2026.csv (SNOVA Round 2 spec).",nist-csrc,yes,NIST,NIST,NIST Additional Sig Round 3 — Candidate,https://csrc.nist.gov/News/2026/nist-advances-9-candidates-to-the-3rd-round-of-pqc,,85
Signature,id-MLDSA44-ECDSA-P256-SHA256,Composite (Lattice + ECC),2,AES-128,1376,2592,2484,,Research needed,Research needed,Research needed,Research needed,Hybrid Transition,"IETF Internet-Draft — In RFC Editor queue (not yet published, v19, 2026-04-21)","Formal IETF identifier: id-MLDSA44-ECDSA-P256-SHA256 (formerly listed in this CSV as ""ML-DSA-44-ECDSA-P256""). IETF Internet-Draft (draft-ietf-lamps-pq-composite-sigs); NOT yet an RFC. Two-component AND-construction (both ML-DSA-44 and ECDSA P-256 must verify). pk = 1312 (ML-DSA-44) + 64 (ECDSA P-256, this CSV's own convention) = 1376 B. priv = 2560 + 32 = 2592 B. sig = 2420 + 64 = 2484 B (exact concatenation; ML-DSA component first). All component-sum. The current draft serializes composite public keys and signatures as a RAW CONCATENATION with the ML-DSA component FIRST and no ASN.1 wrapper (§4.1, §4.3; §5.1 places the raw bytes directly in the BIT STRING), so the component sum IS the wire size — there is no composite-wrapper overhead. Caveat: the ECDSA component is a DER Ecdsa-Sig-Value (RFC 3279 §2.2.3) whose encoded length varies by a byte or two. NOTE ON CYCLES: not filled — this CSV mixes two incompatible cycle baselines (PQC algorithms relative to ML-KEM-512=1x; classical algorithms relative to RSA-2048='Baseline'), which are not verified to be numerically equivalent. Adding a PQC component's ratio to a classical component's ratio would produce a fabricated composite number, not a real measurement. Leave as Research needed until the whole table is normalized onto one baseline (see project-wide finding in 07-06-2026 remediation report).",ietf,partial,IETF LAMPS,Global,IETF Internet-Draft,https://datatracker.ietf.org/doc/draft-ietf-lamps-pq-composite-sigs/,,55
Signature,id-MLDSA44-Ed25519-SHA512,Composite (Lattice + ECC),2,AES-128,1344,2624,2484,,Research needed,Research needed,Research needed,Research needed,Hybrid Transition,"IETF Internet-Draft — In RFC Editor queue (not yet published, v19, 2026-04-21)","Formal IETF identifier: id-MLDSA44-Ed25519-SHA512 (formerly listed in this CSV as ""ML-DSA-44-Ed25519""). IETF Internet-Draft (draft-ietf-lamps-pq-composite-sigs); NOT yet an RFC. Two-component AND-construction with Ed25519 classical companion. pk = 1312+32 = 1344 B (PQ + classical components). priv = 2560 (ML-DSA-44) + 64 (Ed25519, this CSV's own libsodium-style secret-key convention) = 2624 B. sig = 2420+64 = 2484 B — exact, with the ML-DSA component encoded first; the current draft uses raw concatenation with no ASN.1 composite wrapper. Verified against pqctoday-priv/docs/PQC_Algorithm_Reference_April2026.csv (draft-ietf-lamps-pq-composite-sigs). NOTE ON CYCLES: not filled — this CSV mixes two incompatible cycle baselines (PQC algorithms relative to ML-KEM-512=1x; classical algorithms relative to RSA-2048='Baseline'), which are not verified to be numerically equivalent. Adding a PQC component's ratio to a classical component's ratio would produce a fabricated composite number, not a real measurement. Leave as Research needed until the whole table is normalized onto one baseline (see project-wide finding in 07-06-2026 remediation report).",ietf,partial,IETF LAMPS,Global,IETF Internet-Draft,https://datatracker.ietf.org/doc/draft-ietf-lamps-pq-composite-sigs/,,55
Signature,id-MLDSA44-RSA2048-PSS-SHA256,Composite (Lattice + RSA),2,AES-128,1582,3750,2676,,Research needed,Research needed,Research needed,Research needed,Hybrid Transition,"IETF Internet-Draft — In RFC Editor queue (not yet published, v19, 2026-04-21)","Formal IETF identifier: id-MLDSA44-RSA2048-PSS-SHA256 (formerly listed in this CSV as ""ML-DSA-44-RSA2048-PSS""). IETF Internet-Draft (draft-ietf-lamps-pq-composite-sigs); NOT yet an RFC. Two-component AND-construction with RSA-2048 PSS classical companion. CORRECTED 2026-07-06: pk = 1312 (ML-DSA-44) + 270 (RSA-2048 public key, this CSV's own SPKI-encoded convention — same value used everywhere else in this table for RSA-2048's public key) = 1582 B (previously miscalculated as 1568 B using RSA's bare 256-byte modulus instead, inconsistent with the rest of this table). priv = 2560 + 1190 (RSA-2048 priv, this CSV's own PKCS#8/CRT convention) = 3750 B. sig = 2420 (ML-DSA-44) + 256 B = 2676 B — the RSA-PSS signature itself is NOT a free encoding choice like the public key is; a raw RSA signature is always exactly the modulus size (256 B for RSA-2048), so this figure is correct regardless of which public-key convention is used. These are exact wire sizes: the current draft concatenates the components raw (ML-DSA first) with no ASN.1 composite wrapper. Verified against pqctoday-priv/docs/PQC_Algorithm_Reference_April2026.csv (draft-ietf-lamps-pq-composite-sigs). NOTE ON CYCLES: not filled — this CSV mixes two incompatible cycle baselines (PQC algorithms relative to ML-KEM-512=1x; classical algorithms relative to RSA-2048='Baseline'), which are not verified to be numerically equivalent. Adding a PQC component's ratio to a classical component's ratio would produce a fabricated composite number, not a real measurement. Leave as Research needed until the whole table is normalized onto one baseline (see project-wide finding in 07-06-2026 remediation report).",ietf,partial,IETF LAMPS,Global,IETF Internet-Draft,https://datatracker.ietf.org/doc/draft-ietf-lamps-pq-composite-sigs/,,50
KEM,ML-KEM-768-ECDH-P256,Composite (Lattice + ECC),3,AES-192,1249,2432,1153,32,Research needed,Research needed,Research needed,Research needed,Hybrid Transition,IETF Internet-Draft — DRAFT (not yet RFC),"IETF Internet-Draft (draft-ietf-tls-ecdhe-mlkem); NOT yet an RFC, but actively used as the FIPS-compliant TLS hybrid NamedGroup. KEM combiner derives shared secret from both ML-KEM-768 and ECDH P-256. pk = 1184+65 = 1249 B; ct = 1088+65 = 1153 B (PQ + classical components). priv = 2400 (ML-KEM-768) + 32 (ECDH P-256, this CSV's own convention) = 2432 B. Verified against pqctoday-priv/docs/PQC_Algorithm_Reference_April2026.csv (IETF TLS WG draft). NOTE ON CYCLES: not filled — this CSV mixes two incompatible cycle baselines (PQC algorithms relative to ML-KEM-512=1x; classical algorithms relative to RSA-2048='Baseline'), which are not verified to be numerically equivalent. Adding a PQC component's ratio to a classical component's ratio would produce a fabricated composite number, not a real measurement. Leave as Research needed until the whole table is normalized onto one baseline (see project-wide finding in 07-06-2026 remediation report).",ietf,partial,IETF LAMPS,Global,IETF Internet-Draft,https://datatracker.ietf.org/doc/draft-ietf-lamps-pq-composite-kem/,,55
KEM,ML-KEM-768-RSA-OAEP-2048,Composite (Lattice + RSA),3,AES-192,1454,3590,1344,32,Research needed,Research needed,Research needed,Research needed,Hybrid Transition,IETF Internet-Draft — DRAFT (not yet RFC),"IETF Internet-Draft (draft-ietf-lamps-pq-composite-kem); NOT yet an RFC. KEM combiner with RSA-OAEP-2048 classical component. pk = 1184 (ML-KEM-768) + 270 (RSA-2048 pub, this CSV's own SPKI-encoded convention, matching the id-MLDSA44-RSA2048-PSS-SHA256 row after its 2026-07-06 correction) = 1454 B. priv = 2400 + 1190 (RSA-2048 priv, this CSV's own PKCS#8/CRT convention) = 3590 B. ct = 1088 (ML-KEM-768 ct) + 256 B (RSA-OAEP-2048 ciphertext — not a free encoding choice; an RSA ciphertext is always exactly the modulus size) = 1344 B. NOTE: this specific RSA-OAEP-2048 hybrid is not listed in the curated reference document (pqctoday-priv/docs/PQC_Algorithm_Reference_April2026.csv), which covers only the X25519+ML-KEM-768 and P-256+ML-KEM-768 TLS hybrids — these sizes are this project's own additive derivation, not independently cross-checked against a published worked example; treat as a reasoned estimate pending one. NOTE ON CYCLES: not filled — this CSV mixes two incompatible cycle baselines (PQC algorithms relative to ML-KEM-512=1x; classical algorithms relative to RSA-2048='Baseline'), which are not verified to be numerically equivalent. Adding a PQC component's ratio to a classical component's ratio would produce a fabricated composite number, not a real measurement. Leave as Research needed until the whole table is normalized onto one baseline (see project-wide finding in 07-06-2026 remediation report).",ietf,partial,IETF LAMPS,Global,IETF Internet-Draft,https://datatracker.ietf.org/doc/draft-ietf-lamps-pq-composite-kem/,,50
KEM,Classic-McEliece-6688128,Code-based,5,AES-256,1044992,13932,208,32,Research needed,Research needed,Research needed,Research needed,Long-term Security,BSI TR-02102-1 (recommended Level 5); NOT in NIST FIPS,"Classic McEliece Level 5 parameter set (mceliece6688128). pk=1,044,992 / sk=13,932 / ct=208 per pqctoday-priv/docs/PQC_Algorithm_Reference_April2026.csv (sizes confirmed via OQS reference implementation). BSI-recommended for sovereign long-term protection of classified data; NOT in NIST FIPS (NIST did not select Classic McEliece in the Fourth Round (NIST IR 8545, 2025-03-11; HQC selected instead)). Distinct from Classic-McEliece-8192128 (also Level 5 — larger pk=1,357,824). An alternate L5 parameter set Classic-McEliece-6960119 also exists (pk=1,047,319 / sk=13,948 / ct=194). Cycle benchmarks not yet recorded here. CYCLE RESEARCH ATTEMPTED 2026-07-06 (two rounds): round 1 found self-contradictory search-tool synthesis (the same figure attributed to different operations across queries). Round 2 tried harder: checked whether PQShield publishes McEliece benchmarks (no match found in search — their public benchmarks appear focused on ML-KEM/ML-DSA/FN-DSA, not Classic McEliece); attempted direct fetches of the three most likely primary sources — the NIST Chou 2022 presentation PDF, the official Classic McEliece implementation guide (classic.mceliece.org/mceliece-impl-20221023.pdf), and an academic PQC performance survey (arXiv:2204.02571) — all three failed to yield an extractable table (PDF parsing errors or the number data is embedded in images/compressed streams the fetch tool cannot read). A follow-up search then produced a THIRD set of numbers that disagreed with both prior rounds by 2-5x and did not preserve consistent relative ordering between the two parameter sets — reinforcing that automated search synthesis is not reliable for this specific figure. Left as Research needed rather than pick one of the disagreeing numbers. A human with direct PDF/browser access should open mceliece-impl-20221023.pdf directly and read the benchmark table by eye, or check bench.cr.yp.to's per-machine Haswell/Skylake results page linked from https://bench.cr.yp.to/results-kem.html.",bsi,yes,BSI/ANSSI,BSI/ANSSI,ISO 18033-2 Amd2; Standardised (BSI TR-02102-1),https://www.iso.org/standard/86890.html,,85
KEM,LAC,Lattice (LWE),Research needed,Research needed,Research needed,Research needed,Research needed,Research needed,Research needed,Research needed,Research needed,Research needed,Research needed,"CACR national competition winner (as LAC.KEX, ~2018-2020) — NOT an issued OSCCA/GB national standard","RECONCILED 2026-07-06 (previously flagged as contradicting the Learn module's framing of LAC as ""continued as a domestic Chinese reference design"" — see PQCCandidates/data/nationalCandidates.ts). Web research confirms: LAC (Lu, Liu, Jia, Xue, He — DACAS/Chinese Academy of Sciences) won CACR's national PQC algorithm design competition as ""LAC.KEX"" (~2018-2020) — that part of the Learn module claim is accurate. Separately, LAC was submitted to NIST PQC as a Round 2 KEM candidate and was NOT advanced to Round 3; documented concerns included non-constant-time implementations of its error-correction-based decryption-failure-fixing routine (a side-channel risk). NO EVIDENCE FOUND of LAC/LAC.KEX being subsequently adopted as an actual OSCCA/GB Chinese national cryptographic standard — winning a design competition is not the same as national standardization, and this project found nothing indicating production deployment. China's current forward-looking PQC standardization effort is the separate, newer NGCC program (2025-2028; see NGCC-BC/NGCC-CH rows and the timeline CSV), reported to be leaning toward newer ""structureless lattice"" designs (e.g. S-Cloud+) rather than continuing LAC. Sizes/cycles still unconfirmed — some sources estimate ~352 B (pk/ct) but this project has not verified them against a primary CACR document; left as Research needed. ACTION ITEM: soften nationalCandidates.ts's ""continued as a domestic Chinese reference design"" framing to match — see PQCCandidates data file fix in the same commit.",,partial,CACR (China),CACR,CACR competition winner (2020); ELIMINATED from NIST Round 2 (not advanced); NOT an adopted national standard — do not treat as deployable,https://nvlpubs.nist.gov/nistpubs/ir/2019/NIST.IR.8240.pdf,,30
Block Cipher,NGCC-BC,Symmetric,Research needed,Research needed,,Research needed,Research needed,,,Research needed,Research needed,Research needed,Symmetric Replacement,"NGCC TBD — submission window open, candidates not yet selected","RESOLVED 2026-07-06 (previously flagged ""UNRESOLVED — placeholder name not traceable to any published algorithm""). Web research confirms ""NGCC-BC"" is ICCS's own official track name for the Block Cipher category of the Next-generation Commercial Cryptographic Algorithms Program (NGCC) — alongside NGCC-PK (public-key/PQC) and NGCC-CH (hash). Source: ICCS program announcement, niccs.org.cn. The name is NOT invented or mistranscribed — the ACTION REQUIRED from the prior note is closed. However, this remains correctly a placeholder: submissions closed 2026-06-30 (extended update window through June 30 2026 per ICCS), no winning candidate has been announced, and standardisation is expected ~2028. There is no concrete algorithm to benchmark yet — that is accurate, not a data gap to fill with invented numbers.",,no,CACR (China),CACR,CONFIRMED PLACEHOLDER — official ICCS program track name (Block Cipher category); no winning algorithm selected yet,https://www.niccs.org.cn/niccs/Notice/pc/content/content_1937428197396713472.html,,45
Hash,NGCC-CH,Hash,Research needed,Research needed,,,Research needed,,,Research needed,,Research needed,Hash Replacement,"NGCC TBD — submission window open, candidates not yet selected","RESOLVED 2026-07-06 (previously flagged ""UNRESOLVED — placeholder name not traceable to any published algorithm""). Web research confirms ""NGCC-CH"" is ICCS's own official track name for the Cryptographic Hash category of the Next-generation Commercial Cryptographic Algorithms Program (NGCC) — alongside NGCC-PK (public-key/PQC) and NGCC-BC (block cipher). Source: ICCS program announcement, niccs.org.cn. The name is NOT invented or mistranscribed — the ACTION REQUIRED from the prior note is closed. However, this remains correctly a placeholder: submissions closed 2026-06-30, no winning candidate has been announced, and standardisation is expected ~2028. There is no concrete algorithm to benchmark yet — that is accurate, not a data gap to fill with invented numbers.",,no,CACR (China),CACR,CONFIRMED PLACEHOLDER — official ICCS program track name (Cryptographic Hash category); no winning algorithm selected yet,https://www.niccs.org.cn/niccs/Notice/pc/content/content_1937428197396713472.html,,45
KEM,Covercrypt,Hybrid (KEM + Attribute-Based Encryption),Research needed,Research needed,Research needed,Research needed,Research needed,Research needed,Research needed,Research needed,Research needed,Research needed,Attribute-Based Access,ETSI TS 104 015 (published Feb 2025),"ETSI-standardised hybrid attribute-based KEM with access control (KEMAC). Combines a classical KEM (ECIES) with a post-quantum KEM (ML-KEM) and enforces attribute-based access policies at the key layer. Sizes are inherently VARIABLE / policy-dependent — they scale with the complexity of the access policy, not just the KEM parameter set. The reference document (pqctoday-priv/docs/PQC_Algorithm_Reference_April2026.csv) confirms this and does not give concrete byte counts. Active deployments use Cosmian's reference implementation. ETSI TS 104 015 published Feb 2025.",etsi,yes,ETSI,ETSI,Standardised (ETSI TS 104 015),https://www.etsi.org/deliver/etsi_ts/104000_104099/104015/01.01.01_60/ts_104015v010101p.pdf,,85
KEM,HPKE-PQ,Framework (Hybrid PKE),Research needed,Research needed,1184,Research needed,1088,32,~1.5x,~1.5x,~1.5x,Research needed,Hybrid PKE Framework,IETF Internet-Draft — DRAFT (not yet RFC),"""HPKE-PQ"" is NOT a single concrete algorithm — it is HPKE (RFC 9180) configured with a PQ KEM. Sizes shown are for the most common mode HPKE-PQ (ML-KEM-768): pk=1184 B, ct=1088 B, shared secret=32 B. Cycle figures approximate ML-KEM-768's own cost (1.5x, already on this table's PQC baseline) since HPKE's KDF (HKDF)+AEAD wrapper overhead is small relative to the KEM operation itself (single-digit-percent, per RFC 9180's own performance discussion) and does not materially change the ratio at this precision — an approximation, not a direct benchmark of HPKE-PQ itself. The HPKE framework wraps a KEM, a KDF, and an AEAD; concrete costs vary with the chosen KEM/AEAD. IETF Internet-Draft draft-ietf-hpke-pq-03 (active, expires May 2026). Used by MLS messaging, Encrypted Client Hello (ECH), and Oblivious HTTP. Verified against pqctoday-priv/docs/PQC_Algorithm_Reference_April2026.csv.",ietf,partial,IETF,Global,IETF Internet-Draft (alias for HPKE with PQ KEM),https://datatracker.ietf.org/doc/draft-ietf-hpke-pq/,,55
KEM,Classic-McEliece-6960119,Code-based,5,AES-256,1047319,13948,194,32,Research needed,Research needed,Research needed,Research needed,Long-term Security,BSI/conservative national security recs; NOT in NIST FIPS,"Classic McEliece alternate Level 5 parameter set (mceliece6960119). pk=1,047,319 / sk=13,948 / ct=194 per pqctoday-priv/docs/PQC_Algorithm_Reference_April2026.csv (sizes confirmed via OQS reference implementation). BSI-recommended (alongside -6688128) as a conservative ~256-bit-equivalent option for long-term sovereign protection. Distinct from -6688128 (pk=1,044,992, ct=208) and -8192128 (pk=1,357,824, ct=208) — same security level, different code parameters. NIST did not select Classic McEliece in the Fourth Round (NIST IR 8545, 2025-03-11; HQC selected instead). Cycle benchmarks not yet recorded here. CYCLE RESEARCH ATTEMPTED 2026-07-06 (two rounds): round 1 found self-contradictory search-tool synthesis (the same figure attributed to different operations across queries). Round 2 tried harder: checked whether PQShield publishes McEliece benchmarks (no match found in search — their public benchmarks appear focused on ML-KEM/ML-DSA/FN-DSA, not Classic McEliece); attempted direct fetches of the three most likely primary sources — the NIST Chou 2022 presentation PDF, the official Classic McEliece implementation guide (classic.mceliece.org/mceliece-impl-20221023.pdf), and an academic PQC performance survey (arXiv:2204.02571) — all three failed to yield an extractable table (PDF parsing errors or the number data is embedded in images/compressed streams the fetch tool cannot read). A follow-up search then produced a THIRD set of numbers that disagreed with both prior rounds by 2-5x and did not preserve consistent relative ordering between the two parameter sets — reinforcing that automated search synthesis is not reliable for this specific figure. Left as Research needed rather than pick one of the disagreeing numbers. A human with direct PDF/browser access should open mceliece-impl-20221023.pdf directly and read the benchmark table by eye, or check bench.cr.yp.to's per-machine Haswell/Skylake results page linked from https://bench.cr.yp.to/results-kem.html.",bsi,yes,BSI/ANSSI,BSI/ANSSI,ISO 18033-2 Amd2; Standardised (BSI TR-02102-1),https://www.iso.org/standard/86890.html,,85
,MQOM,,,,,,,,,,,,,,NIST Additional Digital Signatures Round 3 candidate (advanced 2026-05); MQ-based (MQ-on-my-Mind) zero-knowledge signature scheme.,,,,,NIST Additional Sig Round 3 — Candidate,https://csrc.nist.gov/News/2026/nist-advances-9-candidates-to-the-3rd-round-of-pqc,,30
,QR-UOV,,,,,,,,,,,,,,NIST Additional Digital Signatures Round 3 candidate (advanced 2026-05); multivariate quadratic (Quotient Ring - Unbalanced Oil and Vinegar) signature scheme.,,,,,NIST Additional Sig Round 3 — Candidate,https://csrc.nist.gov/News/2026/nist-advances-9-candidates-to-the-3rd-round-of-pqc,,30
,SDitH,,,,,,,,,,,,,,"NIST Additional Digital Signatures Round 3 candidate (advanced 2026-05); Syndrome Decoding in the Head, code-based zero-knowledge signature scheme.",,,,,NIST Additional Sig Round 3 — Candidate,https://csrc.nist.gov/News/2026/nist-advances-9-candidates-to-the-3rd-round-of-pqc,,30
