source_id,source_name,source_type,trust_tier,region,primary_url,description,verification_status,last_verified_date,leaders_csv,library_csv,algorithm_csv,threats_csv,timeline_csv,compliance_csv,migrate_csv,local_doc_count,last_download_date,download_status,doc_collection,notes,primary_url_quality,name,type,domain,date_stamp,status,deprecated_at,deprecated_reason
tii-uae,Technology Innovation Institute (UAE),Academic,2_Core,EMEA,https://www.tii.ae/,Technology Innovation Institute (Abu Dhabi); cryptography research center with PQC library work,Verified,2026-07-12,No,No,No,No,Yes,No,No,0,,None,none,,url_authoritative,,,,2026-07-09,active,,
cbj-jordan,Central Bank of Jordan,Government,1_Authoritative,EMEA,https://www.cbj.gov.jo/,Central Bank of Jordan; financial-sector cybersecurity and crypto requirements,Verified,2026-07-12,No,No,No,No,Yes,No,No,0,,None,none,,url_authoritative,,,,2026-07-09,active,,
iti-dc,Information Technology Industry Council,Industry_Workgroup,2_Core,Americas,https://www.itic.org/,Information Technology Industry Council; global tech trade association engaging on PQC policy,Verified,2026-07-12,No,No,No,No,Yes,No,No,0,,None,none,,url_needs_review,,,,2026-07-09,active,,
auc-africa,African Union Commission,Government,1_Authoritative,EMEA,https://au.int/,African Union Commission; continental data-protection and cybersecurity policy (Malabo Convention),Verified,2026-07-12,No,No,No,No,Yes,No,No,0,,None,none,,url_authoritative,,,,2026-07-09,active,,
ndpc-nigeria,Nigeria Data Protection Commission,Government,1_Authoritative,EMEA,https://ndpc.gov.ng/,Nigeria Data Protection Commission; national data-protection regulation,Verified,2026-07-12,No,No,No,No,Yes,No,No,0,,None,none,,url_authoritative,,,,2026-07-09,active,,
odpc-kenya,Office of Data Protection Commissioner (Kenya),Government,1_Authoritative,EMEA,https://www.odpc.go.ke/,"Office of the Data Protection Commissioner, Kenya; national data-protection regulation",Verified,2026-07-12,No,Yes,No,No,Yes,No,No,0,,None,none,,url_authoritative,,,,2026-07-09,active,,
ised-canada,"ISED (Innovation, Science and Economic Development Canada)",Government,1_Authoritative,Americas,https://ised-isde.canada.ca/,"Innovation, Science and Economic Development Canada; national quantum strategy and PQC migration roadmap",Verified,2026-07-12,No,No,No,No,Yes,Yes,No,0,,None,none,,url_authoritative,,,,2026-07-09,active,,
cacr-china,CACR (Chinese Assoc. for Cryptologic Research),Standards_Body,2_Core,APAC,https://www.cacrnet.org.cn/,Chinese Association for Cryptologic Research; national cryptographic algorithm competitions and standards input,Verified,2026-07-12,No,No,No,No,Yes,No,No,0,,None,none,"url responds 403 (bot-blocked, site live)",url_authoritative,,,,2026-07-09,active,,
cac-china,CAC (Cyberspace Administration of China),Government,2_Core,APAC,https://www.cac.gov.cn/,Cyberspace Administration of China; national cybersecurity and commercial cryptography regulation,Verified,2026-07-12,No,No,No,No,Yes,No,No,0,,None,none,,url_authoritative,,,,2026-07-09,active,,
europol,Europol,Government,1_Authoritative,EMEA,https://www.europol.europa.eu/,EU law-enforcement agency; quantum-safe financial sector guidance (Quantum Safe Financial Forum),Verified,2026-07-12,No,No,No,No,Yes,No,No,0,,None,none,,url_authoritative,,,,2026-07-09,active,,
nedo-japan,NEDO (New Energy & Industrial Technology Dev. Org.),Government,1_Authoritative,APAC,https://www.nedo.go.jp/,Japanese New Energy and Industrial Technology Development Organization; funds quantum/PQC R&D programs,Verified,2026-07-12,No,No,No,No,Yes,No,No,0,,None,none,,url_authoritative,,,,2026-07-09,active,,
dsit-uk,"UK Department for Science, Innovation and Technology (DSIT)",Government,1_Authoritative,EMEA,https://www.gov.uk/government/organisations/department-for-science-innovation-and-technology,"UK Department for Science, Innovation and Technology; national quantum strategy owner",Verified,2026-07-12,No,No,No,No,Yes,No,No,0,,None,none,,url_authoritative,,,,2026-07-09,active,,
disr-australia,"DISR (Dept. of Industry, Science and Resources, Australia)",Government,1_Authoritative,APAC,https://www.industry.gov.au/,"Australian Department of Industry, Science and Resources; national quantum strategy",Verified,2026-07-12,No,No,No,No,Yes,No,No,0,,None,none,url unreachable via curl (connection blocked) — known-official domain,url_authoritative,,,,2026-07-09,active,,
mcit,Saudi Ministry of Communications and Information Technology (MCIT),Government,1_Authoritative,EMEA,https://www.mcit.gov.sa/,Saudi Ministry of Communications and Information Technology; national digital/crypto policy,Verified,2026-07-12,No,No,No,No,Yes,No,No,0,,None,none,,url_authoritative,,,,2026-07-09,active,,
sealsq,SEALSQ Corp,Vendor,2_Core,EMEA,https://www.sealsq.com/,Semiconductor vendor (WISeKey group) shipping post-quantum secure chips and root-of-trust products,Verified,2026-07-12,No,No,No,No,Yes,No,No,0,,None,none,,url_needs_review,,,,2026-07-09,active,,
cmorg,Cross Market Operational Resilience Group (CMORG),Industry_Workgroup,1_Authoritative,EMEA,https://www.bankofengland.co.uk/,UK Cross Market Operational Resilience Group (Bank of England co-chaired); sector guidance incl. PQC migration for finance,Verified,2026-07-12,No,Yes,No,No,Yes,No,No,0,,None,none,,url_needs_review,,,,2026-07-09,active,,
tno-nl,TNO (Netherlands Org. for Applied Scientific Research),Academic,2_Core,EMEA,https://www.tno.nl/,Netherlands Organisation for Applied Scientific Research; co-author of the AIVD/CWI/TNO PQC Migration Handbook,Verified,2026-07-12,No,Yes,No,No,No,No,No,0,,None,none,,url_authoritative,,,,2026-07-09,active,,
5g-americas,5G Americas,Industry_Workgroup,2_Core,Global,https://www.5gamericas.org/,Telecom industry trade association; white papers on PQC transition in mobile networks,Verified,2026-07-12,No,Yes,No,No,No,No,No,0,,None,none,,url_needs_review,,,,2026-07-09,active,,
gsa-us,GSA Federal Acquisition Service,Government,1_Authoritative,Americas,https://www.gsa.gov/,US General Services Administration; federal acquisition vehicles including quantum-safe procurement,Verified,2026-07-12,No,Yes,No,No,No,No,No,0,,None,none,,url_authoritative,,,,2026-07-09,active,,
us-tsa,US Transportation Security Administration (TSA),Government,1_Authoritative,Americas,https://www.tsa.gov/,US Transportation Security Administration; pipeline/transport cybersecurity directives,Verified,2026-07-12,No,Yes,No,No,No,No,No,0,,None,none,,url_authoritative,,,,2026-07-09,active,,
fra-us,FRA (Federal Railroad Administration),Government,1_Authoritative,Americas,https://railroads.dot.gov/,US Federal Railroad Administration; rail cybersecurity requirements,Verified,2026-07-12,No,No,No,Yes,No,No,No,0,,None,none,"url responds 403 (bot-blocked, site live)",url_authoritative,,,,2026-07-09,active,,
ferc,FERC (Federal Energy Regulatory Commission),Government,1_Authoritative,Americas,https://www.ferc.gov/,US Federal Energy Regulatory Commission; grid cybersecurity (CIP) oversight,Verified,2026-07-12,No,No,No,Yes,No,No,No,0,,None,none,"url responds 403 (bot-blocked, site live)",url_authoritative,,,,2026-07-09,active,,
epa-us,US EPA (Environmental Protection Agency),Government,1_Authoritative,Americas,https://www.epa.gov/,US Environmental Protection Agency; water-sector cybersecurity guidance,Verified,2026-07-12,No,No,No,Yes,No,No,No,0,,None,none,,url_authoritative,,,,2026-07-09,active,,
us-doe-ed,US Department of Education,Government,1_Authoritative,Americas,https://www.ed.gov/,US Department of Education; education-sector cybersecurity guidance,Verified,2026-07-12,No,Yes,No,Yes,No,No,No,0,,None,none,,url_authoritative,,,,2026-07-09,active,,
internet2,Internet2,Academic,2_Core,Americas,https://internet2.edu/,US research and education network consortium (InCommon federation); PQC readiness for R&E infrastructure,Verified,2026-07-12,No,No,No,Yes,No,No,No,0,,None,none,,url_authoritative,,,,2026-07-09,active,,
apnic,APNIC (Asia Pacific Network Information Centre),Standards_Body,2_Core,APAC,https://www.apnic.net/,Asia-Pacific regional internet registry; RPKI and routing-security operations affected by PQC,Verified,2026-07-12,No,No,No,Yes,No,No,No,0,,None,none,,url_authoritative,,,,2026-07-09,active,,
viavi,VIAVI Solutions,Vendor,3_Supporting,Americas,https://www.viavisolutions.com/,Network test and measurement vendor; quantum-safe network validation tooling,Verified,2026-07-12,No,Yes,No,No,No,No,No,0,,None,none,,url_needs_review,,,,2026-07-09,active,,
boi-israel,Bank of Israel,Government,1_Authoritative,EMEA,https://www.boi.org.il/,Bank of Israel; banking supervision directives on quantum readiness,Verified,2026-07-12,No,No,No,No,Yes,Yes,No,0,,None,none,,url_authoritative,,,,2026-07-09,active,,
mckinsey,McKinsey & Company,Industry_Analyst,3_Supporting,Global,https://www.mckinsey.com/capabilities/quantumblack/our-insights,Global management consulting firm; publishes PQC and quantum readiness research and strategic guidance,Verified,2026-05-10,No,Yes,No,No,No,No,No,1,2026-05-10,Active,library,Added 2026-05-10: restored library records require valid trust path,url_needs_review,McKinsey & Company,Industry_Analyst,mckinsey.com,2026-05-10,active,,
ponemon,Ponemon Institute,Industry_Analyst,3_Supporting,Americas,https://www.ponemon.org/,Independent IT security research institute; publishes PKI and cryptography trends surveys,Verified,2026-05-10,No,Yes,No,No,No,No,No,2,2026-05-10,Active,library,Added 2026-05-10: restored library records require valid trust path,url_needs_review,Ponemon Institute,Industry_Analyst,ponemon.org,2026-05-10,active,,
appviewx,AppViewX,Industry_Workgroup,3_Supporting,Americas,https://www.appviewx.com/,Certificate lifecycle management and PKI automation vendor; publishes PQC migration guidance,Verified,2026-05-10,No,Yes,No,No,No,No,Yes,1,2026-05-10,Active,library,Added 2026-05-10: restored library records require valid trust path,url_needs_review,AppViewX,Industry_Workgroup,appviewx.com,2026-05-10,active,,
gartner,Gartner,Industry_Analyst,3_Supporting,Global,https://www.gartner.com/en/information-technology/insights/quantum-computing,Global IT research and advisory firm; Hype Cycle and strategic guidance on PQC adoption,Verified,2026-05-10,No,Yes,No,No,No,No,No,1,2026-05-10,Active,library,Added 2026-05-10: restored library records require valid trust path,url_needs_review,Gartner,Industry_Analyst,gartner.com,2026-05-10,active,,
venafi,Venafi (CyberArk),Industry_Workgroup,3_Supporting,Americas,https://venafi.com/,Machine identity management vendor (acquired by CyberArk); publishes PKI and PQC readiness research,Verified,2026-05-10,No,Yes,No,No,No,No,Yes,2,2026-05-10,Active,library,Added 2026-05-10: restored library records require valid trust path,url_needs_review,Venafi (CyberArk),Industry_Workgroup,venafi.com,2026-05-10,active,,
apra,Australian Prudential Regulation Authority,Government,1_Authoritative,APAC,https://www.apra.gov.au/,"Australian prudential regulator for banks, insurers, and superannuation funds. CPS 234 mandates operational cyber resilience; PQC posture inherited from broader cryptographic-control expectations.",Verified,2026-05-16,No,No,No,No,No,Yes,No,0,,None,none,Added 2026-05-16 to resolve compliance.APRA-CPS-234 trusted_source_id orphan.,url_authoritative,,,,2026-05-16,active,,
oaic,Office of the Australian Information Commissioner,Government,1_Authoritative,APAC,https://www.oaic.gov.au/,"Australian privacy regulator. Enforces the Privacy Act 1988 / Australian Privacy Principles, including reasonable-steps cryptographic protection of personal information.",Verified,2026-05-16,No,No,No,No,No,Yes,No,0,,None,none,Added 2026-05-16 to resolve compliance.AU-PRIVACY-ACT trusted_source_id orphan.,url_authoritative,,,,2026-05-16,active,,
austrac,AUSTRAC (Australian Transaction Reports and Analysis Centre),Government,1_Authoritative,APAC,https://www.austrac.gov.au/,"Australian financial-intelligence and AML/CTF regulator. Cryptographic-control obligations cover record-keeping, customer identification, and transaction protection.",Verified,2026-05-16,No,No,No,No,No,Yes,No,0,,None,none,Added 2026-05-16 to resolve compliance.AUSTRAC-AML-CTF trusted_source_id orphan.,url_authoritative,,,,2026-05-16,active,,
osfi,Office of the Superintendent of Financial Institutions (Canada),Government,1_Authoritative,Americas,https://www.osfi-bsif.gc.ca/,"Canadian federal regulator for banks, insurers, and federally regulated pension plans. Guideline B-13 sets technology and cyber-risk-management expectations relevant to PQC migration.",Verified,2026-05-16,No,No,No,No,No,Yes,No,0,,None,none,Added 2026-05-16 to resolve compliance.OSFI-B13-PQC trusted_source_id orphan.,url_authoritative,,,,2026-05-16,active,,
uk-dsit,"UK Department for Science, Innovation and Technology",Government,1_Authoritative,EMEA,https://www.gov.uk/government/organisations/department-for-science-innovation-and-technology,"UK ministerial department responsible for science, technology, and digital policy. Owns the UK CNI / cyber-skills programme and coordinates national PQC posture with NCSC.",Verified,2026-05-16,No,No,No,No,No,Yes,No,0,,None,none,Added 2026-05-16 to resolve compliance.UK-DSIT-CNI-PQC trusted_source_id orphan.,url_authoritative,,,,2026-05-16,active,,
pra-uk,Bank of England — Prudential Regulation Authority,Government,1_Authoritative,EMEA,https://www.bankofengland.co.uk/prudential-regulation,"UK prudential regulator for banks, insurers, and major investment firms. SS1/21 'Operational resilience' and successor cyber-resilience supervisory statements drive cryptographic-control expectations for Tier 1/2 financial firms; PRA has been the most specific UK body on quantum-risk timelines for FS.",Verified,2026-05-16,No,No,No,No,No,Yes,No,0,,None,none,Added 2026-05-16 for geographic depth P1 #14.,url_authoritative,,,,2026-05-16,active,,
ico-uk,UK Information Commissioner's Office,Government,1_Authoritative,EMEA,https://ico.org.uk/,UK data-protection regulator. UK GDPR Article 32 encryption guidance codifies current cryptographic-adequacy expectations for data-at-rest and data-in-transit; does not speak to PQC migration but is the citable source for crypto control adequacy.,Verified,2026-05-16,No,No,No,No,No,Yes,No,0,,None,none,Added 2026-05-16 for geographic depth P1 #14.,url_authoritative,,,,2026-05-16,active,,
nsm-norway,Nasjonal sikkerhetsmyndighet (Norway),Government,1_Authoritative,EMEA,https://nsm.no/,Norwegian National Security Authority. 'Grunnprinsipper for IKT-sikkerhet' is the closest Nordic equivalent to NIST CSF; NSM has published explicit PQC positioning and is the unambiguous primary Nordic authority for crypto guidance.,Verified,2026-05-16,No,No,No,No,No,Yes,No,0,,None,none,Added 2026-05-16 for geographic depth P1 #14.,url_authoritative,,,,2026-05-16,active,,
msb-sweden,"Myndigheten för samhällsskydd och beredskap (MSB, Sweden)",Government,1_Authoritative,EMEA,https://www.msb.se/en,Swedish Civil Contingencies Agency — civil-contingency umbrella covering cybersecurity. Algorithm-level guidance lives in MSB Metodstöd documents and via NCSC-SE which sits across SÄPO/MSB depending on topic.,Verified,2026-05-16,No,No,No,No,No,Yes,No,0,,None,none,Added 2026-05-16 for geographic depth P1 #14.,url_authoritative,,,,2026-05-16,active,,
ncsc-fi,NCSC-FI / Traficom Finland Cyber Security Centre,Government,1_Authoritative,EMEA,https://www.kyberturvallisuuskeskus.fi/en,Finnish National Cyber Security Centre (under Traficom). 'Kyberturvallisuuden tilannekuva' and associated technical bulletins are the citable channel; guidance is technically precise and often underrated regionally.,Verified,2026-05-16,No,No,No,No,No,Yes,No,0,,None,none,Added 2026-05-16 for geographic depth P1 #14.,url_authoritative,,,,2026-05-16,active,,
anci-chile,Agencia Nacional de Ciberseguridad de Chile (ANCI),Government,1_Authoritative,Americas,https://www.anci.gob.cl/,Chile national cybersecurity authority established by Ley 21.663 (2023). Issues binding technical standards across critical-information sectors; strongest LATAM cyber-regulator authority today.,Verified,2026-05-16,No,No,No,No,No,Yes,No,0,,None,none,Added 2026-05-16 for geographic depth P1 #14.,url_authoritative,,,,2026-05-16,active,,
cnbv-mexico,"Comisión Nacional Bancaria y de Valores (CNBV, Mexico)",Government,1_Authoritative,Americas,https://www.cnbv.gob.mx/,Mexico financial-sector regulator. Circular Única de Bancos (CUB) sets cryptographic-control expectations for banks; the most mature Mexican cyber-regulation channel (NOM cyber standards remain fragmented).,Verified,2026-05-16,No,No,No,No,No,Yes,No,0,,None,none,Added 2026-05-16 for geographic depth P1 #14.,url_authoritative,,,,2026-05-16,active,,
onti-argentina,"Oficina Nacional de Tecnologías de Información (ONTI, Argentina)",Government,1_Authoritative,Americas,https://www.argentina.gob.ar/jefatura/innovacion-publica,Argentina government cyber authority under the Secretaría de Innovación Pública. Sets baseline cryptographic standards for federal agencies. (AFIP is the tax authority; BCRA covers FS — both are separate from ONTI.),Verified,2026-05-16,No,No,No,No,No,Yes,No,0,,None,none,Added 2026-05-16 for geographic depth P1 #14.,url_authoritative,,,,2026-05-16,active,,
bacen-brazil,Banco Central do Brasil (BACEN),Government,1_Authoritative,Americas,https://www.bcb.gov.br/,Brazilian central bank. Resolution 4.893 sets encryption requirements for financial sector; pairs with ANPD (LGPD) on data-protection cryptographic adequacy.,Verified,2026-05-16,No,No,No,No,No,Yes,No,0,,None,none,Added 2026-05-16 for geographic depth P1 #14.,url_authoritative,,,,2026-05-16,active,,
acpr-france,Autorité de contrôle prudentiel et de résolution (France),Government,1_Authoritative,EMEA,https://acpr.banque-france.fr/,"French banking and insurance prudential regulator, part of the Banque de France. Sets cryptographic-control and operational-resilience expectations for FS-regulated entities.",Verified,2026-05-16,No,No,No,No,No,Yes,No,0,,None,none,Added 2026-05-16 for P2 #19 trusted_source orphan resolution.,url_authoritative,,,,2026-05-16,active,,
amf-france,Autorité des marchés financiers (France),Government,1_Authoritative,EMEA,https://www.amf-france.org/en,"French financial markets regulator. Cybersecurity expectations for asset managers, broker-dealers, market infrastructure; cryptographic-control adequacy expected to track PQC migration as ESMA / EU harmonized standards land.",Verified,2026-05-16,No,No,No,No,No,Yes,No,0,,None,none,Added 2026-05-16 for P2 #19 trusted_source orphan resolution.,url_authoritative,,,,2026-05-16,active,,
ietf-rfc-series,RFC Editor (IETF RFC Series),Standards_Body,1_Authoritative,Global,https://www.rfc-editor.org/,Canonical publisher of the RFC series; final normative text of IETF protocol standards including PQC RFCs,Verified,2026-07-12,No,Yes,No,No,No,No,No,0,,None,none,,url_authoritative,,,,2026-07-09,active,,
ietf-internet-drafts,IETF Internet-Drafts (Datatracker),Standards_Body,2_Core,Global,https://datatracker.ietf.org/,IETF work-in-progress Internet-Drafts; pre-standard PQC protocol specifications (lower standing than published RFCs),Verified,2026-07-12,No,Yes,No,No,No,No,No,0,,None,none,,url_authoritative,,,,2026-07-09,active,,
common-criteria-portal,Common Criteria Portal (CCRA),Government,1_Authoritative,Global,https://www.commoncriteriaportal.org/,Official portal of the Common Criteria Recognition Arrangement; certified product lists and protection profiles,Verified,2026-07-12,No,Yes,No,No,No,No,No,0,,None,none,,url_authoritative,,,,2026-07-09,active,,
ntia,NTIA (National Telecommunications and Information Administration),Government,1_Authoritative,Americas,https://www.ntia.gov/,US Commerce Department agency; SBOM minimum-elements guidance and telecom policy,Verified,2026-07-12,No,Yes,No,No,No,No,No,0,,None,none,,url_authoritative,,,,2026-07-09,active,,
spdx-project,SPDX Project (Linux Foundation),Standards_Body,2_Core,Global,https://spdx.dev/,Linux Foundation standard for software bill of materials (ISO/IEC 5962); SBOM format relevant to CBOM work,Verified,2026-07-12,No,Yes,No,No,No,No,No,0,,None,none,,url_authoritative,,,,2026-07-09,active,,
owasp-cyclonedx,OWASP CycloneDX,Standards_Body,2_Core,Global,https://cyclonedx.org/,OWASP/Ecma BOM standard defining CBOM (Cryptography Bill of Materials) for crypto-asset inventories,Verified,2026-07-12,No,Yes,No,No,No,No,No,0,,None,none,,url_authoritative,,,,2026-07-09,active,,
oasis-csaf,OASIS CSAF Technical Committee,Standards_Body,2_Core,Global,https://www.oasis-open.org/committees/csaf/,OASIS Common Security Advisory Framework; machine-readable security advisory standard,Verified,2026-07-12,No,Yes,No,No,No,No,No,0,,None,none,,url_authoritative,,,,2026-07-09,active,,
eff,Electronic Frontier Foundation,Industry_Workgroup,3_Supporting,Americas,https://www.eff.org/,Digital-rights nonprofit; analyses of encryption policy and surveillance implications of quantum computing,Verified,2026-07-12,No,Yes,No,No,No,No,No,0,,None,none,,url_needs_review,,,,2026-07-09,active,,
banque-de-france,Banque de France,Government,1_Authoritative,EMEA,https://www.banque-france.fr/,French central bank; G7 central-bank quantum-readiness workstream and PQC experiments,Verified,2026-07-12,No,Yes,No,No,No,No,No,0,,None,none,,url_authoritative,,,,2026-07-09,active,,
acs-australia,ACS (Australian Computer Society),Industry_Workgroup,3_Supporting,APAC,https://www.acs.org.au/,Australian ICT professional association; Information Age coverage of PQC developments,Verified,2026-07-12,No,Yes,No,No,No,No,No,0,,None,none,,url_needs_review,,,,2026-07-09,active,,
djb-cr-yp-to,Daniel J. Bernstein (cr.yp.to),Academic,2_Core,Global,https://cr.yp.to/,"Personal research site of cryptographer Daniel J. Bernstein; primary source for NTRU Prime, SPHINCS+, and PQC analysis papers",Verified,2026-07-12,No,Yes,No,No,No,No,No,0,,None,none,,url_authoritative,,,,2026-07-09,active,,
project-eleven,Project Eleven,Vendor,4_Contextual,Americas,https://www.projecteleven.com/,Quantum-risk research startup; publishes reports on the quantum threat to blockchains,Verified,2026-07-12,No,Yes,No,No,No,No,No,0,,None,none,"url responds 403 (bot-blocked, site live)",url_needs_review,,,,2026-07-09,active,,
gopher-security,Gopher Security,Vendor,4_Contextual,Americas,https://www.gopher.security/,Post-quantum security vendor; writing on PQC agility in AI/MCP transport layers,Verified,2026-07-27,No,Yes,No,No,No,No,No,0,,None,none,"Merged 2026-07-28: a duplicate row (VND vendor-roadmaps registration, tier 3_Supporting, url without www) was created for the same real vendor on 2026-07-27 -- register_vendor.py's slug-collision check only looked at vendors.csv, not trusted_sources.csv itself, so it missed this already-existing row. Kept this one (has library_csv=Yes, real linkage); duplicate removed.",url_needs_review,,,,2026-07-09,active,,
quantum-xchange,Quantum Xchange,Vendor,4_Contextual,Americas,https://quantumxc.com/,Quantum-safe key delivery vendor (Phio TX); crypto-agile key management products,Verified,2026-07-12,No,Yes,No,No,No,No,No,0,,None,none,,url_needs_review,,,,2026-07-09,active,,
circle,Circle,Vendor,4_Contextual,Americas,https://www.circle.com/,Stablecoin (USDC) issuer; published post-quantum security roadmap for blockchain infrastructure,Verified,2026-07-12,No,Yes,No,No,No,No,No,0,,None,none,,url_needs_review,,,,2026-07-09,active,,
spherity,Spherity,Vendor,4_Contextual,EMEA,https://www.spherity.com/,German decentralized-identity vendor; quantum-resilient organizational identity research,Verified,2026-07-12,No,Yes,No,No,No,No,No,0,,None,none,,url_needs_review,,,,2026-07-09,active,,
microchip,Microchip Technology,Vendor,3_Supporting,Americas,https://www.microchip.com/,Semiconductor vendor shipping post-quantum-ready root-of-trust controllers,Verified,2026-07-12,No,Yes,No,No,No,No,No,0,,None,none,"url responds 403 (bot-blocked, site live)",url_needs_review,,,,2026-07-09,active,,
quantum-security-defence,Quantum Security Defence,Vendor,4_Contextual,EMEA,https://www.quantumsecuritydefence.com/,UK quantum-security advisory firm (Steven Vaile); advocacy on national quantum-defence readiness,Verified,2026-07-12,Yes,No,No,No,No,No,No,0,,None,none,,url_needs_review,,,,2026-07-09,active,,
labour-tech,Labour Tech (UK),Industry_Workgroup,4_Contextual,EMEA,https://labour-tech.org.uk/,UK Labour-aligned technology policy network; defence and technology sovereignty policy papers,Verified,2026-07-12,No,Yes,No,No,No,No,No,0,,None,none,,url_needs_review,,,,2026-07-09,active,,
citi-gps,Citi GPS (Citigroup Global Perspectives & Solutions),Industry_Analyst,3_Supporting,Global,https://www.citigroup.com/global/insights,Citigroup thought-leadership arm; quantum-threat economic analyses for financial services,Verified,2026-07-12,No,Yes,No,No,No,No,No,0,,None,none,"url responds 403 (bot-blocked, site live)",url_needs_review,,,,2026-07-09,active,,
quantum-insider,The Quantum Insider,Industry_Analyst,4_Contextual,Global,https://thequantuminsider.com/,Quantum-industry news and market-intelligence outlet,Verified,2026-07-12,No,Yes,No,No,No,No,No,0,,None,none,,url_needs_review,,,,2026-07-09,active,,
quantum-computing-report,Quantum Computing Report,Industry_Analyst,4_Contextual,Global,https://quantumcomputingreport.com/,Quantum-industry analysis and news site (Global Quantum Intelligence),Verified,2026-07-12,No,Yes,No,No,No,No,No,0,,None,none,,url_needs_review,,,,2026-07-09,active,,
quantum-zeitgeist,Quantum Zeitgeist,Industry_Analyst,4_Contextual,Global,https://quantumzeitgeist.com/,Quantum-technology news and commentary outlet,Verified,2026-07-12,No,Yes,No,No,No,No,No,0,,None,none,,url_needs_review,,,,2026-07-09,active,,
ars-technica,Ars Technica,Industry_Analyst,4_Contextual,Global,https://arstechnica.com/,Technology news outlet (Conde Nast) with in-depth cryptography and security reporting,Verified,2026-07-12,No,Yes,No,No,No,No,No,0,,None,none,,url_needs_review,,,,2026-07-09,active,,
yahoo-finance,Yahoo Finance,Industry_Analyst,4_Contextual,Global,https://finance.yahoo.com/,Financial news aggregator; market coverage of quantum-security vendors,Verified,2026-07-12,No,Yes,No,No,No,No,No,0,,None,none,,url_needs_review,,,,2026-07-09,active,,
dst-india,DST India (Department of Science and Technology),Government,1_Authoritative,APAC,https://dst.gov.in/,Government of India department funding the National Quantum Mission and quantum/PQC research programmes,Verified,2026-07-12,No,No,No,No,Yes,No,No,0,,None,none,,url_authoritative,,,,2026-07-09,active,,
usenix-security,USENIX Security Symposium,Academic,2_Core,Global,https://www.usenix.org/conference/usenixsecurity,Premier peer-reviewed systems security research venue (USENIX Association); publishes practical cryptanalysis and security research including classical crypto backdoor/vulnerability demonstrations relevant to migration urgency.,Verified,2026-07-12,No,Yes,No,No,No,No,No,1,2026-07-04,Active,library,Added 2026-07-12: real gap found via check_run.py -- library row KLEPTO-2014-DualEC-Backdoor cited trusted_source_id=usenix-security but no such trusted-sources row existed. usenix.org confirmed live.,url_needs_review,,,,2026-07-12,active,,
eur-lex,EUR-Lex (EU Official Legislation Portal),Government,1_Authoritative,Europe,https://eur-lex.europa.eu/,"Official portal for European Union law -- publishes regulations, directives, and legal acts (e.g. the EU Cyber Resilience Act) in force across the EU.",Pending,2026-07-16,No,No,No,No,Yes,No,No,0,,None,none,"Added 2026-07-16 during timeline maintainer-process remediation (Phase 1.2). trust_tier=1_Authoritative assigned by precedent-match against this registry's existing Government-type curation (national/supranational official portal, same profile as ccn-spain/ncsc-nl/ec/ndpc-nigeria/msit-korea) -- not guessed, but flag for a human spot-check via review-trusted-sources.",url_needs_review,,,,2026-07-16,active,,
es-moncloa,La Moncloa (Spanish Government),Government,1_Authoritative,Europe,https://www.lamoncloa.gob.es/,Official portal of the Spanish Prime Minister's office / Government of Spain -- publishes national strategy announcements including quantum technology initiatives.,Pending,2026-07-16,No,No,No,No,Yes,No,No,0,,None,none,"Added 2026-07-16 during timeline maintainer-process remediation (Phase 1.2). trust_tier=1_Authoritative assigned by precedent-match against this registry's existing Government-type curation (national/supranational official portal, same profile as ccn-spain/ncsc-nl/ec/ndpc-nigeria/msit-korea) -- not guessed, but flag for a human spot-check via review-trusted-sources.",url_needs_review,,,,2026-07-16,active,,
nl-aivd,AIVD (Dutch General Intelligence and Security Service),Government,1_Authoritative,Europe,https://english.aivd.nl/,Netherlands' General Intelligence and Security Service -- publishes national cybersecurity guidance including PQC migration handbooks.,Pending,2026-07-16,No,No,No,No,Yes,No,No,0,,None,none,"Added 2026-07-16 during timeline maintainer-process remediation (Phase 1.2). trust_tier=1_Authoritative assigned by precedent-match against this registry's existing Government-type curation (national/supranational official portal, same profile as ccn-spain/ncsc-nl/ec/ndpc-nigeria/msit-korea) -- not guessed, but flag for a human spot-check via review-trusted-sources.",url_needs_review,,,,2026-07-16,active,,
id-bsn-bssn,BSN/BSSN (Indonesia National Standardization Agency / National Cyber and Crypto Agency),Government,1_Authoritative,Asia,https://bsn.go.id/,"Indonesia's national standards body (BSN) and cyber/crypto agency (BSSN) -- jointly coordinate PQC migration roadmap and SNI standardization work. Verified 2026-07-16 via web-search corroboration (direct fetch of the cited article was network-blocked in this environment, not confirmed dead) -- a human should confirm the page resolves and download real evidence via the standard fetch_resilient.py pipeline before this is treated as fully proof-gated.",Pending,2026-07-16,No,No,No,No,Yes,No,No,0,,None,none,"Added 2026-07-16 during timeline maintainer-process remediation (Phase 1.2). trust_tier=1_Authoritative assigned by precedent-match against this registry's existing Government-type curation (national/supranational official portal, same profile as ccn-spain/ncsc-nl/ec/ndpc-nigeria/msit-korea) -- not guessed, but flag for a human spot-check via review-trusted-sources.",url_needs_review,,,,2026-07-16,active,,
