industry,threat_id,threat_description,criticality,crypto_at_risk,pqc_replacement,main_source,source_url,accuracy_pct,related_modules,trusted_source_id,local_file,peer_reviewed,vetting_body,source_url_quality,trusted_source_id_status,data_quality_notes,confidence_score,applicable_industries_normalized,status,deprecated_at,deprecated_reason,related_standards
Supply Chain / Logistics,SUPPLY-003,"Customs and cross-border trade quantum risk: WCO SAFE Framework of Standards governs security and facilitation of international trade. Digital certificates for customs declarations, AEO (Authorized Economic Operator) credentials, and single window systems use RSA/ECDSA. Quantum forgery enables customs fraud at global scale.",High,"Customs declaration digital signatures, AEO certificates, single window system PKI","ML-DSA for customs signing, PQC-enabled single window, quantum-safe AEO credentials",WCO SAFE Framework of Standards,https://www.wcoomd.org/en/topics/facilitation/instrument-and-tools/frameworks-of-standards/safe_package.aspx,75,pki-workshop|email-signing,wco,public/threats/SUPPLY-003.html,no,,url_needs_review,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources).,60,,active,,,
Telecommunications,TELCO-001,"HNDL on subscriber data: Mobile network operators retain call detail records, location data, and encrypted communications for 2-10 years. 5G user data encrypted with vulnerable algorithms.",Critical,"RSA, ECDSA, ECDH (subscriber authentication and key exchange); AES-128 legacy bearers weakened by Grover's algorithm but not broken","ML-KEM-1024, ML-DSA, AES-256",GSMA Security Guidelines,https://www.3gpp.org/specifications-technologies/specifications-by-series/security,80,quantum-threats|5g-security|network-security-pqc|data-asset-sensitivity,gsma,public/threats/TELCO-001.html,no,,url_needs_review,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Deprecated 2026-05-21: no downloadable proof — source URL bot-blocked or unreachable. Re-source with a deep-link primary document to reactivate. Resource swap 2026-05-21: 3GPP TS 33-series catalogue (201 KB). GSMA security landing is bot-blocked; 3GPP TS 33-series is the upstream authority anyway.,60,,active,,,
Telecommunications,TELCO-002,"GSMA PQC standardization progress: GSMA PQ.01 (PQC overview), PQ.02 (KEM migration guide), and PQ.03 (guidelines) have been published 2023-2024 by the GSMA Post-Quantum Telco Network Task Force, established in 2022. The Task Force coordinates operator PQC migration strategy. Network equipment vendors must support PQC in next-generation products. Correction (audit 2026-05-18, verdict=misleading): State GSMA Task Force 'established in 2022'. Verify PQ.03 publication status before citing as a completed specification.",High,"5G authentication (AKA), RAN encryption, IPsec/IKEv2 for network interconnects","3GPP PQC integration, ML-KEM for 5G security, hybrid authentication protocols",GSMA Post-Quantum Telco Network Taskforce,https://www.gsma.com/solutions-and-impact/technologies/security/post-quantum-telco-network-task-force/,70,5g-security|migration-program|compliance-strategy|network-security-pqc,gsma,public/threats/TELCO-002.html,no,,url_needs_review,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: audit misleading correction appended. Deprecated 2026-05-21: no downloadable proof — source URL bot-blocked or unreachable. Re-source with a deep-link primary document to reactivate. Reactivated 2026-05-21 via Wayback Machine snapshot (20251029002256, 112039B from http://web.archive.org/web/20251029002256/https://www.gsma.com/solutions-and-impact/technologies/security/post-quantum-telco-network-task-force/).",50,,active,,,
Telecommunications,TELCO-003,"5G network authentication quantum vulnerability: 3GPP TS 33.501 defines 5G security architecture. 5G subscriber authentication (5G-AKA, EAP-AKA') uses symmetric USIM credentials on the air interface — not RSA/ECDSA. ECDSA appears in 5G for NF (Network Function) and gNB certificates in the Service Based Architecture (N32 inter-operator interface, NRF registration). SUCI (Subscriber Concealment) uses ECIES per TS 33.501 Annex C — ECDH-based, not ECDSA. N2/N3 interface security relies on IPsec with IKEv2 and quantum-vulnerable DH key exchange — the primary quantum-vulnerable key exchange path in 5G. Correction (audit 2026-05-18, verdict=inaccurate): Rewrite opening: '5G NF and gNB certificates use ECDSA (Service Based Architecture). SUCI subscriber concealment uses ECIES (ECDH-based, per TS 33.501 Annex C — not ECDSA). The primary subscriber authentication protocol (5G-AKA, EAP-AKA) uses symmetric USIM credentials, not RSA/ECDSA on the air interface. N2/N3 IPsec/IKEv2 with classical DH is the primary quantum-vulnerable key exchange path.'",High,"IKEv2 DH on N2/N3 IPsec, RSA/ECDSA NF/gNB certificates per TS 33.310 (SBA, N32, NRF), ECIES SUCI concealment (X25519/P-256), symmetric USIM-based 5G-AKA (resistant to Shor but reliant on PKI for key distribution)","3GPP Release 19+ PQC integration, ML-KEM for 5G SA, hybrid IKEv2",3GPP TS 33.501 5G Security Architecture,https://www.3gpp.org/specifications-technologies/specifications-by-series,65,5g-security|vpn-ssh-pqc|hybrid-crypto|network-security-pqc,etsi,public/threats/TELCO-003.html,no,,url_needs_review,resolved_2026-05-06,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: propagated post-pass-5 description from 05182026 lineage; audit inaccurate correction appended.,50,,active,,,
Telecommunications,TELCO-004,SIM card and eSIM authentication quantum vulnerability: Billions of SIM cards globally use RSA-2048 or ECDSA P-256 for authentication. GSMA eSIM remote provisioning (SGP.22) relies on PKI with quantum-vulnerable key exchange. SIM replacement cycles of 3-5 years provide a migration window but legacy devices will persist longer.,High,"RSA-2048, ECDSA P-256 in SIM authentication, eSIM remote provisioning PKI","ML-DSA for SIM authentication, PQC-enabled eSIM provisioning, hybrid schemes",GSMA eSIM Specification (SGP.22),https://www.gsma.com/esim/,75,5g-security|pki-workshop|network-security-pqc|iam-pqc,gsma,public/threats/TELCO-004.html,no,,url_needs_review,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Deprecated 2026-05-21: no downloadable proof — source URL bot-blocked or unreachable. Re-source with a deep-link primary document to reactivate. Reactivated 2026-05-21 via Wayback Machine snapshot (20240418210832, 57166B from http://web.archive.org/web/20240418210832/https://www.gsma.com/esim/).",60,,active,,,
Telecommunications,TELCO-005,"6G quantum-safe by design: 3GPP Release 19 includes an active Study Item (FS_PQC_5G in SA3) exploring PQC integration; normative requirements are expected in Release 20 or later — Release 19 has not adopted binding PQC mandates. ETSI ISG QSC (Quantum Safe Cryptography) has published multiple Group Report guidance documents in the GR QSC series. 6G standardization (target: 2030) provides opportunity to build PQC as a baseline requirement. Correction (audit 2026-05-18, verdict=misleading): State: '3GPP Release 19 includes a Study Item (FS_PQC_5G) exploring PQC integration — normative requirements expected in Release 20+, not Release 19.' Verify ETSI ISG QSC document count.",High,"6G authentication protocols, air interface encryption, network slicing, edge computing","Native ML-KEM/ML-DSA in 6G specifications, quantum-safe by design per ETSI QSC",ETSI ISG Quantum-Safe Cryptography / 3GPP,https://www.etsi.org/deliver/etsi_tr/103600_103699/103619/01.01.01_60/tr_103619v010101p.pdf,65,5g-security|hybrid-crypto|crypto-agility|network-security-pqc,etsi,public/threats/TELCO-005.pdf,no,,url_needs_review,resolved_2026-05-06,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: audit misleading correction appended. Salvage 2026-05-21: deep-link substituted (ETSI TR 103 619 PQC migration to quantum-safe schemes — actual TR PDF.).,50,,active,,,
Water / Wastewater,WATER-001,"Water treatment plant SCADA quantum vulnerability: America's Water Infrastructure Act (AWIA) of 2018 requires community water systems serving 3,300+ people to conduct risk and resilience assessments including cybersecurity. Water treatment SCADA systems use ICS protocols with RSA/ECDSA authentication. CISA identifies Water and Wastewater Systems as one of 16 critical infrastructure sectors. Equipment lifecycles of 15-25 years with limited remote update capability.",Critical,"SCADA/ICS authentication (RSA/ECDSA), VPN for remote monitoring, historian database encryption","IEC 62443 PQC update for water systems, ML-DSA for SCADA authentication, hybrid VPN",EPA America's Water Infrastructure Act (AWIA) 2018 / CISA,https://www.epa.gov/waterresilience/awia-section-2013,75,iot-ot-pqc|vpn-ssh-pqc|hybrid-crypto|energy-utilities-pqc|network-security-pqc,cisa,public/threats/WATER-001.html,no,CISA,url_needs_review,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: dead URL replaced (Original AWIA URL 404s; awia-section-2013 is the canonical landing.).,60,,active,,,
Water / Wastewater,WATER-002,"Smart water infrastructure quantum exposure: AWWA (American Water Works Association) standards govern smart water metering, leak detection sensors, and distribution network monitoring using IoT-connected devices. Advanced Metering Infrastructure (AMI) for water utilities faces similar PQC migration challenges as energy smart meters — constrained devices with limited crypto-agility deployed for 10-15 year cycles.",High,"AMI mesh networking, smart meter PKI, SCADA remote terminal units, cloud platform TLS","Quantum-safe AMI protocols, ML-KEM for device provisioning, constrained device PQC",AWWA Cybersecurity Guidance for Water Utilities,https://www.cisa.gov/water,75,iot-ot-pqc|kms-pqc|hsm-pqc|energy-utilities-pqc|network-security-pqc,awwa,public/threats/WATER-002.html,no,,url_needs_review,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Salvage 2026-05-21: deep-link substituted (AWWA cybersecurity guidance PDF.). Deprecated 2026-05-21: no downloadable proof — source URL bot-blocked or unreachable. Re-source with a deep-link primary document to reactivate. Resource swap 2026-05-21: CISA Water and Wastewater Systems sector page (74 KB). AWWA guidance PDF 404; CISA is the authoritative cross-sector reference.,60,,active,,,
Education / Research,EDU-001,Student PII harvest-now-decrypt-later exposure: FERPA mandates protection of student education records but does not address post-quantum cryptography. Student records including SSNs transcripts disciplinary records and health data are retained 60+ years. PowerSchool breach (2024) exposed 62 million student records demonstrating massive data aggregation risk. Encrypted student databases harvested today become readable once CRQCs arrive.,Critical,"RSA/ECDSA protecting student information systems, TLS for SIS/LMS platforms, database encryption key wrapping","ML-KEM for database key management, AES-256-GCM, quantum-safe TLS for EdTech platforms",FERPA / US Department of Education,https://studentprivacy.ed.gov/ferpa,80,quantum-threats|pqc-risk-management|data-asset-sensitivity|database-encryption-pqc,us-doe-ed,public/threats/EDU-001.html,no,,url_authoritative,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources).,60,,active,,,
Education / Research,EDU-002,SAML federation identity compromise: InCommon Federation provides SAML-based identity and access management for US research and education institutions. Federation metadata is signed with 4096-bit RSA keys. Quantum forgery of IdP signing keys enables forged SAML tokens and privilege escalation across all federated services including library systems research databases financial aid and student portals. eduroam WiFi authentication also relies on EAP with RADIUS using RSA/ECDSA certificates.,Critical,"RSA-4096 federation metadata signing, SAML assertion signatures (RSA/ECDSA), eduroam RADIUS certificates, EAP-TLS","ML-DSA for SAML assertion signing, PQC-enabled federation metadata, hybrid certificate chains for eduroam",Internet2 InCommon Federation / Jisc Trust and Identity,https://incommon.org/about,80,pki-workshop|iam-pqc|hybrid-crypto,internet2,public/threats/EDU-002.html,no,,url_needs_review,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Salvage 2026-05-21: deep-link substituted (InCommon Federation operating procedures — substantive vs Internet2 landing.). Deprecated 2026-05-21: no downloadable proof — source URL bot-blocked or unreachable. Re-source with a deep-link primary document to reactivate. Resource swap 2026-05-21: InCommon overview (110 KB). The federation-policies/operating-procedures URL 404d.,60,,active,,,
Education / Research,EDU-003,"W3C Verifiable Credentials quantum vulnerability: W3C VC 2.0 defines two distinct securing mechanisms: (1) Data Integrity Proofs using cryptosuites such as ecdsa-rdfc-2019, eddsa-rdfc-2022, and bbs-2023 (ECDSA / Ed25519 / BBS — no RSA); and (2) the separate VC-JOSE-COSE companion specification which supports RSA-PSS and ECDSA. Educational credentials issued as VCs have 10-40 year validity periods (degrees, professional certifications). Long-lived VCs signed today may be forgeable when CRQCs arrive. Correction (audit 2026-05-18, verdict=inaccurate): VC 2.0 has two distinct securing mechanisms: (1) Data Integrity Proofs (no RSA — uses ecdsa-rdfc-2019, eddsa-rdfc-2022, bbs-2023 cryptosuites); (2) VC-JOSE-COSE (separate spec, supports RSA-PSS). Remove '(JOSE/COSE)' parenthetical from the Data Integrity claim.",High,"VC Data Integrity ECDSA/EdDSA cryptosuites, VC-JOSE-COSE RSA-PSS/ECDSA envelopes, DID document signing, educational credential PKI","ML-DSA for credential signing, SLH-DSA for long-term archival signatures, PQC-enabled credential verification",W3C Verifiable Credentials Data Model 2.0,https://www.w3.org/TR/vc-data-model-2.0/,70,pki-workshop|digital-id|stateful-signatures,w3c,public/threats/EDU-003.html,no,,url_needs_review,resolved_2026-05-06,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: audit inaccurate correction appended. Salvage 2026-05-21: deep-link substituted (W3C VC Data Model 2.0 — the actual recommendation, not the portal.).",50,,active,,,
Education / Research,EDU-004,Federally funded research data quantum exposure: Universities conducting defense-funded research handle ITAR/EAR/CUI data requiring decades-long protection. CMMC 2.0 mandates NIST SP 800-171 controls for DoD-funded research. Research data on quantum computing itself advanced materials genomics and AI represents high-value intelligence targets. Harvest-now-decrypt-later attacks on university research networks could compromise national security research programs.,Critical,"RSA/ECDSA protecting research data repositories, TLS for research collaboration platforms, VPN encryption for lab networks","CNSA 2.0 compliance for defense research, ML-KEM-1024 for data encryption, ML-DSA-87 for research data signing",CMMC 2.0 / NIST SP 800-171,https://dodcio.defense.gov/CMMC/,80,compliance-strategy|vpn-ssh-pqc|kms-pqc|data-asset-sensitivity,nist-csrc,public/threats/EDU-004.html,yes,DoD,url_needs_review,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: local_file cleared (DoD CMMC site 403s automated downloaders; live URL still returns 403). Deprecated 2026-05-21: no downloadable proof — source URL bot-blocked or unreachable. Re-source with a deep-link primary document to reactivate. Reactivated 2026-05-21 via Wayback Machine snapshot (20260519034011, 38717B from http://web.archive.org/web/20260519034011/https://dodcio.defense.gov/CMMC/).",85,,active,,,SP-800-171
Education / Research,EDU-005,"Education sector cyber attack escalation: Education is the most attacked sector globally with 4388 weekly cyberattacks per organization (2025) representing a 31% year-over-year increase. Average breach cost in higher education exceeds $3.7M. Schools use an average of 2591 EdTech tools per year each representing a potential attack surface. Quantum computing will amplify existing attack vectors by enabling cryptographic bypass of authentication and encryption across this already vulnerable sector. Correction (audit 2026-05-18, verdict=unverifiable): Remove or verify the DeepStrike 44% statistic. Clarify that 75 years is a sensitivity-lifetime estimate, not a FERPA retention mandate (FERPA-related documentation requires 6 years minimum under HIPAA-analogue rules; student records governed by state law).",High,"TLS protecting EdTech platforms, RSA/ECDSA API authentication, school network encryption","Hybrid TLS 1.3 with ML-KEM, ML-DSA for EdTech API signing, crypto-agile school network architecture",Check Point Research / Higher Ed Dive,https://deepstrike.io/blog/data-breaches-education-2025,65,quantum-threats|pqc-risk-management|tls-basics,arxiv-crypto,public/threats/EDU-005.html,no,,url_needs_review,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: audit unverifiable correction appended.,50,,active,,,
Cross-Industry,CROSS-009,DNSSEC quantum signature forgery: DNSSEC uses RSA (RSASHA256 per RFC 5702) and ECDSA (ECDSAP256SHA256 per RFC 6605) to sign DNS records — RFC 8624 covers current algorithm implementation requirements. Approximately 40% of global DNS domains have DNSSEC enabled including 92% root zone adoption. Quantum forgery of DNSSEC signatures enables DNS hijacking for any signed domain redirecting traffic to attacker-controlled servers. PQC signatures face challenges with DNS UDP packet size limits (~1232 bytes) requiring protocol-level changes. IETF draft-sheth-pqc-dnssec-strategy-00 addresses migration strategy.,Critical,"RSASHA256 (RFC 6944), ECDSAP256SHA256/ECDSAP384SHA384 (RFC 6605), DNSSEC zone signing keys and key signing keys","ML-DSA or FN-DSA for compact DNSSEC signatures, hybrid DNS signing, TCP fallback for larger PQC signatures",IETF DNSSEC PQC Strategy / Verisign Research,https://datatracker.ietf.org/doc/draft-sheth-pqc-dnssec-strategy/,80,network-security-pqc|pki-workshop|hybrid-crypto,ietf,public/threats/CROSS-009.html,no,,url_authoritative,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: propagated post-pass-5 description from 05182026 lineage.,60,,active,,,RFC-6944;RFC-6605
Cross-Industry,CROSS-010,"BGP/RPKI route origin validation quantum vulnerability: RPKI predominantly uses RSA-2048 (RFC 7935, updating RFC 6485) for signing Route Origin Authorizations (ROAs) that validate BGP route origins; ECDSA P-256 is permitted per RFC 8208 but deployment remains RSA-dominant. As of 2025 54-59% of IPv4/IPv6 routes are covered by ROAs representing ~74% of global internet traffic. Quantum forgery of ROAs enables attackers to hijack arbitrary IP address prefixes globally redirecting internet traffic at scale. Post-quantum RPKI would increase data sizes from 1.2GB to 2.9-39.1GB depending on algorithm creating significant operational challenges.",Critical,"RSA-2048 ROA signatures, RPKI certificate hierarchy, BGP route validation","ML-DSA for ROA signing, hybrid RPKI certificates, bandwidth-optimized PQC for route validation",APNIC / RIPE Labs RPKI Research,https://blog.apnic.net/2025/07/22/how-can-rpki-can-be-made-quantum-safe/,80,network-security-pqc|pki-workshop,apnic,public/threats/CROSS-010.html,no,,url_needs_review,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: propagated post-pass-5 description from 05182026 lineage.,60,,active,,,
Cross-Industry,CROSS-011,"OpenSSH PQC integration: OpenSSH 9.0 (April 2022) enabled sntrup761x25519-sha512 hybrid key exchange by default — sntrup761 is NTRU Prime (not ML-KEM). OpenSSH 10.0 (April 2025) switched the default to mlkem768x25519-sha256, deploying ML-KEM-768 hybrid as the production default. Both protect SSH session key establishment from HNDL attacks. Existing SSH host keys remain RSA/ECDSA — only session key establishment is protected. Correction (audit 2026-05-18, verdict=inaccurate): OpenSSH 9.0: default KEX = sntrup761x25519-sha512 (NTRU Prime). OpenSSH 10.0 (April 2025): default KEX = mlkem768x25519-sha256 (ML-KEM-768). These are different algorithms with different NIST standardization status.",Critical,"RSA-2048/4096 SSH host keys, ECDSA P-256/P-384 keys, Ed25519, Diffie-Hellman key exchange","mlkem768x25519-sha256 (OpenSSH 10.0 default), sntrup761x25519-sha512 hybrid, ML-KEM key exchange",OpenSSH Post-Quantum Cryptography / GitHub Security,https://www.openssh.com/txt/release-10.0,75,vpn-ssh-pqc|hybrid-crypto|network-security-pqc,openssh,public/threats/CROSS-011.txt,yes,OpenSSH,url_needs_review,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: audit inaccurate correction appended. Salvage 2026-05-21: deep-link substituted (OpenSSH 10.0 release notes — declares mlkem768x25519-sha256 default KEX.).,75,,active,,,
Cross-Industry,CROSS-012,Container image signing quantum vulnerability: Sigstore/cosign defaults to ECDSA-P256 for container image signatures in CI/CD pipelines but also supports ED25519 and RSA key types. Container registries serve as critical software supply chain trust anchors for cloud-native deployments. Quantum forgery of container signatures enables injection of backdoored images into registries undetected affecting every Kubernetes deployment that pulls them. Sigstore transparency log (Rekor) provides tamper resistance but signature verification still depends on quantum-vulnerable asymmetric algorithms. PQC support is planned but not yet implemented in the Sigstore ecosystem.,High,"ECDSA-P256 cosign signatures, Fulcio short-lived certificates, container registry PKI","ML-DSA for container signing, PQC-enabled Fulcio certificates, hybrid signature verification",Sigstore / OpenSSF Supply Chain Security,https://docs.sigstore.dev/cosign/signing/signing_with_containers/,75,code-signing|platform-eng-pqc|vendor-risk,openssf,public/threats/CROSS-012.html,no,,url_needs_review,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: propagated post-pass-5 description from 05182026 lineage.,60,,active,,,
Cross-Industry,CROSS-013,"Quantum random number generation (QRNG) for PQC key security: PQC algorithm security depends on high-quality randomness for key generation. Classical PRNGs may contain algorithmic biases exploitable by sophisticated adversaries. QRNG uses quantum mechanical processes to generate theoretically unpredictable randomness. Quantinuum Quantum Origin was among the first software-delivered QRNGs to obtain NIST SP 800-90B entropy source validation. Commercial QRNG products from ID Quantique, Quside, and QNu Labs are available for HSM, IoT, and automotive integration. QRNG complements PQC by ensuring cryptographic keys are non-predictable from generation.",High,"Classical PRNGs with potential algorithmic bias, hardware RNG with insufficient entropy","NIST SP 800-90B validated QRNG, quantum entropy sources for HSM key generation, hybrid classical-quantum RNG",NIST SP 800-90B / Quantinuum Quantum Origin,https://www.quantinuum.com/press-releases/quantinuums-quantum-origin-becomes-first-software-quantum-random-number-generator-to-achieve-nist-validation,80,hsm-pqc|kms-pqc|crypto-agility,nist-csrc,public/threats/CROSS-013.html,yes,NIST,url_needs_review,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: propagated post-pass-5 description from 05182026 lineage.,85,,active,,,SP-800-90B
Rail / Transit,RAIL-003,"FRMCS 5G railway communications quantum gap: Future Railway Mobile Communications System (FRMCS) is an ETSI/3GPP standardized 5G-based railway radio system replacing GSM-R. FRMCS is standardized via ETSI TC RT (TS 103 719 series) and 3GPP TS 22.289 (requirements) / TS 23.289 (architecture). FRMCS inherits 5G security architecture (3GPP TS 33.501) with ECDSA-based NF certificates and IPsec for network authentication. No published FRMCS specification mandates quantum-safe cryptography. Correction (audit 2026-05-18, verdict=inaccurate): Replace ETSI TR 103 369 with correct references: ETSI TS 103 719 series (ETSI TC RT), 3GPP TS 22.289 (FRMCS requirements), 3GPP TS 23.289 (FRMCS architecture). Remove the non-existent TR 103 369 citation.",High,"GSM-R A5/1 stream cipher, FRMCS 5G authentication (ECDSA/RSA), IKEv2 key exchange for railway backbone","ML-KEM hybrid for FRMCS key exchange, ML-DSA for railway signaling authentication, native PQC in FRMCS specification",ETSI TS 103 719 + 3GPP TS 22.289 / TS 23.289,https://www.globalrailwayreview.com/news/233331/frmcs-migration-rail-cyber-security/,65,5g-security|hybrid-crypto|network-security-pqc,etsi-cyber,public/threats/RAIL-003.html,no,,url_needs_review,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: audit inaccurate correction appended.,50,,active,,,
Rail / Transit,RAIL-004,"Positive Train Control quantum exposure: PTC (Positive Train Control) systems mandated in the US by the Rail Safety Improvement Act use 220 MHz radio for train-to-wayside communication. PTC systems (Wabtec I-ETMS, Siemens) use PKI for authentication. FRA requires cybersecurity risk mitigation plans per 49 CFR Part 236 Subpart I, specifically §236.1006(a)(9). Correction (audit 2026-05-18, verdict=misleading): Specify 49 CFR Part 236 Subpart I, specifically §236.1006(a)(9) for the PTC cybersecurity risk mitigation plan requirement.",Critical,"RSA/ECC key establishment in PTC wireless communications, ISO/IEC 29192-4 lightweight crypto, firmware signing","Quantum-resistant lightweight AEAD, ML-KEM for wayside-to-vehicle key exchange, crypto-agile PTC firmware",FRA Positive Train Control Regulations (49 CFR 236),https://railroads.dot.gov/elibrary/ptc-communications-cybersecurity-technology-review-and-concept-operations,70,iot-ot-pqc|hybrid-crypto|network-security-pqc,fra-us,public/threats/RAIL-004.html,yes,FRA,url_needs_review,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: audit misleading correction appended; local_file cleared (railroads.dot.gov 403; persistent skip-list entry). Deprecated 2026-05-21: no downloadable proof — source URL bot-blocked or unreachable. Re-source with a deep-link primary document to reactivate. Reactivated 2026-05-21 via Wayback Machine snapshot (20250310033632, 64551B from http://web.archive.org/web/20250310033632/https://railroads.dot.gov/elibrary/ptc-communications-cybersecurity-technology-review-and-concept-operations).",75,,active,,,
Rail / Transit,RAIL-005,"Autonomous rail quantum exposure: GoA4 (Grade of Automation 4) fully autonomous train systems (CBTC-based) rely on authenticated wayside-to-train communication for safety-critical command validation. CBTC vendor implementations (Thales SelTrac, Hitachi) are proprietary; publicly available documentation indicates RSA/ECDSA-class algorithms for digital authentication, subject to vendor-specific implementation. IEEE 1474.x defines CBTC functional requirements but does not mandate specific cryptographic algorithms. Driverless metro systems have 20-30 year infrastructure lifespans. Correction (audit 2026-05-18, verdict=misleading): Reframe CBTC crypto claims as 'proprietary vendor implementations; publicly available documentation does not confirm specific ECDSA use in Thales SelTrac or Hitachi CBTC systems.' Remove UNISIG ERTMS as a source for CBTC claims.",Critical,"RSA/ECC for V2I authentication, certificate-based platform identity, Diffie-Hellman session keys, firmware signing","SLH-DSA for firmware signing, ML-KEM for V2I key encapsulation, post-quantum authenticated key exchange",IEEE 1474.x (CBTC Performance Requirements),https://etech.iec.ch/issue/2025-02/cyber-security-for-autonomous-vehicles,65,iot-ot-pqc|code-signing|secure-boot-pqc,iso-iec-sc27,public/threats/RAIL-005.html,yes,ISO,url_needs_review,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: audit misleading correction appended; local_file cleared (etech.iec.ch UA-gated; needs headless-browser snapshot). Deprecated 2026-05-21: no downloadable proof — source URL bot-blocked or unreachable. Re-source with a deep-link primary document to reactivate. Reactivated 2026-05-21: headless-browser snapshot via Playwright (178475 bytes).,75,,active,,,IEC-62443
Water / Wastewater,WATER-005,"Hydropower facility quantum exposure: FERC (Federal Energy Regulatory Commission) regulates hydropower under Part 12 Engineering Guidelines (dam safety and physical security) and FERC Order 848 (cybersecurity incident reporting for electric utilities). FERC's hydropower-specific cybersecurity mandate is less codified than NERC CIP for bulk electric systems; many hydropower SCADA systems use TLS and RSA/ECDSA for remote management with 20-30 year infrastructure lifespans. Correction (audit 2026-05-18, verdict=misleading): FERC Part 12D = dam safety, not cybersecurity. FERC cybersecurity authority over hydropower flows from Order 848 (incident reporting) and general ratemaking authority. Reframe to accurately represent FERC's limited hydropower-specific cybersecurity mandate versus NERC CIP for bulk electric systems.",Critical,"RSA/ECC VPN authentication for remote dam access, certificate-based SCADA authentication, AES with RSA key wrapping","ML-KEM for VPN key encapsulation, post-quantum certificate infrastructure, quantum-resistant remote access",FERC Security Program for Hydropower Projects,https://www.ferc.gov/dam-safety-and-inspections/security-program-hydropower-projects,70,iot-ot-pqc|vpn-ssh-pqc|kms-pqc|energy-utilities-pqc,ferc,public/threats/WATER-005.html,no,FERC,url_needs_review,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: audit misleading correction appended; local_file cleared (ferc.gov 403; persistent skip-list entry). Deprecated 2026-05-21: no downloadable proof — source URL bot-blocked or unreachable. Re-source with a deep-link primary document to reactivate. Reactivated 2026-05-21: headless-browser snapshot via Playwright (278958 bytes).,50,,active,,,
