Country,FlagCode,OrgName,OrgFullName,OrgLogoUrl,Type,Category,StartYear,EndYear,Title,Description,SourceUrl,SourceDate,Status,trusted_source_id,local_file,peer_reviewed,vetting_body,source_url_quality,trusted_source_id_status,data_quality_notes,status,deprecated_at,deprecated_reason,related_standards,library_refs,entity_type,is_sim_deadline,sim_milestone,mandate_type,event_id,last_verified,binding_force,source_class,trusted_source_linked_at
Japan,JP,CRYPTREC,Cryptographic Research and Evaluation Committees,,Milestone,Guidance,2022,2022,PQC Guideline GL-2004-2022,CRYPTREC publishes Guidelines for Post-Quantum Cryptography technical guidance.,https://www.cryptrec.go.jp/en/method.html,2022-01-01,Validated,cryptrec,timeline/Japan_CRYPTREC_CRYPTREC_Adds_ML-KEM_to_Ciphers_List.html,yes,CRYPTREC,url_authoritative,registered,2026-06-06: SourceUrl upgraded from cryptrec.go.jp homepage to method.html (cipher list page); url_authoritative. Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and nzism now resolved via proposed trusted_sources).,deprecated,2026-06-23,Duplicate of CRYPTREC GL-2004-2022 (same document; kept the PDF-sourced row),,,government,,,,japan-cryptrec-pqc-guideline-gl-2004-2022,,,primary,
Japan,JP,NEDO,New Energy and Industrial Technology Development Organization,,Phase,Research,2024,2026,K Program PQC Research,"Japan's NEDO launches PQC implementation research (July 2024) within the K Program project 'Advanced Cyber Defense Capabilities and Analysis Enhancement', executed by the Cyber Research Consortium (CRC) with AIST; designs nationwide-deployable PQC protocols (ring/threshold signatures) aligned to NIST's finalized standards, with PQShield as a CRC subcontractor.",https://prtimes.jp/main/html/rd/p/000000002.000103613.html,2025-01-24,Validated,nedo-japan,timeline/Japan_NEDO_K_Program_PQC_Research.html,partial,NEDO,url_authoritative,registered,2026-06-07: Upgraded from pqshield.com to native-language authoritative primary (prtimes.jp) via anti-bot fetcher; EN translation cached at public/timeline/Japan_NEDO_K_Program_PQC_Research.translation.md. Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and nzism now resolved via proposed trusted_sources).,active,,,,,government,,,,japan-nedo-k-program-pqc-research,2026-09-25,informational,secondary,
Japan,JP,NCO,National Cybersecurity Office,,Phase,Discovery,2035,2035,PQC Migration Target Set for 2035,"Inter-ministerial Liaison Conference on PQC Use in Government Agencies (under the National Cybersecurity Office, NISC's successor body since its 1 July 2025 reorganisation) publishes an interim summary setting 2035 as Japan's PQC migration target, in line with international peers.",https://www.cas.go.jp/jp/seisaku/pqc/pdf/report_202511.pdf,2025-11-20,Validated,cryptrec,timeline/japan_nco_interim_summary_202511.pdf,no,NISC,url_authoritative,registered,"2026-09-25: re-attributed from NISC (reorganised into the National Cybersecurity Office 2025-07-01) and re-sourced from a CRYPTREC cipher-list document to NCO's own Nov-2025 interim summary, which states 2035 as the target, not 2024-2026.",active,,,CRYPTREC,,government,,,,japan-nisc-pqc-migration-planning,2026-09-25,,primary,
Japan,JP,METI/NISC,METI and NISC,,Milestone,Policy,2025,2025,Cybersecurity Industry Policy Package,METI releases policy package for strengthening Japan's cybersecurity industry including PQC. METI and NISC establish shared vision for Software Bill of Materials in September 2025.,https://itbusinesstoday.com/tech/cybersecurity/japans-national-cyber-defense-push-preparing-for-quantum-driven-threats/,2025-03-01,Validated,cryptrec,timeline/Japan_METI_NISC_Cybersecurity_Industry_Policy_Package.html,yes,METI/NISC,url_needs_review,registered,"2026-06-07: Deprecated under fix-or-drop policy — no authoritative primary could be fetched/cached after exhaustive anti-bot (curl_cffi+playwright-stealth) + Wayback + native-language web search. Event is real but its originating official source is either a non-fetchable JS gov SPA, bot-walled, or has no discrete public page (claim originated from a Western aggregator). Re-add when a fetchable official primary is found. Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and nzism now resolved via proposed trusted_sources).",deprecated,2026-06-07,"2026-06-07: Deprecated under fix-or-drop policy — no authoritative primary could be fetched/cached after exhaustive anti-bot (curl_cffi+playwright-stealth) + Wayback + native-language web search. Event is real but its originating official source is either a non-fetchable JS gov SPA, bot-walled, or has no discrete public page (claim originated from a Western aggregator). Re-add when a fetchable official primary is found.",,,government,,,,japan-meti-nisc-cybersecurity-industry-policy-package,,,,
Japan,JP,NEC/NICT,NEC with NICT and Toshiba,,Milestone,Migration,2025,2025,QKD High-Speed Data Integration Demo,"NEC, NICT, and Toshiba unveil world's first integrated system for QKD and high-speed data transmission in large-capacity optical network. September 2025.",https://www.nict.go.jp/en/press/2025/09/16-1.html,2025-09-16,Validated,ec,timeline/Japan_NEC_NICT_QKD_High-Speed_Data_Integration_Demo.html,no,NEC/NICT,url_authoritative,registered,2026-06-06: SourceUrl upgraded from itbusinesstoday.com to www.nict.go.jp authoritative primary; verified + cached. Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and nzism now resolved via proposed trusted_sources).,deprecated,2026-09-25,"out-of-scope:vendor (A QKD technology demonstration by vendors and a research institute is a technology milestone, not a PQC policy or standards milestone.) — timeline scope decision T2; archived, evidence kept",,,vendor,,,,japan-nec-nict-qkd-high-speed-data-integration-demo,2026-08-11,informational,,
Japan,JP,NISC,National center of Incident readiness and Strategy for Cybersecurity,,Phase,Migration,2026,2030,Critical Systems Migration,Target for migrating critical government systems. Dual-track approach: PQC and QKD technologies.,https://itbusinesstoday.com/tech/cybersecurity/japans-national-cyber-defense-push-preparing-for-quantum-driven-threats/,2025-10-06,Validated,cryptrec,timeline/Japan_METI_NISC_Cybersecurity_Industry_Policy_Package.html,no,NISC,url_needs_review,registered,"2026-06-07: Deprecated under fix-or-drop policy — no authoritative primary could be fetched/cached after exhaustive anti-bot (curl_cffi+playwright-stealth) + Wayback + native-language web search. Event is real but its originating official source is either a non-fetchable JS gov SPA, bot-walled, or has no discrete public page (claim originated from a Western aggregator). Re-add when a fetchable official primary is found. Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and nzism now resolved via proposed trusted_sources).",deprecated,2026-06-07,"2026-06-07: Deprecated under fix-or-drop policy — no authoritative primary could be fetched/cached after exhaustive anti-bot (curl_cffi+playwright-stealth) + Wayback + native-language web search. Event is real but its originating official source is either a non-fetchable JS gov SPA, bot-walled, or has no discrete public page (claim originated from a Western aggregator). Re-add when a fetchable official primary is found.",,,government,,,,japan-nisc-critical-systems-migration,,,,
NATO,NATO,NATO,North Atlantic Treaty Organization,,Milestone,Policy,2024,2024,Quantum Technologies Strategy,"NATO releases on 17 January 2024 a summary of its first-ever quantum strategy, approved by NATO Foreign Ministers on 28 November, which outlines how quantum can be applied to defence and security, including to upgrade and secure data communications using quantum resistant cryptography.",https://www.nato.int/cps/en/natohq/news_221601.htm,2024-01-17,Validated,nato,timeline/NATO_NATO_Quantum_Technologies_Strategy.html,yes,NATO,url_authoritative,registered,2026-06-06: source_url_quality upgraded to url_authoritative (nato.int official news); local_file updated. Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and nzism now resolved via proposed trusted_sources).,active,,,NATO Quantum Technologies Strategy,Summary-of-NATO-s-Quantum-Technologies-Strategy,government,,,,nato-nato-quantum-technologies-strategy,2026-08-12,informational,primary,
New Zealand,NZ,GCSB/NCSC,,,Milestone,Guidance,2024,2024,NZISM v3.8 Updated,"NZISM v3.8 released: Chapter 11 separates Bluetooth communication and radio frequency and infrared devices into different sections, and Chapter 15 is updated to improve email security.",https://www.ncsc.govt.nz/news/nzism-v3-8-release/,,Validated,nzism,timeline/New_Zealand_GCSB_NCSC_NZISM_v3.8_Updated.html,yes,GCSB/NCSC,url_authoritative,registered,"2026-06-06: SourceUrl upgraded from GSMA PDF to ncsc.govt.nz official release page; local_file updated; Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and nzism now resolved via proposed trusted_sources). | 2026-08-16: capture-integrity remediation -- cached NCSC v3.8 release note is genuine/complete but does not mention PQC; real substantiating source (NZISM manual, nzism.gcsb.govt.nz) is blocked by a persistent Incapsula WAF (all fetch tiers + Wayback failed). Not force-substituted; flagged for future retry.",deprecated,2026-09-25,out-of-scope:the v3.8 release note covers Bluetooth/RF and email-security changes only; no PQC content,NZISM Version 3.8,,government,,,,new-zealand-gcsb-ncsc-nzism-v3-8-updated,2026-08-16,informational,primary,2026-05-06
New Zealand,NZ,GCSB/NCSC,,,Phase,Discovery,2024,2026,NZISM v3.9 Release,The document invites participation in development of the next NZISM update.,https://www.ncsc.govt.nz/news/nzism-v3-9-release/,,Validated,nzism,timeline/New_Zealand_GCSB_NCSC_NZISM_v3.9_Published.html,no,GCSB/NCSC,url_authoritative,registered,"2026-06-06: SourceUrl upgraded from GSMA PDF to ncsc.govt.nz NZISM v3.9 official page; local_file updated; Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and nzism now resolved via proposed trusted_sources). | 2026-08-16 capture-integrity remediation: real source identified as NZISM manual S2.4 ""Preparation for Post-Quantum Cryptography"" (nzism.gcsb.govt.nz/ism-document) but unobtainable this session -- the site is behind an Incapsula WAF that blocked curl impersonation, Playwright stealth, and crawl4ai alike; Wayback Machine returned 503 throughout. Cached file is still the pre-existing capture, unverified. Flagged for a future fetch attempt, not force-substituted. | 2026-08-16: re-verified -- nzism.gcsb.govt.nz still blocked by Incapsula WAF (curl, curl-impersonation, Playwright stealth, crawl4ai, Wayback all failed). Cached file unchanged, still the mismatched v3.9 release-note page. Not force-substituted.",deprecated,2026-09-25,"out-of-scope:cited against the same NZISM v3.9 release note, which contains no PQC planning-phase content or dates",,,government,,,,new-zealand-gcsb-ncsc-planning-phase,2026-08-16,informational,primary,2026-05-06
New Zealand,NZ,GCSB/NCSC,,,Milestone,Guidance,2025,2025,NZISM v3.9 Published,"NZISM v3.9 released: Chapter 16 renamed Authentication and Access Controls with password controls aligned to industry standards including NIST, passwordless and phishing-resistant MFA; Chapter 7 updated on security incidents; Section 11.8 adds a control on logging multifunction devices; Section 18.2 introduces WPA3.",https://www.ncsc.govt.nz/news/nzism-v3-9-release/,,Validated,nzism,timeline/New_Zealand_GCSB_NCSC_NZISM_v3.9_Published.html,yes,GCSB/NCSC,url_authoritative,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and nzism now resolved via proposed trusted_sources). | 2026-08-16: capture-integrity remediation -- cached NCSC v3.9 release note is genuine/complete but does not mention PQC/Section 2.4/19 agencies, and is dated May 2025 not the row's claimed November 2025. Real source (NZISM manual, nzism.gcsb.govt.nz) blocked by persistent Incapsula WAF this session (all fetch tiers + Wayback failed). Not force-substituted.",deprecated,2026-09-25,"out-of-scope:the v3.9 release note covers authentication/access-control, incident reporting, WPA3 and printer logging; no PQC content",NZISM Version 3.9,,government,,,,new-zealand-gcsb-ncsc-nzism-v3-9-published,2026-08-16,informational,primary,2026-05-06
New Zealand,NZ,GCSB/NCSC,,,Phase,Migration,2026,2030,NZISM v3.9 Release,,https://www.ncsc.govt.nz/news/nzism-v3-9-release/,,Validated,nzism,timeline/New_Zealand_GCSB_NCSC_NZISM_v3.9_Published.html,no,GCSB/NCSC,url_authoritative,registered,"2026-06-06: SourceUrl upgraded from GSMA PDF to ncsc.govt.nz NZISM v3.9 official page; local_file updated; Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and nzism now resolved via proposed trusted_sources). | 2026-08-16 capture-integrity remediation: real source identified as NZISM manual S2.4 ""Preparation for Post-Quantum Cryptography"" (nzism.gcsb.govt.nz/ism-document) but unobtainable this session -- the site is behind an Incapsula WAF that blocked curl impersonation, Playwright stealth, and crawl4ai alike; Wayback Machine returned 503 throughout. Cached file is still the pre-existing capture, unverified. Flagged for a future fetch attempt, not force-substituted. | 2026-08-16: re-verified -- nzism.gcsb.govt.nz still blocked by Incapsula WAF (all fetch tiers + Wayback failed). Cached file unchanged, still the mismatched v3.9 release-note page. Not force-substituted.",deprecated,2026-09-25,"out-of-scope:cited against the same NZISM v3.9 release note, which contains no PQC transition content or dates",,,government,,,,new-zealand-gcsb-ncsc-transition-phase,2026-08-16,informational,primary,2026-05-06
Singapore,SG,CSA/MAS,Monetary Authority of Singapore,,Phase,Discovery,2024,,Financial Sector Planning,Financial services firms develop quantum risk management and PQC transition plans per MAS advisory.,https://www.mas.gov.sg/-/media/mas-media-library/regulation/circulars/trpd/mas-quantum-advisory/mas-quantum-advisory.pdf,2024-02-20,Validated,csa-singapore,timeline/Singapore_MAS_Advisory_Quantum_Cybersecurity_Risks.pdf,no,CSA/MAS,url_authoritative,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and nzism now resolved via proposed trusted_sources). | 2026-08-16: capture-integrity remediation -- cached HTML was mostly site-nav chrome with no circular body text; replaced with the actual MAS/TCRS/2024/01 advisory PDF linked from that page.,active,,,,,government,,,SOFT,singapore-csa-mas-financial-sector-planning,2026-08-16,recommendation,primary,
Singapore,SG,CSA/GovTech/IMDA,CSA / GovTech / IMDA,,Milestone,Guidance,2025,2025,Draft Quantum-Safe Handbook Released for Public Consultation,"CSA, GovTech and IMDA release a draft Quantum-Safe Migration Handbook for public consultation (version 0.1, 23 Oct 2025), giving voluntary guidance to organisations, in particular CII owners and government agencies, across five key domains: Risk Assessment, Governance, Technology, Training and Capability, and External Engagements.",https://isomer-user-content.by.gov.sg/36/11227d39-4350-4ded-9046-d62f99f561ab/Draft%20for%20Public%20Consultation%20-%20Quantum-Safe%20Handbook%20(Oct%202025).pdf,2025-10-23,Validated,csa-singapore,timeline/Singapore_CSA_GovTech_IMDA_Quantum-Safe_Handbook_and_Quantum_Readiness_Index_Released.pdf,yes,CSA/GovTech/IMDA,url_authoritative,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and nzism now resolved via proposed trusted_sources).,active,,,Quantum-Safe Handbook;Quantum Readiness Index,Singapore-CSA-Quantum-Safe-Handbook,government,,,DRAFT,singapore-csa-govtech-imda-quantum-safe-handbook-and-quantum-readiness-index-rel,2026-09-25,draft,primary,
Singapore,SG,MAS,Monetary Authority of Singapore,,Milestone,Testing,2025,2025,Financial Sector QKD Sandbox Completed,"MAS completes QKD proof-of-concept sandbox (Sept 2024-March 2025). DBS, HSBC, OCBC, UOB tested QKD for settlement files. Generated 6.75M AES-256 keys/day per bank.",https://www.mas.gov.sg/news/media-releases/2025/mas-and-industry-partners-publish-technical-report-on-proof-of-concept-sandbox,,Validated,mas-singapore,timeline/singapore-mas-financial-sector-qkd-sandbox-completed.pdf,no,MAS,url_authoritative,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and nzism now resolved via proposed trusted_sources).,active,,,,Singapore-Financial-Sector-QKD-Sandbox-Technical-Report,government,,,,singapore-mas-financial-sector-qkd-sandbox-completed,2026-09-25,informational,primary,
South Korea,KR,NIS/KISA,KpqC team,,Milestone,Standardization,2025,2025,KpqC Competition Results,"Korea Post-Quantum Cryptography Competition winners announced January 16, 2025: HAETAE, AIMer, SMAUG-T, NTRU+.",https://www.kpqc.or.kr/competition_02.html,2025-01-16,Validated,cryptrec,timeline/South_Korea_NIS_KISA_KpqC_Competition_Results.html,yes,NIS/KISA,url_authoritative,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and nzism now resolved via proposed trusted_sources).,active,,,,,government,,,,south-korea-nis-kisa-kpqc-competition-results,2026-09-25,informational,,
South Korea,KR,MSIT,KISA,,Phase,Migration,2025,2028,Pilot Transition Phase,"Korea's PQC Pilot-Transition Project (양자내성암호 시범전환 사업), run since 2025, supports PQC adoption across national industrial sectors that need to transition and gathers real-world data on technical requirements, per-algorithm performance and deployment constraints.",https://seed.kisa.or.kr/kisa/ngc/pqc.do,,Validated,msit-korea,timeline/South_Korea_MSIT_Pilot_Transition_Phase.html,no,MSIT,url_authoritative,registered,"2026-06-07: Upgraded from www.gsma.com to native-language authoritative primary (seed.kisa.or.kr); fetched via anti-bot resilient fetcher. English translation of the relevant section cached at public/timeline/South_Korea_MSIT_Pilot_Transition_Phase.translation.md for verifiability. Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and nzism now resolved via proposed trusted_sources). | 2026-09-01: CORRECTED -- stored value (2025-01) claimed month precision the source doesn't support. Both the cached page and a live re-fetch confirm the source states only ""2025년부터는"" (""starting from 2025"") -- year only, no month or day anywhere.",active,,,,,government,,,,south-korea-msit-pilot-transition-phase,2026-09-25,informational,,
South Korea,KR,MSIT,Ministry of Science and ICT,,Milestone,Deadline,2035,2035,Full PQC Roadmap Complete,"Korea's national PQC roadmap (MSIT/KISA): the Pan-National PQC Transition Master Plan (Jul 2023) sets the staged national transition, underpinned by the KpqC competition (from 2021) that selected the domestic KpqC algorithm suite (SMAUG-T, HAETAE, AIMer).",https://seed.kisa.or.kr/kisa/ngc/pqc.do,2025-09,Unverified — needs review,msit-korea,timeline/South_Korea_MSIT_Full_PQC_Roadmap_Complete.html,no,MSIT,url_authoritative,registered,"2026-06-07: Upgraded from www.gsma.com to native-language authoritative primary (seed.kisa.or.kr); fetched via anti-bot resilient fetcher. English translation of the relevant section cached at public/timeline/South_Korea_MSIT_Full_PQC_Roadmap_Complete.translation.md for verifiability. Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and nzism now resolved via proposed trusted_sources). | 2026-09-01: narrowed from bare-year to month using the page's own ""관련 발간 문서"" (related publications) table: ""발간일 2025년 9월"" (issue date September 2025). No day stated.",deprecated,2026-09-25,"superseded:timeline:south-korea-msit-k-pqc-master-plan-to-2035 (cited KISA page gives 2035 only as an industry forecast of a cryptographically relevant quantum computer, not a completion target; both reviewers agreed; user decision 2026-09-25)",,,government,,,SOFT,south-korea-msit-full-pqc-roadmap-complete,2026-09-24,,,
Spain,ES,CCN,Centro Criptológico Nacional,,Milestone,Guidance,2022,2035,Five-Phase PQC Transition Approach,"CCN defines a five-phase PQC transition calendar running from December 2022 to December 2035 (high-risk systems fully migrated before 31.12.2030, medium-risk before 31.12.2035) and, in addition to the NIST key-establishment algorithms, recommends considering FrodoKEM.",https://www.ccn.cni.es/index.php/es/docman/documentos-publicos/boletines-pytec/495-ccn-tec-009-recomendaciones-transicion-postcuantica-segura/file,2026-07,Validated,ccn-spain,timeline/Spain_CCN-TEC-009_Transicion_Postcuantica.pdf,yes,CCN,url_authoritative,registered,"2026-06-07: SourceUrl upgraded from www.gsma.com to www.ccn-cert.cni.es authoritative primary (web-researched); verified + cached. Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and nzism now resolved via proposed trusted_sources). | 2026-08-16: capture-integrity remediation -- cached announcement blurb replaced with the actual CCN-TEC 009 technical guide, which contains the phased postquantum-transition plan and FrodoKEM recommendation the row describes. Note: the current edition of CCN-TEC 009 enumerates 5 phases, not 4 as stated in the row -- likely document evolution since the 2022 original; flagged for catalog review, not altered here. | 2026-09-01: narrowed from bare-year to month -- cited Spanish-language CCN-TEC-009 edition (BP/37)'s own colophon states ""Fecha de Edición: julio de 2026"" (July 2026). This is a NEWER edition than the 2022 English courtesy translation cited by the sibling 'transition-period' row -- worth a human check on whether both rows should cite the same edition.",active,,,,,government,,,SOFT,spain-ccn-four-phase-pqc-approach,2026-08-16,recommendation,primary,
Spain,ES,CCN,Centro Criptológico Nacional,,Phase,Migration,2022,2035,PQC Transition Period,"Implementation period of CCN's five-phase PQC transition calendar, from December 2022 (Phase 1) to December 2035 (end of Phase 5).",https://www.ccn.cni.es/index.php/es/docman/documentos-publicos/boletines-pytec/495-ccn-tec-009-recomendaciones-transicion-postcuantica-segura/file,2026-07,Validated,ccn-spain,timeline/Spain_CCN-TEC-009_Transicion_Postcuantica.pdf,no,CCN,url_authoritative,registered,"2026-06-07: SourceUrl upgraded from www.gsma.com to www.ccn-cert.cni.es authoritative primary (web-researched); verified + cached. Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and nzism now resolved via proposed trusted_sources). | 2026-08-16: capture-integrity remediation -- cached announcement blurb replaced with the actual CCN-TEC 009 technical guide (same document as the sibling Four-Phase PQC Approach row), the real source for the multi-phase transition period. | 2026-09-01: NOT date-fixed -- likely citing the wrong document edition, a bigger question than date precision. Currently cites the same Spanish CCN-TEC-009 file as 'four-phase-pqc-approach' (July 2026 edition, BP/37), but this row's own stored value (2022) suggests it may have originally intended the OTHER cached edition (the English courtesy translation, Spain_CCN_CCN_TEC_009_Post_Quantum_Transition.pdf, dated December 2022 -- see 'ccn-tec-009-post-quantum-transition' row). No version-history table in either PDF reconciles which ""transition period"" content belongs to which edition. Left as-is (SourceDate and local_file both untouched) pending a human decision on which edition this row actually describes.",active,,,,,government,,,SOFT,spain-ccn-pqc-transition-period,2026-09-25,recommendation,primary,
Taiwan,TW,MODA,Ministry of Digital Affairs,,Phase,Policy,2024,2029,Five-Year PQC Plan,"Taiwan's Ministry of Digital Affairs (MODA), via its Administration for Digital Industries (ADI) and the Post-Quantum Cybersecurity Industry Alliance (PQC-CIA), drives the national five-year PQC promotion programme — releasing Taiwan's first official Post-Quantum Cryptography Migration Guide (16 Apr 2025) built on the four NIST PQC standards, with a public PQC platform/libraries for chip and IC-design industries.",https://moda.gov.tw/ADI/news/latest-news/16090,2024-01-01,Validated,moda-uae,timeline/Taiwan_MODA_Five-Year_PQC_Plan.html,yes,MODA,url_authoritative,registered,2026-06-07: Upgraded from www.gsma.com to native-language authoritative primary (moda.gov.tw) via anti-bot fetcher; EN translation cached at public/timeline/Taiwan_MODA_Five-Year_PQC_Plan.translation.md. Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and nzism now resolved via proposed trusted_sources).,deprecated,2026-07-22,"deprecation-sweep (wrong-page): resolved title '數產署攜手後量子資安產業聯盟發布「後量子密碼遷移指引」，協助產業提升資安保障、建構更安全的資安環境！｜新聞發布 - 最新消息｜數位產業署 Administration for Digital Industries, moda' vs catalog title 'Five-Year PQC Plan' (word-overlap 0%) — looks like a redirect to a generic page, not the cited document",,,government,,,,taiwan-moda-five-year-pqc-plan,,,primary,
Taiwan,TW,MODA,Ministry of Digital Affairs,,Milestone,Guidance,2025,2025,PQC Migration Guide Published,"MODA published Taiwan's first national PQC Migration Guide (Apr 2025) and stood up a PQC industry alliance and public platform. The guide's own 4-step process is undated; the document's only ""2027"" reference is NIST's own HQC-standard finalization target, not a Taiwan-specific milestone.",https://www-api.moda.gov.tw/File/Get/adi/zh-tw/3m7h6KvGXJUUWmU,2025-04-16,Validated,moda-uae,timeline/Taiwan_MODA_PQC_Migration_Guide.pdf,no,MODA,url_authoritative,registered,"2026-09-25: dated 2025 and reclassified Deadline -> Guidance. The supportable event is MODA publishing Taiwan's first national PQC Migration Guide (2025-04-16); the guide's own 4-step process is undated and its only '2027' reference is NIST's HQC finalization target, not a Taiwan milestone. Previously year-blank, which meant parseSaneYear dropped the row from the Gantt entirely even when published.",active,,,,,government,,,SOFT,taiwan-moda-interim-quantum-safe-milestone,2026-09-25,,primary,
United Kingdom,GB,NCSC,,https://www.ncsc.gov.uk/images/ncsc-logo.svg,Milestone,Guidance,2024,2024,PQC White Paper Updated,NCSC updated its PQC white paper in August 2024 and recommends PQC based on robust implementations of final NIST standards.,https://www.ncsc.gov.uk/whitepaper/next-steps-preparing-for-post-quantum-cryptography,2024-08,Validated,ncsc-uk,timeline/United_Kingdom_NCSC_PQC_White_Paper_Updated.html,yes,NCSC,url_authoritative,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and nzism now resolved via proposed trusted_sources).,active,,,NCSC PQC White Paper,UK-NCSC-PQC-Whitepaper-2024,government,,,SOFT,united-kingdom-ncsc-pqc-white-paper-updated,2026-09-25,recommendation,primary,
United Kingdom,GB,NCSC,National Cyber Security Centre,https://www.ncsc.gov.uk/images/ncsc-logo.svg,Milestone,Guidance,2025,2025,NCSC PQC Migration Roadmap Published,NCSC publishes comprehensive three-phase PQC migration roadmap with specific milestones through 2035.,https://www.ncsc.gov.uk/guidance/pqc-migration-timelines,2025-03-20,Validated,ncsc-uk,timeline/United_Kingdom_NCSC_NCSC_PQC_Migration_Roadmap_Published.html,yes,NCSC,url_authoritative,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and nzism now resolved via proposed trusted_sources).,active,,,NCSC PQC Migration Roadmap,UK-NCSC-Migration-Timelines-2025,government,,,,united-kingdom-ncsc-ncsc-pqc-migration-roadmap-published,2026-09-25,,primary,
United Kingdom,GB,CMORG,Cross Market Operational Resilience Group,,Milestone,Guidance,2025,2025,Financial Sector PQC Guidance,CMORG publishes Guidance for Post-Quantum Cryptography v1.0 for UK financial sector (April 2025).,https://www.cmorg.org.uk/sites/default/files/2025-06/CMORG%20-%20Guidance%20for%20Post-Quantum%20Cryptography%20-%20April%202025%20-%20TLP%20CLEAR%20(1).pdf,2025-04,Validated,cmorg,timeline/United_Kingdom_CMORG_Financial_Sector_PQC_Guidance.pdf,yes,CMORG,url_authoritative,registered,"2026-06-06: url_authoritative — cmorg.org.uk official guidance PDF; local_file updated. Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and nzism now resolved via proposed trusted_sources). | 2026-09-01: confirmed month-only precision -- cover page states only ""VERSION 1.0 | APRIL 2025"".",active,,,CMORG Guidance for Post-Quantum Cryptography v1.0,UK-CMORG-PQC-Guidance-2025,government,,,SOFT,united-kingdom-cmorg-financial-sector-pqc-guidance,2026-08-11,recommendation,primary,
United Kingdom,GB,DSIT,Department for Science Innovation and Technology,,Milestone,Research,2025,2025,CNI Perspectives Report,DSIT publishes Perspectives on the Plan for PQC Transition covering five CNI sectors.,https://www.gov.uk/government/publications/perspectives-on-the-plan-for-pqc-transition,2025-11-27,Validated,dsit-uk,timeline/United_Kingdom_DSIT_CNI_Perspectives_Report.html,partial,DSIT,url_authoritative,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and nzism now resolved via proposed trusted_sources).,active,,,DSIT Perspectives on the Plan for PQC Transition,UK-DSIT-CNI-PQC-Perspectives-2025,government,,,,united-kingdom-dsit-cni-perspectives-report,2026-09-25,informational,primary,
United Kingdom,GB,NCSC,NCSC,https://www.ncsc.gov.uk/images/ncsc-logo.svg,Phase,Discovery,2025,2028,Discovery & Planning Phase,Organizations complete full discovery of cryptographic services needing upgrades and draft migration plan.,https://www.ncsc.gov.uk/guidance/pqc-migration-timelines,,Validated,ncsc-uk,timeline/United_Kingdom_NCSC_NCSC_PQC_Migration_Roadmap_Published.html,no,NCSC,url_authoritative,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and nzism now resolved via proposed trusted_sources).,active,,,,UK-NCSC-Migration-Timelines-2025,government,,,SOFT,united-kingdom-ncsc-discovery-planning-phase,2026-08-16,recommendation,primary,
United Kingdom,GB,NCSC,NCSC,https://www.ncsc.gov.uk/images/ncsc-logo.svg,Phase,Migration,2028,2031,Priority Migration Phase,"Execute high-priority PQC upgrades, refine plans, and prepare infrastructure for full transition.",https://www.ncsc.gov.uk/guidance/pqc-migration-timelines,,Validated,ncsc-uk,timeline/United_Kingdom_NCSC_NCSC_PQC_Migration_Roadmap_Published.html,no,NCSC,url_authoritative,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and nzism now resolved via proposed trusted_sources).,active,,,,UK-NCSC-Migration-Timelines-2025,government,,,SOFT,united-kingdom-ncsc-priority-migration-phase,2026-08-11,recommendation,primary,
