product_id,software_name,cert_type,cert_id,cert_vendor,cert_product,pqc_algorithms,certification_level,status,cert_date,cert_link,pqc_cert_flag,cert_link_quality,data_quality_notes,date_stamp
dell-bsafe-crypto-module-for-c,Dell BSAFE Crypto Module for C,FIPS 140-3,4892,"Dell Inc., BSAFE Product Team",Dell™ BSAFE™ Crypto Module for Java 7.0,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-11-19,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4892,no_pqc_cert_classical_only,url_authoritative,CMVP #4892: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
dell-bsafe-crypto-module-for-c,Dell BSAFE Crypto Module for C,FIPS 140-3,4942,"Dell Australia Pty Limited, BSAFE Product Team",Dell BSAFE™ Crypto Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-01-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4942,no_pqc_cert_classical_only,url_authoritative,CMVP #4942: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
dell-bsafe-crypto-module-for-c,Dell BSAFE Crypto Module for C,FIPS 140-3,4967,"Dell Australia Pty Limited, BSAFE Product Team",Dell BSAFE™ Crypto Module for C,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-02-19,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4967,no_pqc_cert_classical_only,url_authoritative,CMVP #4967: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
dell-bsafe-crypto-j,Dell BSAFE Crypto-J,ACVP,A6943,"Dell Australia Pty Limited, BSAFE Product Team",Dell BSAFE Crypto Module for Java,ML-DSA,,Active,2025-05-23,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=19691,pqc_cert_present,url_authoritative,CMVP #A6943: PQC mechanisms detected. Verify algorithms at https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/A6943,2026-05-06
dell-bsafe-crypto-j,Dell BSAFE Crypto-J,FIPS 140-3,4892,"Dell Inc., BSAFE Product Team",Dell™ BSAFE™ Crypto Module for Java 7.0,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-11-19,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4892,no_pqc_cert_classical_only,url_authoritative,CMVP #4892: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
dell-bsafe-crypto-j,Dell BSAFE Crypto-J,FIPS 140-3,4942,"Dell Australia Pty Limited, BSAFE Product Team",Dell BSAFE™ Crypto Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-01-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4942,no_pqc_cert_classical_only,url_authoritative,CMVP #4942: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
dell-bsafe-crypto-j,Dell BSAFE Crypto-J,FIPS 140-3,4967,"Dell Australia Pty Limited, BSAFE Product Team",Dell BSAFE™ Crypto Module for C,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-02-19,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4967,no_pqc_cert_classical_only,url_authoritative,CMVP #4967: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
dell-powerstore-os-4-0,Dell PowerStore OS 4.0,FIPS 140-3,4892,"Dell Inc., BSAFE Product Team",Dell™ BSAFE™ Crypto Module for Java 7.0,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-11-19,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4892,no_pqc_cert_classical_only,url_authoritative,CMVP #4892: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
dell-powerstore-os-4-0,Dell PowerStore OS 4.0,FIPS 140-3,4942,"Dell Australia Pty Limited, BSAFE Product Team",Dell BSAFE™ Crypto Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-01-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4942,no_pqc_cert_classical_only,url_authoritative,CMVP #4942: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
dell-powerstore-os-4-0,Dell PowerStore OS 4.0,FIPS 140-3,4967,"Dell Australia Pty Limited, BSAFE Product Team",Dell BSAFE™ Crypto Module for C,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-02-19,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4967,no_pqc_cert_classical_only,url_authoritative,CMVP #4967: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
digicert-certcentral,DigiCert CertCentral,FIPS 140-3,4761,"DigiCert, Inc.",Mocana Cryptographic Suite B Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-08-14,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4761,no_pqc_cert_classical_only,url_authoritative,CMVP #4761: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
digicert-certcentral,DigiCert CertCentral,FIPS 140-3,4818,"DigiCert, Inc.",Mocana Cryptographic Loadable Kernel Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-10-01,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4818,no_pqc_cert_classical_only,url_authoritative,CMVP #4818: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
digicert-device-trust-manager,DigiCert Device Trust Manager,FIPS 140-3,4761,"DigiCert, Inc.",Mocana Cryptographic Suite B Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-08-14,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4761,no_pqc_cert_classical_only,url_authoritative,CMVP #4761: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
digicert-device-trust-manager,DigiCert Device Trust Manager,FIPS 140-3,4818,"DigiCert, Inc.",Mocana Cryptographic Loadable Kernel Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-10-01,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4818,no_pqc_cert_classical_only,url_authoritative,CMVP #4818: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
digicert-one,DigiCert ONE,FIPS 140-3,4761,"DigiCert, Inc.",Mocana Cryptographic Suite B Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-08-14,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4761,no_pqc_cert_classical_only,url_authoritative,CMVP #4761: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
digicert-one,DigiCert ONE,FIPS 140-3,4818,"DigiCert, Inc.",Mocana Cryptographic Loadable Kernel Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-10-01,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4818,no_pqc_cert_classical_only,url_authoritative,CMVP #4818: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
digicert-signinghub,DigiCert SigningHub,FIPS 140-3,4761,"DigiCert, Inc.",Mocana Cryptographic Suite B Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-08-14,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4761,no_pqc_cert_classical_only,url_authoritative,CMVP #4761: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
digicert-signinghub,DigiCert SigningHub,FIPS 140-3,4818,"DigiCert, Inc.",Mocana Cryptographic Loadable Kernel Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-10-01,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4818,no_pqc_cert_classical_only,url_authoritative,CMVP #4818: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
digicert-software-trust-manager,DigiCert Software Trust Manager,FIPS 140-3,4761,"DigiCert, Inc.",Mocana Cryptographic Suite B Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-08-14,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4761,no_pqc_cert_classical_only,url_authoritative,CMVP #4761: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
digicert-software-trust-manager,DigiCert Software Trust Manager,FIPS 140-3,4818,"DigiCert, Inc.",Mocana Cryptographic Loadable Kernel Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-10-01,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4818,no_pqc_cert_classical_only,url_authoritative,CMVP #4818: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
digicert-trust-lifecycle-manager,DigiCert Trust Lifecycle Manager,FIPS 140-3,4761,"DigiCert, Inc.",Mocana Cryptographic Suite B Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-08-14,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4761,no_pqc_cert_classical_only,url_authoritative,CMVP #4761: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
digicert-trust-lifecycle-manager,DigiCert Trust Lifecycle Manager,FIPS 140-3,4818,"DigiCert, Inc.",Mocana Cryptographic Loadable Kernel Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-10-01,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4818,no_pqc_cert_classical_only,url_authoritative,CMVP #4818: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
digicert-trustcore-sdk,DigiCert TrustCore SDK,FIPS 140-3,4761,"DigiCert, Inc.",Mocana Cryptographic Suite B Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-08-14,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4761,no_pqc_cert_classical_only,url_authoritative,CMVP #4761: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
digicert-trustcore-sdk,DigiCert TrustCore SDK,FIPS 140-3,4818,"DigiCert, Inc.",Mocana Cryptographic Loadable Kernel Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-10-01,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4818,no_pqc_cert_classical_only,url_authoritative,CMVP #4818: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
druva-data-resiliency-cloud,Druva Data Resiliency Cloud,FIPS 140-3,4260,Druva Inc.,Druva FIPS Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2022-07-06,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4260,no_pqc_cert_classical_only,url_authoritative,CMVP #4260: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
druva-data-resiliency-cloud,Druva Data Resiliency Cloud,FIPS 140-3,5176,Druva Inc.,Druva FIPS 140-3 Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2026-03-10,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5176,no_pqc_cert_classical_only,url_authoritative,CMVP #5176: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
entrust-keycontrol,Entrust KeyControl,ACVP,A7285,Entrust Corporation,nShield 5 Algorithm Library - nCore,"ML-DSA, ML-KEM, SLH-DSA",,Active,2025-07-30,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20056,pqc_cert_present,url_authoritative,CMVP #A7285: PQC mechanisms detected. Verify algorithms at https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/A7285,2026-05-06
entrust-keycontrol,Entrust KeyControl,ACVP,A7990,Entrust Corporation,PQSDK,LMS,,Active,2026-01-30,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20796,pqc_cert_present,url_authoritative,CMVP #A7990: PQC mechanisms detected. Verify algorithms at https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/A7990,2026-05-06
entrust-keycontrol,Entrust KeyControl,FIPS 140-3,4338,Entrust,"nShield F3 10+ 500+ 6000+ & nShield F3 500+ 1500+ 6000+ for nShield Connect+, Connect CLX and HSMi",No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2022-10-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4338,no_pqc_cert_classical_only,url_authoritative,CMVP #4338: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
entrust-keycontrol,Entrust KeyControl,FIPS 140-3,4336,Entrust,nShield F2 500+ & nShield F2 1500+ & nShield F2 6000+,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2022-10-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4336,no_pqc_cert_classical_only,url_authoritative,CMVP #4336: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
entrust-keycontrol,Entrust KeyControl,FIPS 140-3,4335,Entrust,nShield Solo XC F3 & nShield Solo XC F3 for nShield Connect XC and for nShield HSMi,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2022-10-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4335,no_pqc_cert_classical_only,url_authoritative,CMVP #4335: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
entrust-keycontrol,Entrust KeyControl,FIPS 140-3,4333,Entrust,nShield Solo XC F2,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2022-10-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4333,no_pqc_cert_classical_only,url_authoritative,CMVP #4333: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
entrust-keycontrol,Entrust KeyControl,FIPS 140-3,4765,Entrust,nShield 5s Hardware Security Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-08-19,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4765,no_pqc_cert_classical_only,url_authoritative,CMVP #4765: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
entrust-pki,Entrust PKI,ACVP,A7285,Entrust Corporation,nShield 5 Algorithm Library - nCore,"ML-DSA, ML-KEM, SLH-DSA",,Active,2025-07-30,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20056,pqc_cert_present,url_authoritative,CMVP #A7285: PQC mechanisms detected. Verify algorithms at https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/A7285,2026-05-06
entrust-pki,Entrust PKI,ACVP,A7990,Entrust Corporation,PQSDK,LMS,,Active,2026-01-30,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20796,pqc_cert_present,url_authoritative,CMVP #A7990: PQC mechanisms detected. Verify algorithms at https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/A7990,2026-05-06
entrust-pki,Entrust PKI,FIPS 140-3,4338,Entrust,"nShield F3 10+ 500+ 6000+ & nShield F3 500+ 1500+ 6000+ for nShield Connect+, Connect CLX and HSMi",No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2022-10-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4338,no_pqc_cert_classical_only,url_authoritative,CMVP #4338: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
entrust-pki,Entrust PKI,FIPS 140-3,4336,Entrust,nShield F2 500+ & nShield F2 1500+ & nShield F2 6000+,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2022-10-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4336,no_pqc_cert_classical_only,url_authoritative,CMVP #4336: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
entrust-pki,Entrust PKI,FIPS 140-3,4765,Entrust,nShield 5s Hardware Security Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-08-19,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4765,no_pqc_cert_classical_only,url_authoritative,CMVP #4765: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
entrust-nshield,Entrust nShield,ACVP,A7285,Entrust Corporation,nShield 5 Algorithm Library - nCore,"ML-DSA, ML-KEM, SLH-DSA",,Active,2025-07-30,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20056,pqc_cert_present,url_authoritative,CMVP #A7285: PQC mechanisms detected. Verify algorithms at https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/A7285,2026-05-06
entrust-nshield,Entrust nShield,ACVP,A7990,Entrust Corporation,PQSDK,LMS,,Active,2026-01-30,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20796,pqc_cert_present,url_authoritative,CMVP #A7990: PQC mechanisms detected. Verify algorithms at https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/A7990,2026-05-06
entrust-nshield,Entrust nShield,FIPS 140-3,4338,Entrust,"nShield F3 10+ 500+ 6000+ & nShield F3 500+ 1500+ 6000+ for nShield Connect+, Connect CLX and HSMi",No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2022-10-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4338,no_pqc_cert_classical_only,url_authoritative,CMVP #4338: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
entrust-nshield,Entrust nShield,FIPS 140-3,4336,Entrust,nShield F2 500+ & nShield F2 1500+ & nShield F2 6000+,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2022-10-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4336,no_pqc_cert_classical_only,url_authoritative,CMVP #4336: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
entrust-nshield,Entrust nShield,FIPS 140-3,4335,Entrust,nShield Solo XC F3 & nShield Solo XC F3 for nShield Connect XC and for nShield HSMi,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2022-10-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4335,no_pqc_cert_classical_only,url_authoritative,CMVP #4335: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
entrust-nshield,Entrust nShield,FIPS 140-3,4333,Entrust,nShield Solo XC F2,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2022-10-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4333,no_pqc_cert_classical_only,url_authoritative,CMVP #4333: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
entrust-nshield,Entrust nShield,FIPS 140-3,4765,Entrust,nShield 5s Hardware Security Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-08-19,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4765,no_pqc_cert_classical_only,url_authoritative,CMVP #4765: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
f5-adsp-pqc,F5 ADSP PQC,FIPS 140-3,5023,"F5, Inc.",OpenSSL Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-06-08,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5023,no_pqc_cert_classical_only,url_authoritative,CMVP #5023: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
f5-adsp-pqc,F5 ADSP PQC,FIPS 140-3,5045,"F5, Inc.",F5OS-A Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-07-23,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5045,no_pqc_cert_classical_only,url_authoritative,CMVP #5045: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
f5-adsp-pqc,F5 ADSP PQC,FIPS 140-3,5056,"F5, Inc.",Device Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-09-02,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5056,no_pqc_cert_classical_only,url_authoritative,CMVP #5056: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
f5-big-ip,F5 BIG-IP,FIPS 140-3,4716,"F5, Inc.",Cryptographic Module for BIG-IP ®,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-07-09,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4716,no_pqc_cert_classical_only,url_authoritative,CMVP #4716: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
f5-big-ip,F5 BIG-IP,FIPS 140-3,4895,"F5, Inc.",Cryptographic Module for BIG-IP,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-11-21,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4895,no_pqc_cert_classical_only,url_authoritative,CMVP #4895: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
f5-big-ip,F5 BIG-IP,FIPS 140-3,4945,"F5, Inc.",BIG-IP Tenant Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-01-17,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4945,no_pqc_cert_classical_only,url_authoritative,CMVP #4945: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
f5-big-ip,F5 BIG-IP,FIPS 140-3,5045,"F5, Inc.",F5OS-A Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-07-23,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5045,no_pqc_cert_classical_only,url_authoritative,CMVP #5045: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
f5-big-ip,F5 BIG-IP,FIPS 140-3,5056,"F5, Inc.",Device Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-09-02,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5056,no_pqc_cert_classical_only,url_authoritative,CMVP #5056: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
filevault-macos,FileVault (macOS),ACVP,A7637,Apple Inc.,"Apple corecrypto Module [Apple silicon, Kernel, Software, SL1] (vng_hwassist)","ML-DSA, ML-KEM",,Active,2025-10-31,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20368,pqc_cert_present,url_authoritative,CMVP #A7637: PQC mechanisms detected. Verify algorithms at https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/A7637,2026-05-06
filevault-macos,FileVault (macOS),ACVP,A7649,Apple Inc.,"Apple corecrypto Module [Apple silicon, Secure Key Store, Hardware, SL2] (c_ltc)","ML-DSA, ML-KEM",,Active,2025-10-31,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20372,pqc_cert_present,url_authoritative,CMVP #A7649: PQC mechanisms detected. Verify algorithms at https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/A7649,2026-05-06
filevault-macos,FileVault (macOS),ACVP,A7645,Apple Inc.,"Apple corecrypto Module [Apple silicon, User, Software, SL1] (vng_hwassist)","ML-DSA, ML-KEM",,Active,2025-10-31,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20361,pqc_cert_present,url_authoritative,CMVP #A7645: PQC mechanisms detected. Verify algorithms at https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/A7645,2026-05-06
