product_id,software_name,purl,purl_type,purl_namespace,purl_name,match_confidence,status,registry_url,last_verified_date,purl_coverage_flag,data_quality_notes
cyberint-check-point,Cyberint (Check Point),,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Cyberint (Check Point)'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
cybernetica-pqc-estonia,Cybernetica PQC Estonia,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Cybernetica PQC Estonia'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
czertainly,CZERTAINLY,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'CZERTAINLY'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
czqci-czech-quantum-infrastructure,CZQCI Czech Quantum Infrastructure,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'CZQCI Czech Quantum Infrastructure'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
dashlane,Dashlane,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Dashlane'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
debian-12-bookworm,Debian 12 (Bookworm),,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Debian 12 (Bookworm)'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
delinea-secret-server,Delinea Secret Server,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Delinea Secret Server'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
dell-bsafe-crypto-module-for-c,Dell BSAFE Crypto Module for C,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Dell BSAFE Crypto Module for C'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
dell-bsafe-crypto-j,Dell BSAFE Crypto-J,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Dell BSAFE Crypto-J'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
dell-powerstore-os-4-0,Dell PowerStore OS 4.0,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Dell PowerStore OS 4.0'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
dfns,DFNS,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'DFNS'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
digicert-certcentral,DigiCert CertCentral,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'DigiCert CertCentral'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
digicert-device-trust-manager,DigiCert Device Trust Manager,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'DigiCert Device Trust Manager'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
digicert-one,DigiCert ONE,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'DigiCert ONE'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
digicert-signinghub,DigiCert SigningHub,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'DigiCert SigningHub'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
digicert-software-trust-manager,DigiCert Software Trust Manager,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'DigiCert Software Trust Manager'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
digicert-trust-lifecycle-manager,DigiCert Trust Lifecycle Manager,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'DigiCert Trust Lifecycle Manager'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
digicert-trustcore-sdk,DigiCert TrustCore SDK,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'DigiCert TrustCore SDK'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
docker-engine-28-0,Docker Engine 28.0,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Docker Engine 28.0'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
dogtag-certificate-system,Dogtag Certificate System,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Dogtag Certificate System'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
dragos-platform,Dragos Platform,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Dragos Platform'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
druva-data-resiliency-cloud,Druva Data Resiliency Cloud,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Druva Data Resiliency Cloud'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
duckduckgo-browser,DuckDuckGo Browser,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'DuckDuckGo Browser'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
dyber-quantatpm,Dyber QuantaTPM,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Dyber QuantaTPM'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
e-nokia-quantum-safe-network,E& Nokia Quantum-Safe Network,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'E& Nokia Quantum-Safe Network'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
eclipse-jetty,Eclipse Jetty,pkg:github/jetty/jetty.project,github,jetty,jetty.project,exact,matched,https://github.com/jetty/jetty.project,2026-04-01,purl_matched,"PURL verified. Source: github, 2026-05-06."
ejbca,EJBCA,pkg:github/Keyfactor/ejbca-ce,github,Keyfactor,ejbca-ce,exact,matched,https://github.com/Keyfactor/ejbca-ce,2026-04-01,purl_matched,"PURL verified. Source: github, 2026-05-06."
elastic-stack-elk,Elastic Stack (ELK),,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Elastic Stack (ELK)'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
element-matrix-protocol,Element (Matrix Protocol),,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Element (Matrix Protocol)'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
enquantum-pqc-accelerator,Enquantum PQC Accelerator,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Enquantum PQC Accelerator'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
entrust-cryptographic-platform,Entrust Cryptographic Platform,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Entrust Cryptographic Platform'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
entrust-cryptographic-security-platform,Entrust Cryptographic Security Platform,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Entrust Cryptographic Security Platform'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
entrust-identity-as-a-service-idaas,Entrust Identity as a Service (IDaaS),,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Entrust Identity as a Service (IDaaS)'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
entrust-keycontrol,Entrust KeyControl,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Entrust KeyControl'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
entrust-nshield,Entrust nShield,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Entrust nShield'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
entrust-pki,Entrust PKI,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Entrust PKI'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
envoy-proxy,Envoy Proxy,pkg:github/envoyproxy/envoy,github,envoyproxy,envoy,exact,matched,https://github.com/envoyproxy/envoy,2026-04-01,purl_matched,"PURL verified. Source: github, 2026-05-06."
ericsson-quantum-safe-5g,Ericsson Quantum-Safe 5G,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Ericsson Quantum-Safe 5G'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
escrypt-automotive-pqc-solutions,ESCRYPT Automotive PQC Solutions,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'ESCRYPT Automotive PQC Solutions'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
essendi-xc,essendi xc,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'essendi xc'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
ethereum-geth,Ethereum (Geth),pkg:github/ethereum/go-ethereum,github,ethereum,go-ethereum,exact,matched,https://github.com/ethereum/go-ethereum,2026-04-01,purl_matched,"PURL verified. Source: github, 2026-05-06."
etsi-ts-104-105-hybrid-pqc-standard,ETSI TS 104 105 Hybrid PQC Standard,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'ETSI TS 104 105 Hybrid PQC Standard'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
eu-pqc-implementation-roadmap,EU PQC Implementation Roadmap,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'EU PQC Implementation Roadmap'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
eudi-reference-wallet,EUDI Reference Wallet,pkg:github/eu-digital-identity-wallet/eudi-app-android-wallet-ui,github,eu-digital-identity-wallet,eudi-app-android-wallet-ui,exact,matched,https://github.com/eu-digital-identity-wallet/eudi-app-android-wallet-ui,2026-04-01,purl_matched,"PURL verified. Source: github, 2026-05-06."
evertrust-horizon,EVERTRUST HORIZON,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'EVERTRUST HORIZON'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
evertrust-stream,EVERTRUST STREAM,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'EVERTRUST STREAM'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
eviden-idnomic-pki,Eviden IDnomic PKI,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Eviden IDnomic PKI'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
eviden-pqc-hsmaas,Eviden PQC HSMaaS,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Eviden PQC HSMaaS'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
eviden-trustway-proteccio-nethsm,Eviden Trustway Proteccio NetHSM,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Eviden Trustway Proteccio NetHSM'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
evolutionq-basejumpqdn,evolutionQ BasejumpQDN,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'evolutionQ BasejumpQDN'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
evolutionq-basejumpski,evolutionQ BasejumpSKI,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'evolutionQ BasejumpSKI'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
exequantum,ExeQuantum,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'ExeQuantum'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
expressvpn-lightway,ExpressVPN Lightway,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'ExpressVPN Lightway'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
f5-adsp-pqc,F5 ADSP PQC,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'F5 ADSP PQC'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
f5-big-ip,F5 BIG-IP,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'F5 BIG-IP'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
fastly-edge-cloud,Fastly Edge Cloud,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Fastly Edge Cloud'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
fastly-pqc-cdn,Fastly PQC CDN,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Fastly PQC CDN'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
fedora-linux,Fedora Linux,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Fedora Linux'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
fenasbac-pix-pqc-research,FENASBAC Pix PQC Research,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'FENASBAC Pix PQC Research'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
filevault-macos,FileVault (macOS),,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'FileVault (macOS)'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
fireblocks,Fireblocks,pkg:github/fireblocks/mpc-lib,github,fireblocks,mpc-lib,exact,matched,https://github.com/fireblocks/mpc-lib,2026-04-01,purl_matched,"PURL verified. Source: github, 2026-05-06."
fis-modern-banking,FIS Modern Banking,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'FIS Modern Banking'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
forcepoint-dlp,Forcepoint DLP,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Forcepoint DLP'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
fortanix-data-security-manager,Fortanix Data Security Manager,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Fortanix Data Security Manager'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
fortanix-pqc-central,Fortanix PQC Central,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Fortanix PQC Central'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
fortinet-fortiauthenticator,Fortinet FortiAuthenticator,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Fortinet FortiAuthenticator'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
fortinet-fortigate-fortios,Fortinet FortiGate (FortiOS),,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Fortinet FortiGate (FortiOS)'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
fortinet-fortigate-rugged,Fortinet FortiGate-Rugged,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Fortinet FortiGate-Rugged'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
fortinet-fortimanager,Fortinet FortiManager,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Fortinet FortiManager'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
fortinet-fortios,Fortinet FortiOS,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Fortinet FortiOS'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
fortinet-fortiweb,Fortinet FortiWeb,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Fortinet FortiWeb'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
forward-edge-ai-isidore-quantum,Forward Edge-AI Isidore Quantum,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Forward Edge-AI Isidore Quantum'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
forward-edge-ai-space-router,Forward Edge-AI Space Router,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Forward Edge-AI Space Router'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
freebsd,FreeBSD,pkg:github/freebsd/freebsd-src,github,freebsd,freebsd-src,exact,matched,https://github.com/freebsd/freebsd-src,2026-04-01,purl_matched,"PURL verified. Source: github, 2026-05-06."
freertos,FreeRTOS,pkg:github/FreeRTOS/FreeRTOS,github,FreeRTOS,FreeRTOS,exact,matched,https://github.com/FreeRTOS/FreeRTOS,2026-04-01,purl_matched,"PURL verified. Source: github, 2026-05-06."
fujitsu-pqc-networks,Fujitsu PQC Networks,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Fujitsu PQC Networks'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
fusionauth,FusionAuth,pkg:github/FusionAuth/fusionauth-issues,github,FusionAuth,fusionauth-issues,exact,matched,https://github.com/FusionAuth/fusionauth-issues,2026-04-01,purl_matched,"PURL verified. Source: github, 2026-05-06."
futurex-cloud,Futurex Cloud,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Futurex Cloud'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
futurex-cryptohub,Futurex CryptoHub,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Futurex CryptoHub'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
futurex-vectera-plus,Futurex Vectera Plus,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Futurex Vectera Plus'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
g-d-quantum-safe-sim-platform,G+D Quantum-Safe SIM Platform,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'G+D Quantum-Safe SIM Platform'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
garantir-garatrust,Garantir GaraTrust,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Garantir GaraTrust'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
general-dynamics-mission,General Dynamics Mission,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'General Dynamics Mission'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
genua-quantum-resistant-vpn,Genua Quantum-Resistant VPN,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Genua Quantum-Resistant VPN'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
giesecke-devrient-pqc-id-card,Giesecke+Devrient PQC ID Card,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Giesecke+Devrient PQC ID Card'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
github-actions,GitHub Actions,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'GitHub Actions'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
github-copilot-security,GitHub Copilot Security,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'GitHub Copilot Security'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
github-ssh-pqc,GitHub SSH PQC,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'GitHub SSH PQC'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
gitlab-ci-cd,GitLab CI/CD,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'GitLab CI/CD'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
globalsign-atlas-clm,GlobalSign Atlas CLM,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'GlobalSign Atlas CLM'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
globalsign-digital-signing-service,GlobalSign Digital Signing Service,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'GlobalSign Digital Signing Service'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
gmail-google-workspace,Gmail / Google Workspace,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Gmail / Google Workspace'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
gnupg,GnuPG,pkg:github/gpg/gnupg,github,gpg,gnupg,exact,matched,https://github.com/gpg/gnupg,2026-04-01,purl_matched,"PURL verified. Source: github, 2026-05-06."
gnutls,GnuTLS,pkg:github/gnutls/gnutls,github,gnutls,gnutls,manual,matched,https://gitlab.com/gnutls/gnutls,2026-04-01,purl_matched,"PURL verified. Source: github, 2026-05-06."
go-stdlib-crypto-mlkem,Go stdlib crypto/mlkem,pkg:go/golang.org/x/crypto,go,golang.org/x,crypto,manual,matched,https://pkg.go.dev/golang.org/x/crypto,2026-04-01,purl_matched,"PURL verified. Source: go, 2026-05-06."
go-jose-v4,go-jose v4,pkg:github/go-jose/go-jose,github,go-jose,go-jose,exact,matched,https://github.com/go-jose/go-jose,2026-04-01,purl_matched,"PURL verified. Source: github, 2026-05-06."
google-alts,Google ALTS,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Google ALTS'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
google-chrome,Google Chrome,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Google Chrome'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
google-cloud-cdn,Google Cloud CDN,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Google Cloud CDN'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
google-cloud-hsm,Google Cloud HSM,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Google Cloud HSM'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
google-cloud-kms,Google Cloud KMS,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Google Cloud KMS'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
google-cloud-kms-cloud-gateway,Google Cloud KMS (Cloud Gateway),,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Google Cloud KMS (Cloud Gateway)'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
google-cloud-platform-gcp,Google Cloud Platform (GCP),,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Google Cloud Platform (GCP)'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
google-gke,Google GKE,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Google GKE'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
google-opentitan,Google OpenTitan,pkg:github/lowRISC/opentitan,github,lowRISC,opentitan,exact,matched,https://github.com/lowRISC/opentitan,2026-04-01,purl_matched,"PURL verified. Source: github, 2026-05-06."
google-tink,Google Tink,pkg:github/tink-crypto/tink-java,github,tink-crypto,tink-java,exact,matched,https://github.com/tink-crypto/tink-java,2026-04-01,purl_matched,"PURL verified. Source: github, 2026-05-06."
gpg-code-signing,GPG Code Signing,pkg:github/gpg/gnupg,github,gpg,gnupg,exact,matched,https://github.com/gpg/gnupg,2026-04-01,purl_matched,"PURL verified. Source: github, 2026-05-06."
gsma-pq-telco-task-force,GSMA PQ Telco Task Force,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'GSMA PQ Telco Task Force'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
haproxy,HAProxy,pkg:github/haproxy/haproxy,github,haproxy,haproxy,exact,matched,https://github.com/haproxy/haproxy,2026-04-01,purl_matched,"PURL verified. Source: github, 2026-05-06."
