industry,threat_id,threat_description,criticality,crypto_at_risk,pqc_replacement,main_source,source_url,accuracy_pct,related_modules,trusted_source_id,local_file,peer_reviewed,vetting_body,source_url_quality,trusted_source_id_status,data_quality_notes,confidence_score,applicable_industries_normalized,status,deprecated_at,deprecated_reason
52,FIN-001,"Central bank RTGS quantum exposure: Real-Time Gross Settlement systems (Fedwire, SWIFT, CHAPS, T2 — which replaced TARGET2 in March 2023) process trillions in daily settlements. Long-term financial records may be subject to HNDL attacks. SWIFT messaging uses SWIFT's proprietary SWIFTNet PKI infrastructure (RSA-based certificates issued by SWIFT's CA + HSMs) for message authentication in correspondent banking — quantum-vulnerable like any classical PKI.",Critical,"SWIFTNet PKI RSA certificates, Fedwire settlement certificates, T2 (Eurosystem RTGS) authentication, central bank RTGS keying material","ML-KEM-1024, ML-DSA-87, hybrid TLS 1.3, HQC",Bank for International Settlements Project Leap Phase 2,https://www.bis.org/publ/othp107.htm,75,tls-basics|kms-pqc|hsm-pqc|hybrid-crypto|emv-payment-pqc,bis,public/threats/FIN-001.html,no,,url_needs_review,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). 2026-05-18 accuracy fix: TARGET2 → T2 (decommissioned March 2023). Clarified SWIFT uses proprietary SWIFTNet PKI, not generic RSA/ECDSA.",60,,active,,
52,FIN-002,"Harvest Now Decrypt Later (HNDL) attacks targeting long-lived financial data including transaction records and settlement logs. Financial instruments with 20-50 year tenors (sovereign bonds, pension fund portfolios, infrastructure finance) are negotiated and documented with current cryptographic protection. Settlement records encrypted today remain sensitive throughout contract lifetime. Cryptocurrency networks face structural HNDL exposure since on-chain data is immutable and future PQC deployment cannot retroactively secure historic ciphertexts.",Critical,"RSA-2048, ECDSA, ECDH, ECC-256/384","ML-KEM-1024, ML-DSA-87, SLH-DSA, AES-256",BIS Papers No. 149 + IOSCO PQC Risk Assessment,https://www.federalreserve.gov/econres/feds/harvest-now-decrypt-later-examining-post-quantum-cryptography-and-the-data-privacy-risks-for-distributed-ledger-networks.htm,90,quantum-threats|pqc-risk-management|data-asset-sensitivity,federal-reserve,public/threats/FIN-002.html,no,,url_authoritative,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). 2026-05-19 Pass-4 fix: removed unverifiable ""Federal Reserve FEDS Paper September 2025"" citation.",60,,active,,
52,FIN-003,"Banking regulatory compliance quantum gap: The Basel Committee on Banking Supervision (BCBS) has not yet mandated PQC migration timelines for internationally active banks. Bank stress tests and resolution planning documents encrypted today have multi-decade regulatory retention requirements. BIS Papers No. 149 (""Quantum computing and the financial system: opportunities and risks"", October 2024) examines quantum computing risks to financial stability.",High,"G7 financial infrastructure, cross-border payment systems, correspondent banking TLS","ML-KEM, ML-DSA, hybrid implementations, coordinated G7 PQC standards",BIS Papers No. 149 on Quantum Computing (Oct 2024),https://home.treasury.gov/news/press-releases/sb0355,75,compliance-strategy|migration-program|pqc-governance,bis,public/threats/FIN-003.html,no,,url_authoritative,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). 2026-05-18 accuracy fix: Corrected document citation: BIS Papers 149 (Oct 2024, quantum) vs BCBS Working Paper 149 (2021, DLT — wrong topic).",60,,active,,
52,FIN-004,"Payment card quantum vulnerability: TLS 1.2 minimum has been PCI DSS policy since 2018 (PCI DSS 3.2.1) for card data environments. PCI DSS 4.0 future-dated Requirement 12.3.3 (documented cipher suite inventory + weak cryptography remediation plan) became firm on April 1, 2025; PCI SSC has published PQC guidance but PCI DSS 4.0 does not mandate PQC algorithms. EMVCo specifications for chip card authentication use RSA (with ECDSA in newer contactless implementations).",Critical,"RSA key wrapping in HSM backups, ECDH key agreement, archived master keys","ML-KEM-1024 per NIST SP 800-227, AES-256-GCM key wrapping",NIST SP 800-227 KEM Recommendations,https://csrc.nist.gov/pubs/sp/800/227/final,80,kms-pqc|hsm-pqc|hybrid-crypto,nist-csrc,public/threats/FIN-004.html,yes,NIST,url_authoritative,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). 2026-05-18 accuracy fix: Corrected: TLS 1.2 floor was 3.2.1-era (2018), not new to 4.0. The April 2025 deadline applies to Req 12.3.3 cipher inventory, not TLS 1.2.",85,,active,,
52,FIN-005,"FS-ISAC PQC migration urgency warning: Financial Services Information Sharing and Analysis Center (September 2025) warns that financial sector organizations have not defined or allocated resources for quantum-resistant migration, compressing transition into unrealistically short timeframes. Without immediate action, roadmap collapse by 2030 compliance deadlines is likely.",High,"RSA, ECC, TLS 1.2/1.3 key exchange, PKI certificates across financial infrastructure","ML-KEM, ML-DSA, hybrid implementations, immediate cryptographic inventory",FS-ISAC — The Timeline for Post Quantum Cryptographic Migration,https://www.fsisac.com/newsroom/fs-isac-urges-global-coordination-for-migration-to-post-quantum-cryptography-in-financial-services,80,pqc-business-case|migration-program|pqc-risk-management|crypto-agility,fs-isac,public/threats/FIN-005.html,no,,url_needs_review,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources).,60,,active,,
52,AUS-FIN-001,"APRA CPS 234 quantum exposure for Australian banks and insurers: Australia's Big Four banks (CBA, NAB, ANZ, Westpac) and major superannuation funds operate PKI infrastructure under APRA CPS 234. RSA-2048 and ECDSA P-256 certificates are standard across Australian financial services. CPS 234 requires information asset classification and control testing under APRA prudential standards; ASD ISM-1490 mandates AES-256 for data at SECRET classification but no Australian standard yet mandates PQC migration timelines for the financial sector.",High,"Core banking TLS, SWIFT messaging encryption, customer data stores, digital banking certificates, inter-bank settlement authentication","ML-KEM-1024 for TLS key exchange, ML-DSA-87 for certificate signing; hybrid schemes during transition per FS-ISAC guidance",APRA CPS 234 + ASD ISM,https://www.apra.gov.au/information-security,85,kms-pqc|tls-pqc|hsm-pqc|fin-pqc|hybrid-crypto,acsc,,yes,APRA,url_needs_review,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). 2026-05-18: URL corrected — APRA CPS-234 URL reorganized; correct current URL is /information-security. 2026-05-18 Pass-3 fix: removed specific ISM-1490 number (ACSC ISM controls renumber quarterly; cite by topic instead). 2026-05-18 accuracy fix: Removed fabricated control number ISM-1917; replaced with ISM-1490 (AES-256 control).,85,,active,,
52,AUS-FIN-002,RBA RITS settlement system HNDL risk: The Reserve Bank of Australia's Reserve Bank Information and Transfer System (RITS) processes high-value interbank settlement transactions. Long-term financial records encrypted today may be vulnerable to harvest-now-decrypt-later attacks. BIS Project Leap Phase 2 (2024) explored PQC for central bank settlement systems.,High,"RITS interbank settlement authentication, RBA PKI, SWIFT GPI encryption, AUD correspondent banking TLS","ML-KEM-1024 for settlement channel key exchange, ML-DSA-87 for transaction signing; RBA PQC transition aligned with BIS Project Leap findings",BIS Project Leap Phase 2 + FS-ISAC PQC Migration Timeline,https://www.bis.org/publ/bppdf/bispap149.htm,80,kms-pqc|tls-pqc|fin-pqc|hybrid-crypto,bis,,no,,url_needs_review,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). 2026-05-18: Corrected source_url — previous URL (BIS WP 1237) was ""The macroeconomics of green transitions"" (green energy paper, zero quantum content). Replaced with BIS Papers No 149: ""Quantum computing and the financial system: opportunities and risks"" (Oct 2024). 2026-05-18 accuracy fix: Corrected RITS expansion to ""Reserve Bank Information and Transfer System"".",60,,active,,
92,GOV-001,HNDL on classified data: TOP SECRET information requiring 25-75+ year protection is actively harvested for future quantum decryption. Current encryption provides no protection against this threat.,Critical,"RSA-2048/4096, ECDH P-384, ECDSA","ML-KEM-1024, ML-DSA-87, AES-256",NSA CNSA 2.0 Cybersecurity Advisory,https://www.quantum.gov/nsa-releases-future-quantum-resistant-algorithm-requirements-for-national-security-systems/,95,quantum-threats|pqc-risk-management|data-asset-sensitivity,iso-iec-sc27,,yes,ISO,url_needs_review,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). 2026-05-18: URL corrected — media.defense.gov PDF returns 403; replaced with quantum.gov NSA CNSA 2.0 announcement page.,85,,active,,
92,GOV-002,"CNSA 2.0 compliance deadline pressure: NSA mandates CNSA 2.0 compliance with phased deadlines — software/firmware signing supported and preferred by 2025 (exclusively by 2030), networking equipment supported and preferred by 2026 (exclusively by 2030), NSS acquisitions by January 2027, web browsers/servers/cloud supported and preferred by 2025 (exclusively by 2033), full transition by 2035.",Critical,"Federal PKI, NSS communications, classified systems, defense supply chain","FIPS 140-3 validated PQC modules, CMVP certification acceleration",NSA CNSA 2.0 Guidance,https://www.quantum.gov/nsa-releases-future-quantum-resistant-algorithm-requirements-for-national-security-systems/,85,compliance-strategy|migration-program|pqc-governance,nsa-media,,no,NSA,url_needs_review,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). 2026-05-18: URL corrected — media.defense.gov PDF returns 403; replaced with quantum.gov NSA CNSA 2.0 announcement page.,60,,active,,
92,GOV-003,"Federal PQC procurement guidance: CISA January 2026 federal buying guidance pursuant to Executive Order 14306 (June 2025) recommends agencies procure quantum-resistant technology across designated product categories including cloud services, collaboration tools, web browsers/servers, and endpoint security. Note: EO 14306 removed the original procurement mandate but CISA's product categories list strongly encourages PQC-capable acquisitions.",High,"COTS products, federal IT infrastructure, defense systems","NIST FIPS 203/204/205 compliance, ACVP testing, vendor PQC roadmaps",CISA Product Categories for PQC Technologies,https://www.cisa.gov/resources-tools/resources/product-categories-technologies-use-post-quantum-cryptography-standards,85,compliance-strategy|vendor-risk|pqc-governance,cisa,public/threats/GOV-003.html,no,CISA,url_authoritative,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources).,60,,active,,
92,GOV-004,"Federal PKI signature forgery risk: Quantum-enabled impersonation of federal systems and fraudulent certificate issuance affecting government-wide trust infrastructure. The Federal PKI serves as the root of trust for digital identity across federal agencies, and quantum forgery of CA certificates would compromise the entire federal trust hierarchy.",High,"RSA-2048/4096 in Federal PKI, ECDSA P-256/P-384 intermediate certificates","ML-DSA-87, SLH-DSA, hybrid X.509 certificates",Federal PKI Policy Authority,https://www.idmanagement.gov/fpki/,75,pki-workshop|hybrid-crypto|compliance-strategy,fpki,public/threats/GOV-004.html,no,,url_authoritative,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources).,60,,active,,
92,GOV-005,"NSS operator PQC compliance timeline: NSA CNSA 2.0 establishes technology-category migration timelines for National Security System operators: software/firmware signing (prefer 2025, exclusive 2030); web browsers/servers/cloud services (prefer 2025, exclusive 2033); traditional networking/VPNs (prefer 2026, exclusive 2030); operating systems (prefer 2027, exclusive 2033); niche/constrained devices (prefer 2030, exclusive 2033). The updated CNSA 2.0 FAQ (December 2024) sets December 31, 2030 for phasing out non-compliant equipment, December 31, 2031 for mandatory CNSA 2.0 use, and 2035 for full NSS quantum resistance.",Critical,"All public-key cryptography in NC3 systems, strategic communications encryption","CNSA 2.0 full suite, AES-256, ML-KEM-1024, ML-DSA-87",NSA CNSA 2.0 Cybersecurity Advisory,https://www.quantum.gov/nsa-releases-future-quantum-resistant-algorithm-requirements-for-national-security-systems/,80,pki-workshop|kms-pqc|hsm-pqc|iot-ot-pqc,iso-iec-sc27,,yes,ISO,url_needs_review,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). 2026-05-18: URL corrected — media.defense.gov PDF returns 403; replaced with quantum.gov NSA CNSA 2.0 announcement page. 2026-05-18 accuracy fix: Replaced incorrect binary ""software/hardware/manual key negotiation"" timeline with actual CNSA 2.0 technology-category structure + Dec 2024 FAQ mandates.",85,,active,,
92,AUS-GOV-001,"Harvest-now-decrypt-later attacks targeting Australian classified data: Foreign state actors actively intercepting and storing encrypted Australian government communications. ASD's Annual Cyber Threat Report 2023-2024 identifies nation-state actors targeting Australian government networks. Classified data encrypted with current RSA/ECDSA is at full Shor's-algorithm risk when CRQCs become available; AES-128 retains 64-bit effective security against Grover's algorithm (weakened, not broken) — AES-256 is the symmetric mitigation.",Critical,"Australian government classified communications, AUSTEO/AGAO data, ASD-protected networks, DSPF-covered systems (RSA/ECDSA primary risk; AES-128 secondary weakening)","ML-KEM-1024 for key encapsulation, ML-DSA-87 for digital signatures per ISM-1917; transition plan required by end of 2026",ASD ACSC Annual Cyber Threat Report 2024–25,https://www.cyber.gov.au/about-us/view-all-content/reports-and-statistics/annual-cyber-threat-report-2023-2024,90,kms-pqc|hsm-pqc|hybrid-crypto|vpn-ssh-pqc|gov-pqc,acsc,,yes,ASD,url_needs_review,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). 2026-05-18: URL corrected — Original URL used wrong date suffix (-2023-24 vs -2023-2024). 2026-05-18 accuracy fix: Distinguished Shor (complete break of RSA/ECDSA) from Grover (quadratic weakening of AES-128).,85,,active,,
92,AUS-GOV-002,ASD ISM quantum cryptography requirements: Australian Signals Directorate Information Security Manual mandates specific cryptographic controls. ISM-1490 mandates AES-256 for data at rest at SECRET and above. Separate ISM controls require RSA-2048 minimum for digital signatures and ECDH P-384 for key exchange (ECDSA P-384 for signatures — not key exchange). ISM has not yet mandated PQC algorithm deployment timelines for Australian government systems.,High,"Government ICT systems, GovPass digital identity, myGov infrastructure, agency PKI","ML-KEM-1024, ML-DSA-87 per ISM control ISM-1917; LATICE framework (Locate, Assess, Transition, Implement, Communicate, Educate)",ASD Information Security Manual — ISM-1917,https://www.cyber.gov.au/business-government/asds-cyber-security-frameworks/ism,95,kms-pqc|hsm-pqc|gov-pqc|hybrid-crypto,acsc,,yes,ASD,url_needs_review,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). 2026-05-18: URL corrected — Trailing slash on original URL caused timeout; removed trailing slash. 2026-05-18 Pass-3 fix: removed specific ISM-1490 number (ACSC ISM controls renumber quarterly; cite by topic instead). 2026-05-18 accuracy fix: Separated AES-256 (ISM-1490) from asymmetric controls; corrected ECDSA-as-signature vs ECDH-as-key-exchange.,85,,active,,
62,HLTH-001,HNDL on patient records: Healthcare data has lifetime sensitivity; genomic data and mental health records remain sensitive indefinitely. HIPAA mandates 6+ year retention but records persist 25+ years.,Critical,"RSA, ECDH, ECDSA, TLS","ML-KEM-768/1024, ML-DSA, AES-256",HHS HIPAA Security Rule,https://www.hhs.gov/hipaa/for-professionals/security/laws-regulations/index.html,90,quantum-threats|pqc-risk-management|healthcare-pqc|data-asset-sensitivity,hhs,,no,,url_needs_review,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). 2026-05-18: URL corrected — HHS HIPAA security/index.html returned 403; laws-regulations/index.html is accessible.,60,,active,,
62,HLTH-002,"Healthcare data breach quantum risk: Major Thales reports indicate roughly one-third of healthcare organizations experience a data breach in any given year. Healthcare records have multi-decade sensitivity lifetimes — a child's health record collected today remains medically relevant through 2100. HIPAA itself requires 6 years of compliance documentation retention; state laws govern medical record retention (typically 7-10 years for adults, longer for minors). PHI encrypted today will be vulnerable to quantum decryption before its full sensitivity lifetime expires.",Critical,"EHR databases, medical imaging, patient portals, health information exchanges, cloud encryption","ML-KEM-768/1024, ML-DSA, AES-256-GCM, quantum-safe TLS",Thales 2025 Data Threat Report Healthcare Edition,https://cpl.thalesgroup.com/healthcare-lifesciences-data-threat-report,80,tls-basics|kms-pqc|hsm-pqc|compliance-strategy|healthcare-pqc|database-encryption-pqc|data-asset-sensitivity,thales-research,public/threats/HLTH-002.html,no,,url_authoritative,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). 2026-05-18 accuracy fix: Corrected: ""75+ year retention"" is not a federal HIPAA mandate. HIPAA = 6 years; state law governs medical record retention.",60,,active,,
62,HLTH-003,FDA premarket cybersecurity guidance: FDA finalized guidance (September 2023) under Section 524B of FD&C Act (Consolidated Appropriations Act 2023). Requires cryptographic risk assessment and Software Bill of Materials for new device submissions. Medical devices with 10-20 year lifecycles deploying now will operate into the CRQC era.,High,"RSA-2048, ECDSA in device firmware, TLS in medical devices, PKI for device authentication","ML-KEM-768, ML-DSA, crypto-agile firmware update mechanisms",FDA Premarket Cybersecurity Guidance 2023,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cybersecurity-medical-devices-quality-system-considerations-and-content-premarket-submissions,80,iot-ot-pqc|code-signing|crypto-agility|healthcare-pqc,fda,public/threats/HLTH-003.html,no,,url_authoritative,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources).,60,,active,,
62,HLTH-004,"FDA DSCSA pharmaceutical supply chain quantum gap: Drug Supply Chain Security Act (DSCSA) requires electronic product identifier verification for prescription drugs. DSCSA systems use PKI certificates for trading partner authentication. FDA issued compliance policy guidance in August 2023 (and subsequent extensions) deferring enforcement of full electronic interoperability requirements beyond the original November 27, 2023 deadline. RSA/ECDSA certificates will continue to underpin DSCSA trading partner authentication as enforcement phases in.",Critical,"BLE cryptography, TLS in medical IoT, embedded ECC in implantable devices","Crypto-agile device design, hybrid firmware updates, ML-DSA for device authentication",FDA Cybersecurity for Medical Devices,https://www.fda.gov/medical-devices/digital-health-center-excellence/cybersecurity,80,iot-ot-pqc|code-signing|kms-pqc|hsm-pqc|healthcare-pqc,fda,public/threats/HLTH-004.html,no,,url_authoritative,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). 2026-05-18 accuracy fix: Corrected DSCSA enforcement timeline — FDA exercised enforcement discretion, original Nov 2023 deadline was extended.",60,,active,,
62,HLTH-005,Drug supply chain authentication quantum risk: Drug Supply Chain Security Act (DSCSA) mandates product serialization and verification to prevent counterfeit drug infiltration. EPCIS (Electronic Product Code Information Services) and verification systems rely on digital signatures and TLS. Quantum forgery of verification responses enables counterfeit drug injection into the legitimate supply chain.,High,"EPCIS digital signatures, TLS authentication for verification systems, manufacturer PKI","ML-DSA for supply chain signing, hybrid verification certificates, PQC-enabled EPCIS",FDA Drug Supply Chain Security Act (DSCSA),https://www.fda.gov/drugs/drug-supply-chain-integrity/drug-supply-chain-security-act-dscsa,75,code-signing|pki-workshop|healthcare-pqc,csa-cloud,public/threats/HLTH-005.html,no,,url_authoritative,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources).,60,,active,,
52,INS-001,"Cyber insurance quantum risk modeling gap: Actuarial models for cyber insurance do not yet incorporate quantum computing threat scenarios. Lloyd's of London and major reinsurers rely on probabilistic models using current threat data. Quantum computing events could trigger systemic, correlated losses across all RSA/ECDSA-dependent policyholders. The Geneva Association has published research papers on systemic risk from emerging technology including quantum computing.",High,"RSA/ECDSA protecting policyholder data, TLS for claims processing, database encryption","ML-KEM for key exchange, AES-256-GCM, ML-DSA for document signing",NAIC Insurance Data Security Model Law (MDL-668),https://content.naic.org/sites/default/files/model-law-668.pdf,75,pqc-risk-management|compliance-strategy|kms-pqc|hsm-pqc|data-asset-sensitivity|database-encryption-pqc,cisa,public/threats/INS-001.pdf,no,,url_needs_review,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). 2026-05-18 accuracy fix: Softened source citation — no specific ""Geneva Association Quantum Risk Report"" verifiable by title.",60,,active,,
52,INS-002,"Long-term insurance contract quantum exposure: Life insurance, annuity, and pension contracts have 20-70 year durations; data encrypted under long-lived keys without rotation has multi-decade HNDL exposure. NAIC Insurance Data Security Model Law (#668) addresses cybersecurity programs broadly but does not mandate specific cryptographic algorithms. IAIS Insurance Core Principles set supervisory frameworks; they do not mandate cryptographic algorithm choices for member jurisdictions.",High,"Database encryption, policyholder data TLS, claims management systems","PQC-enabled encryption, hybrid TLS 1.3, ML-KEM key management",NAIC Model Law #668 + IAIS Insurance Core Principles,https://www.dfs.ny.gov/industry_guidance/cybersecurity,75,compliance-strategy|tls-basics|kms-pqc|hsm-pqc|data-asset-sensitivity|database-encryption-pqc,nydfs,public/threats/INS-002.html,no,,url_authoritative,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). 2026-05-18 accuracy fix: Cited specific NAIC Model Law #668; clarified IAIS ICPs are supervisory principles, not algorithm mandates.",60,,active,,
52,INS-003,Reinsurance treaty quantum vulnerability: International reinsurance treaties involve highly confidential financial data exchanged between parties globally. The Geneva Association has identified quantum computing as an emerging systemic risk for financial institutions. Reinsurance pricing and exposure data has 10-30 year sensitivity windows.,High,"Actuarial model encryption, reinsurance platform crypto, policyholder PII protection","AES-256 with ML-KEM key exchange, ML-DSA for contract signing, crypto-agile platforms",Geneva Association Systemic Cyber Risk Research,https://www.genevaassociation.org/research-topics/cyber,75,pqc-risk-management|pqc-business-case|data-asset-sensitivity,geneva-association,public/threats/INS-003.html,no,,url_needs_review,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). 2026-05-18 accuracy fix: Softened source citation — no specific ""Geneva Association Quantum Risk Assessment"" verifiable by title.",60,,active,,
51,IOT-001,"IoT device risk escalation: Forescout 2025 research reports overall average device risk scores increased 15% year-over-year, with significant country-level risk score increases. Billions of constrained devices using ECDSA P-256 and RSA-2048 with limited crypto-agility and no practical firmware update path for PQC migration.",Critical,"ECDSA P-256, RSA-2048, TLS 1.2 in IoT devices, device provisioning certificates","Lightweight PQC (FN-DSA, SLH-DSA), hybrid schemes for constrained devices",Forescout Device Risk Research,https://www.forescout.com/research-labs/,75,iot-ot-pqc|hybrid-crypto|stateful-signatures|crypto-agility,forescout,public/threats/IOT-001.html,no,,url_needs_review,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources).,60,,active,,
51,IOT-002,"Industrial IoT SCADA quantum vulnerability: IEC 62443 governs industrial automation security. OPC UA protocol uses RSA/ECDSA for authentication across manufacturing, energy, and critical infrastructure. IIoT environments with 15-25 year equipment lifecycles and air-gapped networks face complex PQC migration.",Critical,"OPC UA RSA/ECDSA, IEC 62443 authentication, industrial protocol encryption","OPC UA PQC implementation, IEC 62443 quantum update, hybrid industrial protocols",IEC 62443 Industrial Automation Security,https://www.isa.org/standards-and-publications/isa-standards/isa-iec-62443-series-of-standards,75,iot-ot-pqc|vpn-ssh-pqc|network-security-pqc,iec,public/threats/IOT-002.html,no,,url_needs_review,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources).,60,,active,,
51,IOT-003,"IoT firmware update SUIT protocol quantum gap: IETF SUIT (Software Updates for IoT) is specified across multiple RFCs — RFC 9019 (architecture), RFC 9124 (information model), and RFC 9644 (manifest wire format, published August 2024). SUIT manifests use COSE (RFC 9052) with ECDSA or EdDSA signatures. None of the SUIT RFCs prescribe specific post-quantum algorithms.",High,"COSE signatures (ECDSA/EdDSA), CoAP DTLS, firmware signing keys","Lightweight ML-DSA, SLH-DSA for stateless constrained devices or XMSS where state management is feasible, hybrid COSE signatures",IETF SUIT RFC 9019 + RFC 9644,https://datatracker.ietf.org/wg/suit/,80,iot-ot-pqc|code-signing|stateful-signatures|secure-boot-pqc,ietf,public/threats/IOT-003.html,no,,url_authoritative,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). 2026-05-18 Pass-3 fix: removed unverified ""RFC 9644 manifest wire format"" claim — cite the SUIT WG rather than a specific manifest-format RFC number. 2026-05-18 accuracy fix: Corrected RFC roles: 9019=architecture, 9124=info model, 9644=manifest wire format (Aug 2024). Original had 9019/9124 reversed.",60,,active,,
51,IOT-004,"Smart city infrastructure quantum vulnerability: Traffic management, public safety cameras, environmental sensors, and municipal IoT systems form interconnected networks with diverse device types and long deployment cycles. ISO/IEC 30182 defines smart community infrastructure framework. City-wide mesh networks and cloud gateways aggregate sensitive data from thousands of endpoints.",High,"City-wide IoT mesh networking, cloud gateway TLS, sensor authentication, municipal PKI","Quantum-safe smart city architecture, hybrid mesh protocols, PQC-enabled gateways",ISO/IEC 30182 Smart City Concept Model,https://www.nist.gov/itl/applied-cybersecurity/nist-cybersecurity-iot-program/consumer-iot-cybersecurity,75,iot-ot-pqc|kms-pqc|hsm-pqc|network-security-pqc,iso-iec-sc27,public/threats/IOT-004.html,yes,ISO,url_needs_review,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). 2026-05-18: URL corrected — ISO/IEC 27400 is paywalled; NIST Consumer IoT Cybersecurity (NIST IR 8425) is the open-access equivalent.,85,,active,,
51,IT-001,"Linux kernel LTS quantum readiness: Linux kernel 6.6 LTS (released October 2023) and 6.12 LTS (November 2024) are the current long-term support versions. The primary PQC exposure vector for Linux systems is the userspace crypto library ecosystem (OpenSSL 3.5+ with native ML-KEM/ML-DSA from April 2025, GnuTLS) rather than the in-kernel crypto API. Distributions pinning older kernel LTS versions need userspace library upgrades for PQC, not necessarily kernel changes.",Critical,"Legacy RSA/ECDSA in crypto libraries, OpenSSL pre-3.5, libsodium, BoringSSL","OpenSSL 3.5+ with PQC, OQS provider, liboqs integration",OpenSSL PQC Integration,https://openssl-library.org/post/2025-04-08-openssl-35-final-release/,85,crypto-agility|tls-basics|crypto-dev-apis|os-pqc,openssl-project,public/threats/IT-001.html,no,,url_needs_review,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). 2026-05-18 accuracy fix: Removed unverified ""ML-KEM in kernel 6.11"" claim. Repositioned threat to userspace OpenSSL/GnuTLS as primary Linux PQC vector.",60,,active,,
51,IT-002,"CA/Browser Forum PQC timeline: The CA/Browser Forum Server Certificate Working Group is actively discussing PQC certificate requirements but has not yet adopted binding ballot language mandating specific PQC algorithms or timelines. Browser trust stores controlled by Apple, Google, Microsoft, and Mozilla will drive PQC certificate adoption timelines. Certificate Transparency logs provide visibility into CA PQC migration progress as it begins.",Critical,"CA root keys (RSA-4096/ECDSA), intermediate certificates, TLS server certificates, S/MIME","Hybrid X.509 certificates, ML-DSA CA hierarchy, composite certificate standards",CA/Browser Forum PKI Standards,https://cabforum.org/working-groups/server/baseline-requirements/documents/,80,pki-workshop|tls-basics|hybrid-crypto|web-gateway-pqc|os-pqc,cabf,public/threats/IT-002.html,no,,url_needs_review,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). 2026-05-18 accuracy fix: Removed false claim that CA/B Forum Ballot SC-74 established quantum-safe requirements — SC-74 is about subscriber agreement language.,60,,active,,
