product_id,software_name,cpe_uri,cpe_vendor,cpe_product,match_confidence,status,nvd_url,last_verified_date,cpe_coverage_flag,data_quality_notes,deprecated_at,deprecated_reason
crypto-cryptopp,Crypto++ (cryptopp),,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'Crypto++ (cryptopp)' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
crypto4a-qxedge,Crypto4A QxEDGE,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'Crypto4A QxEDGE' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
crypto4a-qxhsm,Crypto4A QxHSM,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'Crypto4A QxHSM' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
crypto4a-qxvault,Crypto4A QxVault,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'Crypto4A QxVault' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
cryptomathic-ckms,Cryptomathic CKMS,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'Cryptomathic CKMS' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
cryptomathic-crystalkey-360,Cryptomathic CrystalKey 360,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'Cryptomathic CrystalKey 360' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
cryptonext-compass-network-probe,CryptoNext COMPASS Network Probe,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'CryptoNext COMPASS Network Probe' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
cryptonext-compass-probe,CryptoNext COMPASS Probe,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'CryptoNext COMPASS Probe' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
cryptonext-quantum-safe-library,CryptoNext Quantum-Safe Library,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'CryptoNext Quantum-Safe Library' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
cryptosense-analyzer,Cryptosense Analyzer,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'Cryptosense Analyzer' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
cryptpad-pqc-collaboration,CryptPad PQC Collaboration,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'CryptPad PQC Collaboration' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
crystals-reference-implementations,CRYSTALS Reference Implementations,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'CRYSTALS Reference Implementations' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
curl-pqc,curl PQC,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'curl PQC' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
cyberark-conjur,CyberArk Conjur,cpe:2.3:a:cyberark:conjur_service_broker:-:*:*:*:*:pivotal_cloud_foundry:*:*,cyberark,conjur_service_broker,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=cyberark%20conjur,2026-04-01,cpe_matched,"CPE verified. Source: NVD, 2026-05-06.",,
cyberint-check-point,Cyberint (Check Point),,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'Cyberint (Check Point)' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
czertainly,CZERTAINLY,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'CZERTAINLY' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
dashlane,Dashlane,cpe:2.3:a:dashlane:dashlane:-:*:*:*:*:windows:*:*,dashlane,dashlane,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=dashlane%20dashlane,2026-04-01,cpe_matched,"CPE verified. Source: NVD, 2026-05-06.",,
debian-12-bookworm,Debian 12 (Bookworm),,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'Debian 12 (Bookworm)' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
delinea-secret-server,Delinea Secret Server,cpe:2.3:a:delinea:secret_server:10.9.000002:*:*:*:*:*:*:*,delinea,secret_server,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=delinea%20secret%20server,2026-04-01,cpe_matched,"CPE verified. Source: NVD, 2026-05-06.",,
dell-bsafe-crypto-module-for-c,Dell BSAFE Crypto Module for C,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'Dell BSAFE Crypto Module for C' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
dell-bsafe-crypto-j,Dell BSAFE Crypto-J,cpe:2.3:a:dell:bsafe_crypto-j:-:*:*:*:*:*:*:*,dell,bsafe_crypto-j,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=dell%20bsafe%20crypto-j,2026-04-01,cpe_matched,"CPE verified. Source: NVD, 2026-05-06.",,
dell-powerstore-os-4-0,Dell PowerStore OS 4.0,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'Dell PowerStore OS 4.0' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
dfns,DFNS,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'DFNS' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
digicert-certcentral,DigiCert CertCentral,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'DigiCert CertCentral' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
digicert-device-trust-manager,DigiCert Device Trust Manager,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'DigiCert Device Trust Manager' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
digicert-one,DigiCert ONE,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'DigiCert ONE' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
digicert-signinghub,DigiCert SigningHub,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'DigiCert SigningHub' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
digicert-software-trust-manager,DigiCert Software Trust Manager,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'DigiCert Software Trust Manager' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
digicert-trust-lifecycle-manager,DigiCert Trust Lifecycle Manager,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'DigiCert Trust Lifecycle Manager' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
digicert-trustcore-sdk,DigiCert TrustCore SDK,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'DigiCert TrustCore SDK' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
docker-engine-28-0,Docker Engine 28.0,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'Docker Engine 28.0' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
dogtag-certificate-system,Dogtag Certificate System,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'Dogtag Certificate System' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
dragos-platform,Dragos Platform,cpe:2.3:a:dragos:dragos_platform:2.2.1:*:*:*:*:*:*:*,dragos,dragos_platform,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=dragos%20platform,2026-04-01,cpe_matched,"CPE verified. Source: NVD, 2026-05-06.",,
druva-data-resiliency-cloud,Druva Data Resiliency Cloud,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'Druva Data Resiliency Cloud' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
duckduckgo-browser,DuckDuckGo Browser,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'DuckDuckGo Browser' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
dyber-quantatpm,Dyber QuantaTPM,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'Dyber QuantaTPM' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
eclipse-jetty,Eclipse Jetty,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'Eclipse Jetty' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
ejbca,EJBCA,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'EJBCA' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
elastic-stack-elk,Elastic Stack (ELK),,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'Elastic Stack (ELK)' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
element-matrix-protocol,Element (Matrix Protocol),,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'Element (Matrix Protocol)' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
enquantum-pqc-accelerator,Enquantum PQC Accelerator,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'Enquantum PQC Accelerator' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
entrust-cryptographic-platform,Entrust Cryptographic Platform,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'Entrust Cryptographic Platform' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
entrust-cryptographic-security-platform,Entrust Cryptographic Security Platform,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'Entrust Cryptographic Security Platform' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
entrust-identity-as-a-service-idaas,Entrust Identity as a Service (IDaaS),,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'Entrust Identity as a Service (IDaaS)' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
entrust-keycontrol,Entrust KeyControl,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'Entrust KeyControl' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
entrust-nshield,Entrust nShield,cpe:2.3:h:entrust:nshield_5c:-:*:*:*:*:*:*:*,entrust,nshield_5c,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=entrust%20nshield,2026-04-01,cpe_matched,"CPE verified. Source: NVD, 2026-05-06.",,
entrust-pki,Entrust PKI,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'Entrust PKI' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
envoy-proxy,Envoy Proxy,cpe:2.3:a:envoyproxy:envoy:1.13.6:*:*:*:*:*:*:*,envoyproxy,envoy,partial,partial,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=envoy%20proxy,2026-04-01,cpe_partial_match,Partial CPE match for 'Envoy Proxy'; version qualifier absent. Verify against NVD: https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=envoy%20proxy.,,
ericsson-quantum-safe-5g,Ericsson Quantum-Safe 5G,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'Ericsson Quantum-Safe 5G' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
escrypt-automotive-pqc-solutions,ESCRYPT Automotive PQC Solutions,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'ESCRYPT Automotive PQC Solutions' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
essendi-xc,essendi xc,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'essendi xc' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
ethereum-geth,Ethereum (Geth),,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'Ethereum (Geth)' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
etsi-ts-104-105-hybrid-pqc-standard,ETSI TS 104 105 Hybrid PQC Standard,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'ETSI TS 104 105 Hybrid PQC Standard' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
eudi-reference-wallet,EUDI Reference Wallet,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'EUDI Reference Wallet' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
evertrust-horizon,EVERTRUST HORIZON,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'EVERTRUST HORIZON' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
evertrust-stream,EVERTRUST STREAM,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'EVERTRUST STREAM' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
eviden-idnomic-pki,Eviden IDnomic PKI,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'Eviden IDnomic PKI' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
eviden-pqc-hsmaas,Eviden PQC HSMaaS,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'Eviden PQC HSMaaS' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
eviden-trustway-proteccio-nethsm,Eviden Trustway Proteccio NetHSM,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'Eviden Trustway Proteccio NetHSM' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
evolutionq-basejumpqdn,evolutionQ BasejumpQDN,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'evolutionQ BasejumpQDN' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
evolutionq-basejumpski,evolutionQ BasejumpSKI,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'evolutionQ BasejumpSKI' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
exequantum,ExeQuantum,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'ExeQuantum' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
expressvpn-lightway,ExpressVPN Lightway,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'ExpressVPN Lightway' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
f5-adsp-pqc,F5 ADSP PQC,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'F5 ADSP PQC' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
f5-big-ip,F5 BIG-IP,cpe:2.3:h:f5:big-ip:-:*:*:*:*:*:*:*,f5,big-ip,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=f5%20big-ip,2026-04-01,cpe_matched,"CPE verified. Source: NVD, 2026-05-06.",,
fastly-edge-cloud,Fastly Edge Cloud,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'Fastly Edge Cloud' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
fastly-pqc-cdn,Fastly PQC CDN,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'Fastly PQC CDN' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
fedora-linux,Fedora Linux,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'Fedora Linux' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
filevault-macos,FileVault (macOS),,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'FileVault (macOS)' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
fireblocks,Fireblocks,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'Fireblocks' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
fis-modern-banking,FIS Modern Banking,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'FIS Modern Banking' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
forcepoint-dlp,Forcepoint DLP,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'Forcepoint DLP' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
fortanix-data-security-manager,Fortanix Data Security Manager,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'Fortanix Data Security Manager' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
fortanix-pqc-central,Fortanix PQC Central,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'Fortanix PQC Central' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
fortinet-fortiauthenticator,Fortinet FortiAuthenticator,cpe:2.3:a:fortinet:fortiauthenticator:3.0.0:*:*:*:*:*:*:*,fortinet,fortiauthenticator,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=fortinet%20fortiauthenticator,2026-04-01,cpe_matched,"CPE verified. Source: NVD, 2026-05-06.",,
fortinet-fortigate-fortios,Fortinet FortiGate (FortiOS),,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'Fortinet FortiGate (FortiOS)' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
fortinet-fortigate-rugged,Fortinet FortiGate-Rugged,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'Fortinet FortiGate-Rugged' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
fortinet-fortimanager,Fortinet FortiManager,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'Fortinet FortiManager' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
fortinet-fortios,Fortinet FortiOS,cpe:2.3:o:fortinet:fortios:4.3.10:*:*:*:*:*:*:*,fortinet,fortios,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=fortinet%20fortios,2026-04-01,cpe_matched,"CPE verified. Source: NVD, 2026-05-06.",,
fortinet-fortiweb,Fortinet FortiWeb,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'Fortinet FortiWeb' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
forward-edge-ai-isidore-quantum,Forward Edge-AI Isidore Quantum,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'Forward Edge-AI Isidore Quantum' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
forward-edge-ai-space-router,Forward Edge-AI Space Router,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'Forward Edge-AI Space Router' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
freebsd,FreeBSD,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'FreeBSD' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
freertos,FreeRTOS,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'FreeRTOS' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
fusionauth,FusionAuth,cpe:2.3:a:fusionauth:fusionauth:1.0.13:*:*:*:*:*:*:*,fusionauth,fusionauth,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=fusionauth%20fusionauth,2026-04-01,cpe_matched,"CPE verified. Source: NVD, 2026-05-06.",,
futurex-cloud,Futurex Cloud,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'Futurex Cloud' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
futurex-cryptohub,Futurex CryptoHub,,,,,not_found,,2026-04-01,cpe_not_found_pending_nvd,'Futurex CryptoHub' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe,,
