industry,standard_id,standard_label,standards_body,library_ref,mechanisms_referenced,evidence_type,pqc_readiness,use_case_ids,main_source,source_url,trusted_source_id,local_file,peer_reviewed,vetting_body,confidence_score,last_verified,status,deprecated_at,deprecated_reason
Healthcare / Pharmaceutical,RFC-9881-hlth,Algorithm Identifiers for ML-DSA in X.509 PKI,IETF,RFC 9881,ECDSA;RSA,standard,published,hlth-supply,Algorithm Identifiers for ML-DSA in X.509 PKI,https://www.rfc-editor.org/rfc/rfc9881.html,ietf,,partial,IETF,0.9,2026-08-13,active,,
IT Industry / Software,FIPS-205-it,Stateless Hash-Based Digital Signature Standard (SLH-DSA),NIST,FIPS 205,SLH-DSA,standard,published,it-libraries,Stateless Hash-Based Digital Signature Standard (SLH-DSA),https://nvlpubs.nist.gov/nistpubs/FIPS/NIST.FIPS.205.pdf,nist-csrc,,yes,NIST,0.9,2026-08-13,active,,
IT Industry / Software,RFC-9846-The-Transport-Layer-Security-TL-it,RFC 9846 — The Transport Layer Security (TLS) Protocol Version 1.3,IETF,RFC-9846-The-Transport-Layer-Security-TLS-Protocol-Version-1,ECDH;ECDSA;RSA;X25519,standard,none,it-libraries,RFC 9846 — The Transport Layer Security (TLS) Protocol Version 1.3,https://www.rfc-editor.org/rfc/rfc9846.html,ietf,,yes,IETF,0.9,2026-08-13,active,,
IT Industry / Software,Sigstore-Algorithm-Registry,Sigstore Algorithm Registry (architecture-docs),OpenSSF,Sigstore-Algorithm-Registry,ECDSA;ML-DSA,standard,published,it-supplychain,Sigstore Algorithm Registry (architecture-docs),https://github.com/sigstore/architecture-docs/blob/main/algorithm-registry.md,sigstore,,no,OpenSSF,0.9,2026-08-13,active,,
IT Industry / Software,draft-ietf-tls-ecdhe-mlkem-05-it,Post-quantum hybrid ECDHE-MLKEM Key Agreement for TLS 1.3 (draft-ietf-tls-ecdhe-mlkem-05),IETF,draft-ietf-tls-ecdhe-mlkem-05,ML-KEM;ECDH;X25519,standard,in-progress,it-libraries,Post-quantum hybrid ECDHE-MLKEM Key Agreement for TLS 1.3 (draft-ietf-tls-ecdhe-mlkem-05),https://www.ietf.org/archive/id/draft-ietf-tls-ecdhe-mlkem-05.html,ietf-internet-drafts,,no,IETF,0.9,2026-08-13,active,,
IT Industry / Software,draft-ietf-tls-mldsa-04,Use of ML-DSA in TLS 1.3 (draft-ietf-tls-mldsa-04),IETF,draft-ietf-tls-mldsa-04,ML-DSA,standard,in-progress,it-libraries,Use of ML-DSA in TLS 1.3 (draft-ietf-tls-mldsa-04),https://www.ietf.org/archive/id/draft-ietf-tls-mldsa-04.html,ietf-internet-drafts,,no,IETF,0.9,2026-08-13,active,,
Insurance,RFC-9846-The-Transport-Layer-Security-TL-ins,RFC 9846 — The Transport Layer Security (TLS) Protocol Version 1.3,IETF,RFC-9846-The-Transport-Layer-Security-TLS-Protocol-Version-1,ECDH;ECDSA;RSA,standard,none,ins-policyholder-data,RFC 9846 — The Transport Layer Security (TLS) Protocol Version 1.3,https://www.rfc-editor.org/rfc/rfc9846.html,ietf,,yes,IETF,0.9,2026-08-13,active,,
Insurance,draft-ietf-tls-ecdhe-mlkem-05-ins,Post-quantum hybrid ECDHE-MLKEM Key Agreement for TLS 1.3 (draft-ietf-tls-ecdhe-mlkem-05),IETF,draft-ietf-tls-ecdhe-mlkem-05,ML-KEM;ECDH;X25519,standard,in-progress,ins-policyholder-data,Post-quantum hybrid ECDHE-MLKEM Key Agreement for TLS 1.3 (draft-ietf-tls-ecdhe-mlkem-05),https://www.ietf.org/archive/id/draft-ietf-tls-ecdhe-mlkem-05.html,ietf-internet-drafts,,no,IETF,0.9,2026-08-13,active,,
Internet of Things (IoT),RFC-5280-iot,Internet X.509 Public Key Infrastructure Certificate and CRL Profile,IETF,RFC 5280,RSA,standard,in-progress,iot-provisioning,Internet X.509 Public Key Infrastructure Certificate and CRL Profile,https://www.rfc-editor.org/rfc/rfc5280.html,ietf,,no,IETF,0.9,2026-08-13,active,,
Internet of Things (IoT),RFC-9052,CBOR Object Signing and Encryption (COSE): Structures and Process,IETF,RFC 9052,ECDSA,standard,none,iot-firmware,CBOR Object Signing and Encryption (COSE): Structures and Process,https://www.rfc-editor.org/rfc/rfc9052.html,ietf,,no,IETF,0.9,2026-08-13,active,,
Internet of Things (IoT),RFC-9053,CBOR Object Signing and Encryption (COSE): Initial Algorithms,IETF,RFC 9053,ECDSA;LMS,standard,published,iot-firmware,CBOR Object Signing and Encryption (COSE): Initial Algorithms,https://www.rfc-editor.org/rfc/rfc9053.html,ietf,,partial,IETF,0.9,2026-08-13,active,,
Internet of Things (IoT),RFC-9151-iot,Commercial National Security Algorithm (CNSA) Suite Profile for TLS and DTLS 1.2 and 1.3,IETF,RFC 9151,ECDSA;RSA,standard,none,iot-industrial,Commercial National Security Algorithm (CNSA) Suite Profile for TLS and DTLS 1.2 and 1.3,https://www.rfc-editor.org/rfc/rfc9151.html,ietf,,no,IETF,0.9,2026-08-13,active,,
Internet of Things (IoT),RFC-9881-iot,Algorithm Identifiers for ML-DSA in X.509 PKI,IETF,RFC 9881,ECDSA;ML-DSA;RSA,standard,published,iot-provisioning,Algorithm Identifiers for ML-DSA in X.509 PKI,https://www.rfc-editor.org/rfc/rfc9881.html,ietf,,partial,IETF,0.9,2026-08-13,active,,
Internet of Things (IoT),draft-ietf-cose-falcon-04,FN-DSA for JOSE and COSE,IETF,draft-ietf-cose-falcon-04,ML-DSA,standard,in-progress,iot-firmware,FN-DSA for JOSE and COSE,https://datatracker.ietf.org/doc/draft-ietf-cose-falcon/04/,ietf,,partial,IETF,0.9,2026-08-13,active,,
Legal / Notary / eSignature,RFC-7515,JSON Web Signature (JWS),IETF,RFC 7515,ECDSA;RSA,standard,none,leg-wallet,JSON Web Signature (JWS),https://www.rfc-editor.org/rfc/rfc7515.html,ietf,,partial,IETF,0.9,2026-08-13,active,,
Legal / Notary / eSignature,RFC-7519,JSON Web Token (JWT),IETF,RFC 7519,ECDH;ECDSA;RSA,standard,none,leg-wallet,JSON Web Token (JWT),https://www.rfc-editor.org/rfc/rfc7519.html,ietf,,partial,IETF,0.9,2026-08-13,active,,
Legal / Notary / eSignature,draft-ietf-jose-pqc-kem,Use of Post-Quantum Key Encapsulation Mechanisms in JOSE and COSE,IETF,draft-ietf-jose-pqc-kem,ECDH;ML-DSA;RSA,standard,in-progress,leg-wallet,Use of Post-Quantum Key Encapsulation Mechanisms in JOSE and COSE,https://www.ietf.org/archive/id/draft-ietf-jose-pqc-kem-05.txt,ietf,,partial,IETF,0.9,2026-08-13,active,,
Media / Entertainment / DRM,CI-Plus-Spec-v1.3.2,CI Plus Specification v1.3.2 — Content Security Extensions to the Common Interface,CI Plus LLP,CI-Plus-Spec-v1.3.2,RSA,standard,none,media-broadcast,CI Plus Specification v1.3.2 — Content Security Extensions to the Common Interface,https://www.ci-plus.com/wp-content/uploads/2019/02/ci-plus_specification_v1.3.2.pdf,dvb,,no,CI Plus LLP,0.9,2026-08-13,active,,
Media / Entertainment / DRM,RFC-9846-The-Transport-Layer-Security-TL-media,RFC 9846 — The Transport Layer Security (TLS) Protocol Version 1.3,IETF,RFC-9846-The-Transport-Layer-Security-TLS-Protocol-Version-1,ECDH;ECDSA;RSA;X25519,standard,none,media-streaming,RFC 9846 — The Transport Layer Security (TLS) Protocol Version 1.3,https://www.rfc-editor.org/rfc/rfc9846.html,ietf,,yes,IETF,0.9,2026-08-13,active,,
Media / Entertainment / DRM,draft-ietf-tls-ecdhe-mlkem-05-media,Post-quantum hybrid ECDHE-MLKEM Key Agreement for TLS 1.3 (draft-ietf-tls-ecdhe-mlkem-05),IETF,draft-ietf-tls-ecdhe-mlkem-05,ML-KEM;ECDH;X25519,standard,in-progress,media-streaming,Post-quantum hybrid ECDHE-MLKEM Key Agreement for TLS 1.3 (draft-ietf-tls-ecdhe-mlkem-05),https://www.ietf.org/archive/id/draft-ietf-tls-ecdhe-mlkem-05.html,ietf-internet-drafts,,no,IETF,0.9,2026-08-13,active,,
Payment Card Industry,FIPS-205-Mastercard,Stateless Hash-Based Digital Signature Standard (SLH-DSA),NIST,FIPS 205,SLH-DSA,standard,published,Mastercard-PQC-industry-awareness-payment-ecosystem-quantum,Stateless Hash-Based Digital Signature Standard (SLH-DSA),https://nvlpubs.nist.gov/nistpubs/FIPS/NIST.FIPS.205.pdf,nist-csrc,,yes,NIST,0.9,2026-08-13,active,,
Payment Card Industry,RFC-9151-pci,Commercial National Security Algorithm (CNSA) Suite Profile for TLS and DTLS 1.2 and 1.3,IETF,RFC 9151,ECDH;RSA,standard,none,pci-terminals,Commercial National Security Algorithm (CNSA) Suite Profile for TLS and DTLS 1.2 and 1.3,https://www.rfc-editor.org/rfc/rfc9151.html,ietf,,no,IETF,0.9,2026-08-13,active,,
Payment Card Industry,RFC-9846-The-Transport-Layer-Security-TL-pci,RFC 9846 — The Transport Layer Security (TLS) Protocol Version 1.3,IETF,RFC-9846-The-Transport-Layer-Security-TLS-Protocol-Version-1,ECDH;ECDSA;RSA,standard,none,pci-ecommerce;Mastercard-PQC-industry-awareness-payment-ecosystem-quantum,RFC 9846 — The Transport Layer Security (TLS) Protocol Version 1.3,https://www.rfc-editor.org/rfc/rfc9846.html,ietf,,yes,IETF,0.9,2026-08-13,active,,
Payment Card Industry,draft-ietf-tls-ecdhe-mlkem-05-pci,Post-quantum hybrid ECDHE-MLKEM Key Agreement for TLS 1.3 (draft-ietf-tls-ecdhe-mlkem-05),IETF,draft-ietf-tls-ecdhe-mlkem-05,ML-KEM;ECDH;X25519,standard,in-progress,pci-ecommerce;Mastercard-PQC-industry-awareness-payment-ecosystem-quantum,Post-quantum hybrid ECDHE-MLKEM Key Agreement for TLS 1.3 (draft-ietf-tls-ecdhe-mlkem-05),https://www.ietf.org/archive/id/draft-ietf-tls-ecdhe-mlkem-05.html,ietf-internet-drafts,,no,IETF,0.9,2026-08-13,active,,
Payment Card Industry,draft-ietf-tls-mldsa-04-Mastercard,Use of ML-DSA in TLS 1.3 (draft-ietf-tls-mldsa-04),IETF,draft-ietf-tls-mldsa-04,ML-DSA,standard,in-progress,Mastercard-PQC-industry-awareness-payment-ecosystem-quantum,Use of ML-DSA in TLS 1.3 (draft-ietf-tls-mldsa-04),https://www.ietf.org/archive/id/draft-ietf-tls-mldsa-04.html,ietf-internet-drafts,,no,IETF,0.9,2026-08-13,active,,
Rail / Transit,RFC-5280-rail,Internet X.509 Public Key Infrastructure Certificate and CRL Profile,IETF,RFC 5280,RSA,standard,in-progress,rail-ptc,Internet X.509 Public Key Infrastructure Certificate and CRL Profile,https://www.rfc-editor.org/rfc/rfc5280.html,ietf,,no,IETF,0.9,2026-08-13,active,,
Rail / Transit,RFC-9881-rail,Algorithm Identifiers for ML-DSA in X.509 PKI,IETF,RFC 9881,ECDSA;RSA,standard,published,rail-ptc,Algorithm Identifiers for ML-DSA in X.509 PKI,https://www.rfc-editor.org/rfc/rfc9881.html,ietf,,partial,IETF,0.9,2026-08-13,active,,
Rail / Transit,RFC-9846-The-Transport-Layer-Security-TL-rail,RFC 9846 — The Transport Layer Security (TLS) Protocol Version 1.3,IETF,RFC-9846-The-Transport-Layer-Security-TLS-Protocol-Version-1,ECDSA;RSA,standard,none,rail-frmcs,RFC 9846 — The Transport Layer Security (TLS) Protocol Version 1.3,https://www.rfc-editor.org/rfc/rfc9846.html,ietf,,yes,IETF,0.9,2026-08-13,active,,
Rail / Transit,draft-ietf-tls-ecdhe-mlkem-05-rail,Post-quantum hybrid ECDHE-MLKEM Key Agreement for TLS 1.3 (draft-ietf-tls-ecdhe-mlkem-05),IETF,draft-ietf-tls-ecdhe-mlkem-05,ML-KEM;ECDH;X25519,standard,in-progress,rail-frmcs,Post-quantum hybrid ECDHE-MLKEM Key Agreement for TLS 1.3 (draft-ietf-tls-ecdhe-mlkem-05),https://www.ietf.org/archive/id/draft-ietf-tls-ecdhe-mlkem-05.html,ietf-internet-drafts,,no,IETF,0.9,2026-08-13,active,,
Retail & E-Commerce,RFC-9846-The-Transport-Layer-Security-TL-retail,RFC 9846 — The Transport Layer Security (TLS) Protocol Version 1.3,IETF,RFC-9846-The-Transport-Layer-Security-TLS-Protocol-Version-1,ECDH;ECDSA;RSA;X25519,standard,none,retail-checkout,RFC 9846 — The Transport Layer Security (TLS) Protocol Version 1.3,https://www.rfc-editor.org/rfc/rfc9846.html,ietf,,yes,IETF,0.9,2026-08-13,active,,
Retail & E-Commerce,draft-ietf-tls-ecdhe-mlkem-05-retail,Post-quantum hybrid ECDHE-MLKEM Key Agreement for TLS 1.3 (draft-ietf-tls-ecdhe-mlkem-05),IETF,draft-ietf-tls-ecdhe-mlkem-05,ML-KEM;ECDH;X25519,standard,in-progress,retail-checkout,Post-quantum hybrid ECDHE-MLKEM Key Agreement for TLS 1.3 (draft-ietf-tls-ecdhe-mlkem-05),https://www.ietf.org/archive/id/draft-ietf-tls-ecdhe-mlkem-05.html,ietf-internet-drafts,,no,IETF,0.9,2026-08-13,active,,
Supply Chain / Logistics,RFC-5280-supply,Internet X.509 Public Key Infrastructure Certificate and CRL Profile,IETF,RFC 5280,RSA,standard,in-progress,supply-maritime;supply-customs,Internet X.509 Public Key Infrastructure Certificate and CRL Profile,https://www.rfc-editor.org/rfc/rfc5280.html,ietf,,no,IETF,0.9,2026-08-13,active,,
Supply Chain / Logistics,RFC-7515-supply,JSON Web Signature (JWS),IETF,RFC 7515,ECDSA;RSA,standard,none,supply-ebl,JSON Web Signature (JWS),https://www.rfc-editor.org/rfc/rfc7515.html,ietf,,partial,IETF,0.9,2026-08-13,active,,
Supply Chain / Logistics,RFC-9881-supply,Algorithm Identifiers for ML-DSA in X.509 PKI,IETF,RFC 9881,ECDSA;RSA,standard,published,supply-maritime;supply-customs,Algorithm Identifiers for ML-DSA in X.509 PKI,https://www.rfc-editor.org/rfc/rfc9881.html,ietf,,partial,IETF,0.9,2026-08-13,active,,
Water / Wastewater,IETF-RFC-7296-water,Internet Key Exchange Protocol Version 2 (IKEv2),IETF,IETF RFC 7296,RSA,standard,none,water-scada;water-dams,Internet Key Exchange Protocol Version 2 (IKEv2),https://www.rfc-editor.org/rfc/rfc7296.html,ietf,,yes,IETF,0.9,2026-08-13,active,,
Water / Wastewater,RFC-5280-water,Internet X.509 Public Key Infrastructure Certificate and CRL Profile,IETF,RFC 5280,RSA,standard,in-progress,water-ami,Internet X.509 Public Key Infrastructure Certificate and CRL Profile,https://www.rfc-editor.org/rfc/rfc5280.html,ietf,,no,IETF,0.9,2026-08-13,active,,
Water / Wastewater,RFC-8784-water,Mixing Preshared Keys in IKEv2 for Post-quantum Security,IETF,RFC 8784,ECDH,standard,none,water-scada;water-dams,Mixing Preshared Keys in IKEv2 for Post-quantum Security,https://www.rfc-editor.org/rfc/rfc8784.html,ietf,,no,IETF,0.9,2026-08-13,active,,
Water / Wastewater,RFC-9881-water,Algorithm Identifiers for ML-DSA in X.509 PKI,IETF,RFC 9881,ECDSA;RSA,standard,published,water-ami,Algorithm Identifiers for ML-DSA in X.509 PKI,https://www.rfc-editor.org/rfc/rfc9881.html,ietf,,partial,IETF,0.9,2026-08-13,active,,
Water / Wastewater,draft-ietf-ipsecme-ikev2-pqc-auth-08,Post-Quantum Authentication in IKEv2 using ML-DSA and SLH-DSA,IETF,draft-ietf-ipsecme-ikev2-pqc-auth-08,ECDSA;RSA,standard,in-progress,water-scada,Post-Quantum Authentication in IKEv2 using ML-DSA and SLH-DSA,https://datatracker.ietf.org/doc/draft-ietf-ipsecme-ikev2-pqc-auth/,ietf,,no,IETF,0.9,2026-08-13,active,,
Water / Wastewater,draft-ietf-lamps-pq-composite-kem-19-water,Composite ML-KEM for use in X.509 PKI (draft-ietf-lamps-pq-composite-kem-19),IETF,draft-ietf-lamps-pq-composite-kem-19,ECDH;ECDSA;RSA,standard,in-progress,water-ami,Composite ML-KEM for use in X.509 PKI (draft-ietf-lamps-pq-composite-kem-19),https://www.ietf.org/archive/id/draft-ietf-lamps-pq-composite-kem-19.html,ietf-internet-drafts,,no,IETF,0.9,2026-08-17,active,,
Aerospace / Aviation,IACR-2024-046-Aviation-Quantum-Secure,Quantum-Secure Hybrid Communication for Aviation Infrastructure,IACR ePrint,IACR-2024-046-Aviation-Quantum-Secure,ECDH;ECDSA;ML-KEM,research,published,aero-atc-datalink,Quantum-Secure Hybrid Communication for Aviation Infrastructure,https://eprint.iacr.org/2024/046,iacr-eprint,,no,IACR ePrint,0.7,2026-08-13,active,,
Critical Infrastructure / Energy,arXiv-2602-21524-Quantum-Attacks-Nuclear,"Quantum Attacks Targeting Nuclear Power Plants: Threat Analysis, Defense and Mitigation Strategies",arXiv,arXiv-2602-21524-Quantum-Attacks-Nuclear,ECDSA;RSA,research,published,energy-nuclear,"Quantum Attacks Targeting Nuclear Power Plants: Threat Analysis, Defense and Mitigation Strategies",https://arxiv.org/abs/2602.21524,arxiv-crypto,,no,arXiv,0.7,2026-08-13,active,,
Healthcare / Pharmaceutical,BLE-Key-Negotiation-Downgrade-2020,Key Negotiation Downgrade Attacks on Bluetooth and Bluetooth Low Energy,USENIX / ACM,BLE-Key-Negotiation-Downgrade-2020,ECDH,research,none,hlth-implants,Key Negotiation Downgrade Attacks on Bluetooth and Bluetooth Low Energy,https://www.cs.ox.ac.uk/files/12712/3394497.pdf,oxford-cs,,yes,USENIX / ACM,0.7,2026-08-13,active,,
Healthcare / Pharmaceutical,BLE-Low-Entropy-Key-Negotiation-2019,Low Entropy Key Negotiation Attacks on Bluetooth and Bluetooth Low Energy,USENIX / ACM,BLE-Low-Entropy-Key-Negotiation-2019,ECDH,research,none,hlth-implants,Low Entropy Key Negotiation Attacks on Bluetooth and Bluetooth Low Energy,https://eprint.iacr.org/2019/933.pdf,iacr,,yes,USENIX / ACM,0.7,2026-08-13,active,,
Payment Card Industry,EMVCo-Quantum-Position-Statement,EMVCo Position Statement: Quantum Computing and EMV Chip Cryptography,EMVCo,EMVCo-Quantum-Position-Statement,RSA,industry-report,none,pci-emv,EMVCo Position Statement: Quantum Computing and EMV Chip Cryptography,https://www.emvco.com/knowledge-hub/emvco-position-statement-quantum-computing-and-emv-chip-cryptography/,emvco,,no,EMVCo,0.7,2026-08-13,active,,
Payment Card Industry,RU-Nijmegen-EMV-Course-Notes,EMV — Radboud University Digital Security course notes (Erik Poll),Radboud University Nijmegen,RU-Nijmegen-EMV-Course-Notes,RSA,courseware,none,pci-emv,EMV — Radboud University Digital Security course notes (Erik Poll),https://www.cs.ru.nl/~erikpoll/spp/EMV_lecture.pdf,radboud-university,,no,Radboud University Nijmegen,0.7,2026-08-13,active,,
