xwalk_id,from_concept,to_concept,relationship_type,rationale_type,evidence,verified_date,verified_by,confidence
xw-240,RFC 9690,RFC 9629,intersects_with,technical_dependency,"""This document specifies the conventions for using the RSA-KEM algorithm with the Cryptographic Message Syntax (CMS) using KEMRecipientInfo as specified in RFC 9629.""",2026-05-09,qwen3.6:27b,high
xw-241,RFC 9690,RFC 5652,intersects_with,technical_dependency,"""In the Cryptographic Message Syntax (CMS) [RFC5652] using KEMRecipientInfo [RFC9629], the shared-secret value is input to a key derivation function...""",2026-05-09,qwen3.6:27b,high
xw-242,RFC 9690,RFC 8017,intersects_with,technical_dependency,"""The RSA-KEM algorithm takes a different approach than other RSA key transport mechanisms [RFC8017]... Generate the public key (pk) and a private key (sk) as described in Section 3 of [RFC8017].""",2026-05-09,qwen3.6:27b,high
xw-243,RFC 9690,RFC 5083,intersects_with,technical_dependency,"""The RSA-KEM algorithm MAY be employed for... the CMS authenticated-enveloped-data content type [RFC5083].""",2026-05-09,qwen3.6:27b,high
xw-244,RFC 9690,RFC 3394,intersects_with,technical_dependency,"""For key-wrapping, an implementation MUST support the AES-Wrap-128 [RFC3394] key-encryption algorithm.""",2026-05-09,qwen3.6:27b,high
xw-245,RFC 9690,ISO/IEC 18033-2:2006,intersects_with,technical_dependency,"""The RSA-KEM algorithm is specified in Clause 11.5 of ISO/IEC: 18033-2:2006.""",2026-05-09,qwen3.6:27b,high
xw-246,RFC 8551,RFC 5751,superset_of,technical_dependency,"""This document obsoletes RFC 5751.""",2026-05-09,qwen3.6:27b,high
xw-247,RFC 8551,RFC 5652,intersects_with,technical_dependency,"""This specification defines how to create a MIME body part that has been cryptographically enhanced according to the Cryptographic Message Syntax (CMS) [CMS]...""",2026-05-09,qwen3.6:27b,high
xw-248,RFC 8551,RFC 3370,intersects_with,technical_dependency,"""In order to create S/MIME messages, an S/MIME agent MUST follow the specifications in this document, as well as the specifications listed in [CMS], [RFC3370]...""",2026-05-09,qwen3.6:27b,high
xw-249,RFC 8551,RFC 4056,intersects_with,technical_dependency,"""In order to create S/MIME messages, an S/MIME agent MUST follow the specifications in this document, as well as the specifications listed in [CMS], [RFC3370], [RFC4056]...""",2026-05-09,qwen3.6:27b,high
xw-250,RFC 8551,RFC 3560,intersects_with,technical_dependency,"""In order to create S/MIME messages, an S/MIME agent MUST follow the specifications in this document, as well as the specifications listed in [CMS], [RFC3370], [RFC4056], [RFC3560]...""",2026-05-09,qwen3.6:27b,high
xw-251,RFC 8551,RFC 5754,intersects_with,technical_dependency,"""In order to create S/MIME messages, an S/MIME agent MUST follow the specifications in this document, as well as the specifications listed in [CMS], [RFC3370], [RFC4056], [RFC3560], and [RFC5754].""",2026-05-09,qwen3.6:27b,high
xw-252,RFC 8551,RFC 1847,intersects_with,technical_dependency,"""This document also discusses how to use the multipart/signed media type defined in [RFC1847] to transport S/MIME signed messages.""",2026-05-09,qwen3.6:27b,high
xw-253,NIST-SP-800-90B,NIST-SP-800-90A-R1,intersects_with,technical_dependency,"""These entropy sources are intended to be combined with Deterministic Random Bit Generator mechanisms that are specified in SP 800-90A to construct Random Bit Generators""",2026-05-09,qwen3.6:27b,high
xw-254,NIST-SP-800-90B,NIST-SP-800-90C,intersects_with,technical_dependency,"""These entropy sources are intended to be combined with Deterministic Random Bit Generator mechanisms that are specified in SP 800-90A to construct Random Bit Generators, as specified in SP 800-90C.""",2026-05-09,qwen3.6:27b,high
xw-255,ETSI-GS-QKD-004,ETSI-GS-QKD-014,intersects_with,technical_dependency,"Annex C (informative): Relationship of this API to ETSI GS QKD 014 ""Protocol and Data Format of REST-based Key Delivery API""",2026-05-09,qwen3.6:27b,high
xw-256,ETSI-GS-QKD-004,KMIP-V2-1-OASIS,intersects_with,implementation_guidance,"[i.1] OASIS Standard (22 November 2017): ""Key Management Interoperability Protocol Specification Version 1.4"". ... Key Management Interoperability Protocol (KMIP): protocol for the communication between enterprise key management systems and encryption system",2026-05-09,qwen3.6:27b,medium
xw-257,RFC-9258,RFC 8446,intersects_with,technical_dependency,"""This document describes an interface for importing external Pre-Shared Keys (PSKs) into TLS 1.3... for use in TLS 1.3 [RFC8446]""",2026-05-09,qwen3.6:27b,high
xw-258,RFC-9258,RFC 9147,intersects_with,technical_dependency,"""for use in TLS 1.3 [RFC8446] and DTLS 1.3 [RFC9147]""",2026-05-09,qwen3.6:27b,high
xw-259,RFC-9258,ETSI-GS-QKD-014,intersects_with,implementation_guidance,"""It allows QKD-derived keys delivered via ETSI GS QKD 014 to be bound to a specific KDF and hash algorithm""",2026-05-09,qwen3.6:27b,high
xw-260,RFC-9258,RFC 5869,intersects_with,technical_dependency,"""The hash function used for HMAC-based Key Derivation Function (HKDF) [RFC5869] is that which is associated with the EPSK.""",2026-05-09,qwen3.6:27b,high
xw-261,RFC-9258,RFC 5056,intersects_with,technical_dependency,"""ImportedIdentity.context MUST include a channel binding for the deriving protocols [RFC5056].""",2026-05-09,qwen3.6:27b,high
xw-262,BIP-44,BIP-32,subset_of,technical_dependency,"""This BIP defines a logical hierarchy for deterministic wallets based on an algorithm described in BIP-0032... This BIP is a particular application of BIP43.""",2026-05-09,qwen3.6:27b,high
xw-263,BIP-44,BIP-43,subset_of,specialization,"""This BIP is a particular application of BIP43.""",2026-05-09,qwen3.6:27b,high
xw-264,SEC2-v2,SEC 1,intersects_with,technical_dependency,"""This document lists example elliptic curve domain parameters... for use by implementers of SEC 1 [SEC 1]... It is envisioned that implementations choosing to comply with this document will typically choose also to comply with its companion document, SEC 1 [SEC 1].""",2026-05-09,qwen3.6:27b,high
xw-265,SEC2-v2,ANSI X9.62,intersects_with,implementation_guidance,"""This document lists example elliptic curve domain parameters... for use by implementers of... other ECC standards like ANSI X9.62 [X9.62]...""",2026-05-09,qwen3.6:27b,high
xw-266,SEC2-v2,ANSI X9.63,intersects_with,implementation_guidance,"""This document lists example elliptic curve domain parameters... for use by implementers of... other ECC standards like... ANSI X9.63 [X9.63]...""",2026-05-09,qwen3.6:27b,high
xw-267,SEC2-v2,IEEE 1363,intersects_with,implementation_guidance,"""This document lists example elliptic curve domain parameters... for use by implementers of... IEEE 1363 [1363]...""",2026-05-09,qwen3.6:27b,high
xw-268,SEC2-v2,IEEE 1363a,intersects_with,implementation_guidance,"""This document lists example elliptic curve domain parameters... for use by implementers of... IEEE 1363a [1363A].""",2026-05-09,qwen3.6:27b,high
xw-269,OpenSSL-3x-Docs,FIPS 203,intersects_with,implementation_guidance,OpenSSL 3.5.0 (April 2025) introduced native ML-KEM... without the OQS provider.,2026-05-09,qwen3.6:27b,high
xw-270,OpenSSL-3x-Docs,FIPS 204,intersects_with,implementation_guidance,OpenSSL 3.5.0 (April 2025) introduced native... ML-DSA... without the OQS provider.,2026-05-09,qwen3.6:27b,high
xw-271,OpenSSL-3x-Docs,FIPS 205,intersects_with,implementation_guidance,OpenSSL 3.5.0 (April 2025) introduced native... SLH-DSA... without the OQS provider.,2026-05-09,qwen3.6:27b,high
xw-272,BIP-141,Bitcoin-BIP360-P2QRH,superset_of,technical_dependency,"""BIP-360 (P2QRH) introduces SegWit v3 (bc1r...) as a quantum-resistant output type building directly on this witness versioning scheme.""",2026-05-09,qwen3.6:27b,high
xw-273,BIP-340,BIP-341,intersects_with,technical_dependency,"""Required foundation for Taproot (BIP-341).""",2026-05-09,qwen3.6:27b,high
xw-274,BIP-340,Bitcoin-BIP360-P2QRH,intersects_with,technical_dependency,"""BIP-360 (P2QRH) targets Taproot's Schnorr key-spend path as the primary quantum vulnerability to replace with post-quantum signatures.""",2026-05-09,qwen3.6:27b,high
xw-275,Ethereum-EIP4337-AA,FIPS 203,intersects_with,implementation_guidance,"""As a PQC migration path, EIP-4337 smart accounts can verify ML-DSA or FALCON signatures on mainnet today — no protocol change required.""",2026-05-09,qwen3.6:27b,high
xw-276,Ethereum-EIP4337-AA,FIPS 204,intersects_with,implementation_guidance,"""As a PQC migration path, EIP-4337 smart accounts can verify ML-DSA or FALCON signatures on mainnet today — no protocol change required.""",2026-05-09,qwen3.6:27b,high
xw-277,Ethereum-EIP4337-AA,Ethereum-EIP7702,intersects_with,technical_dependency,"""Completely remove any need at all for users to also have EOAs, as required by both status quo Smart Contract Accounts and EIP-7702.""",2026-05-09,qwen3.6:27b,high
xw-278,RFC 9814,FIPS 205,intersects_with,technical_dependency,"""This document specifies the conventions for using the SLH-DSA hash-based signature algorithm [FIPS205] with the Cryptographic Message Syntax (CMS) [RFC5652] signed-data content type.""",2026-05-09,qwen3.6:27b,high
xw-279,RFC 9814,RFC 5652,intersects_with,technical_dependency,"""This document specifies the conventions for using the SLH-DSA hash-based signature algorithm [FIPS205] with the Cryptographic Message Syntax (CMS) [RFC5652] signed-data content type.""",2026-05-09,qwen3.6:27b,high
xw-280,RFC 9814,IETF RFC 8554,intersects_with,implementation_guidance,"""Other hash-based signature algorithms are stateful, including Hierarchical Signature System (HSS) / Leighton-Micali Signatures (LMS) [RFC8554]... SLH-DSA is much less fragile than the stateful hash-based signature algorithms.""",2026-05-09,qwen3.6:27b,high
xw-281,RFC 9814,IETF RFC 8391,intersects_with,implementation_guidance,"""Other hash-based signature algorithms are stateful, including... eXtended Merkle Signature Scheme (XMSS) [RFC8391]. Without the need for state kept by the signer, SLH-DSA is much less fragile than the stateful hash-based signature algorithms.""",2026-05-09,qwen3.6:27b,high
xw-282,RFC 9814,FIPS 180,intersects_with,technical_dependency,"""The AlgorithmIdentifier for an SLH-DSA public key MUST use one of the twelve id-slh-dsa object identifiers... based on... the use of SHA2 [FIPS180] or SHAKE [FIPS202].""",2026-05-09,qwen3.6:27b,high
xw-283,RFC 9814,FIPS 202,intersects_with,technical_dependency,"""The AlgorithmIdentifier for an SLH-DSA public key MUST use one of the twelve id-slh-dsa object identifiers... based on... the use of SHA2 [FIPS180] or SHAKE [FIPS202].""",2026-05-09,qwen3.6:27b,high
xw-284,draft-ietf-openpgp-pqc-17,FIPS 203,intersects_with,technical_dependency,"""Specifically, it defines composite public key encryption based on ML-KEM (formerly CRYSTALS-Kyber)... Section 4.1.2. ML-KEM""",2026-05-09,qwen3.6:27b,high
xw-285,draft-ietf-openpgp-pqc-17,FIPS 204,intersects_with,technical_dependency,"""...composite public key signatures based on ML-DSA (formerly CRYSTALS-Dilithium)... Section 5.1.2. ML-DSA Signatures""",2026-05-09,qwen3.6:27b,high
xw-286,draft-ietf-openpgp-pqc-17,FIPS 205,intersects_with,technical_dependency,"""...and SLH-DSA (formerly SPHINCS+) as a standalone public key signature scheme. Section 6. SLH-DSA""",2026-05-09,qwen3.6:27b,high
xw-287,draft-ietf-openpgp-pqc-17,RFC 9580,intersects_with,technical_dependency,"""This document defines a post-quantum public key algorithm extension for the OpenPGP protocol, extending RFC9580.""",2026-05-09,qwen3.6:27b,high
xw-288,draft-ietf-openpgp-pqc-17,RFC-8032,intersects_with,technical_dependency,"""Section 5.1.1. EdDSA-Based Signatures... Section 1.3. Elliptic Curve Cryptography""",2026-05-09,qwen3.6:27b,medium
xw-289,draft-ietf-openpgp-pqc-17,NIST-SP-800-56C-R2,intersects_with,technical_dependency,"""Section 4.1.1. ECDH KEM... Section 4.2.1. Key Combiner""",2026-05-09,qwen3.6:27b,medium
xw-290,draft-ietf-openpgp-pqc-17,NIST-SP-800-108-R1,intersects_with,technical_dependency,"""Section 4.2.1. Key Combiner... Section 9.2. Key Combiner""",2026-05-09,qwen3.6:27b,medium
xw-291,draft-ietf-openpgp-pqc-17,NIST-SP-800-90A-R1,intersects_with,technical_dependency,"""Section 9.7. Random Number Generation and Seeding""",2026-05-09,qwen3.6:27b,medium
xw-292,draft-ietf-openpgp-pqc-17,NIST-SP-800-131A-Rev3,intersects_with,implementation_guidance,"""Section 8. Migration Considerations... Section 9. Security Considerations""",2026-05-09,qwen3.6:27b,medium
xw-293,draft-ietf-openpgp-pqc-17,BSI TR-02102-2,intersects_with,implementation_guidance,"""Authors... BSI... Section 9. Security Considerations""",2026-05-09,qwen3.6:27b,low
xw-294,BSI TR-02102-1,BSI-AIS-20-31,intersects_with,technical_dependency,"""update of random number generation after AIS 20/31 update.""",2026-05-09,qwen3.6:27b,high
xw-295,BSI TR-02102-1,NIST IR 8545,intersects_with,policy_reference,"""Update of PQ recommendations after publication of NIST standards""",2026-05-09,qwen3.6:27b,high
xw-296,BSI TR-02102-1,FIPS 204,intersects_with,implementation_guidance,"""5.3.4 Quantum-Safe Signature Schemes... Recommended paramter sets for ML-DSA""",2026-05-09,qwen3.6:27b,high
xw-297,BSI TR-02102-1,FIPS 205,intersects_with,implementation_guidance,"""Recommended parameter sets for SLH-DSA""",2026-05-09,qwen3.6:27b,high
xw-298,BSI TR-02102-1,FIPS 206,intersects_with,implementation_guidance,"""Recommended stateful hash-based signature schemes... XMSS LMS""",2026-05-09,qwen3.6:27b,high
xw-299,BSI TR-02102-1,EU PQC Recommendation,intersects_with,policy_reference,"""German federal recommendations including ML-KEM ML-DSA SLH-DSA XMSS LMS FrodoKEM Classic McEliece""",2026-05-09,qwen3.6:27b,medium
xw-300,BSI TR-02102-1,NIST-SP-800-56C-R2,intersects_with,technical_dependency,"""2.2 Key Derivation and Hybridisation""",2026-05-09,qwen3.6:27b,medium
xw-301,BSI TR-02102-1,NIST-SP-800-131A-Rev3,intersects_with,policy_reference,"""discontinuation of DSA recommendation from 2029... discontinuation of the sole use of classic asymmetric mechanisms""",2026-05-09,qwen3.6:27b,medium
xw-302,Bitcoin-BIP360-P2QRH,BIP-341,intersects_with,technical_dependency,"""P2QRH (Pay to Quantum Resistant Hash) is now taproot (P2TR) but with the quantum vulnerable key-spend path removed.""",2026-05-09,qwen3.6:27b,high
xw-303,Bitcoin-BIP360-P2QRH,FIPS 203,intersects_with,implementation_guidance,"""This plan to add tapscript PQ signature verification opcodes for ML-DSA (CRYSTALS-Dilithium)... via OP_SUCCESSx.""",2026-05-09,qwen3.6:27b,medium
xw-304,Bitcoin-BIP360-P2QRH,FIPS 205,intersects_with,implementation_guidance,"""This plan to add tapscript PQ signature verification opcodes for... SLH-DSA (SPHINCS+) via OP_SUCCESSx.""",2026-05-09,qwen3.6:27b,medium
xw-305,Bitcoin-BIP360-P2QRH,Bitcoin-Whitepaper,intersects_with,technical_dependency,"""P2QRH protects tapscript outputs against long-exposure attacks... protecting against short-exposure attacks requires PQ signatures.""",2026-05-09,qwen3.6:27b,medium
xw-306,Ethereum-EIP7702,FIPS 186-5,intersects_with,technical_dependency,"""The signature_y_parity, signature_r, signature_s elements of this transaction represent a secp256k1 signature... Verify s is less than or equal to secp256k1n/2, as specified in EIP-2.""",2026-05-09,qwen3.6:27b,high
xw-307,Ethereum-EIP7702,Ethereum-Yellow-Paper,intersects_with,technical_dependency,"""Add a new EIP-2718 transaction type... The fields... follow the same semantics as EIP-4844... CALL loads the code at address and executes it in the context of authority.""",2026-05-09,qwen3.6:27b,high
xw-308,Ethereum-EIP7702,EIP-2718,subset_of,technical_dependency,"""Add a new EIP-2718 transaction type that allows Externally Owned Accounts (EOAs) to set the code in their account.""",2026-05-09,qwen3.6:27b,high
xw-309,Ethereum-EIP7702,EIP-2,intersects_with,technical_dependency,"""Verify s is less than or equal to secp256k1n/2, as specified in EIP-2.""",2026-05-09,qwen3.6:27b,high
xw-310,Ethereum-EIP7702,EIP-2929,intersects_with,technical_dependency,"""Add authority to accessed_addresses, as defined in EIP-2929... add an additional EIP-2929 COLD_ACCOUNT_READ_COST cost of 2600 gas""",2026-05-09,qwen3.6:27b,high
xw-311,Ethereum-EIP7702,EIP-3541,intersects_with,technical_dependency,"""Delegation indicators use the banned opcode 0xef, defined in EIP-3541, to indicate that the code must be handled differently than regular code.""",2026-05-09,qwen3.6:27b,high
xw-312,Ethereum-EIP7702,EIP-4844,intersects_with,technical_dependency,"""The fields chain_id, nonce, max_priority_fee_per_gas, max_fee_per_gas, gas_limit, destination, value, data, and access_list of the outer transaction follow the same semantics as EIP-4844.""",2026-05-09,qwen3.6:27b,high
xw-313,Ethereum-EIP7702,EIP-3607,intersects_with,technical_dependency,"""Modify the restriction put in place by EIP-3607 to allow EOAs whose code is a valid delegation indicator... to originate transactions.""",2026-05-09,qwen3.6:27b,high
xw-314,Ethereum-EIP7702,EIP-2930,intersects_with,technical_dependency,"""The intrinsic cost of the new transaction is inherited from EIP-2930, specifically 21000 + 16 * non-zero calldata bytes...""",2026-05-09,qwen3.6:27b,high
xw-315,Cloudflare-MTC-Blog,IETF-MTC-Draft-09,intersects_with,implementation_guidance,"""We'll provide an overview of one concrete proposal, called Merkle Tree Certificates (MTCs)... We are implementing and plan to deploy on an experimental basis.""",2026-05-09,qwen3.6:27b,high
xw-316,Cloudflare-MTC-Blog,FIPS 203,intersects_with,technical_dependency,"""signatures for ML-DSA-44, one of the most performant PQ algorithms standardized by NIST, are 2,420 bytes long""",2026-05-09,qwen3.6:27b,high
xw-317,Cloudflare-MTC-Blog,FIPS 186-5,intersects_with,technical_dependency,"""compared to just 64 bytes for ECDSA-P256, the most popular non-PQ signature in use today""",2026-05-09,qwen3.6:27b,high
xw-318,Cloudflare-MTC-Blog,Cloudflare-PQ-Internet-2025,intersects_with,policy_reference,"""To mitigate this threat, Cloudflare is helping to migrate the Internet to Post-Quantum (PQ) cryptography.""",2026-05-09,qwen3.6:27b,medium
xw-319,Cloudflare-MTC-Blog,draft-ietf-tls-hybrid-design-16,intersects_with,technical_dependency,"""adoption of these algorithms in TLS will require significant changes to one of the most complex and security-critical systems on the Internet: the Web Public-Key Infrastructure (WebPKI).""",2026-05-09,qwen3.6:27b,medium
xw-320,Cloudflare-MTC-Blog,NIST IR 8545,intersects_with,policy_reference,"""The world is in a race to build its first quantum computer... To mitigate this threat, Cloudflare is helping to migrate the Internet to Post-Quantum (PQ) cryptography.""",2026-05-09,qwen3.6:27b,low
xw-321,Cloudflare-MTC-Blog,CA-B-Forum-Ballot-SMC013,intersects_with,policy_reference,"""Major browsers, including Firefox and Chrome and its derivatives, require certificates to be logged before they can be trusted.""",2026-05-09,qwen3.6:27b,medium
xw-322,Cloudflare-MTC-Blog,Radboud-MTC-Thesis-2025,intersects_with,technical_dependency,"""Below we have an MTC generated by one of our internal tests.""",2026-05-09,qwen3.6:27b,low
xw-323,Cloudflare-MTC-Blog,NIST SP 800-208,intersects_with,policy_reference,"""Today, about 50% of traffic to Cloudflare's edge network is protected against the most urgent threat: an attacker who can intercept and store encrypted traffic today and then decrypt it in the future with the help of a quantum computer.""",2026-05-09,qwen3.6:27b,low
xw-324,Cloudflare-MTC-Blog,EO-14028,intersects_with,policy_reference,"""The world is in a race to build its first quantum computer... To mitigate this threat, Cloudflare is helping to migrate the Internet to Post-Quantum (PQ) cryptography.""",2026-05-09,qwen3.6:27b,low
xw-325,EUDI-Wallet-ARF,ISO-18013-5-mDL,intersects_with,technical_dependency,"""Defines credential formats (mso_mdoc per ISO 18013-5...)""",2026-05-09,qwen3.6:27b,high
xw-326,EUDI-Wallet-ARF,RFC-9901-SD-JWT-VC,intersects_with,technical_dependency,"""Defines credential formats (...SD-JWT VC per RFC 9901)...""",2026-05-09,qwen3.6:27b,high
xw-327,EUDI-Wallet-ARF,OpenID4VCI-Spec,intersects_with,technical_dependency,"""trust framework protocol requirements (OpenID4VCI OpenID4VP)...""",2026-05-09,qwen3.6:27b,high
xw-328,EUDI-Wallet-ARF,OpenID4VP-Spec,intersects_with,technical_dependency,"""trust framework protocol requirements (OpenID4VCI OpenID4VP)...""",2026-05-09,qwen3.6:27b,high
xw-329,EUDI-Wallet-ARF,eIDAS-2-Regulation,subset_of,policy_reference,"""The current ARF version is based on the legal text adopted by the co-legislators... European Digital Identity Regulation""",2026-05-09,qwen3.6:27b,high
xw-330,NIST-SP-800-131A-Rev3,FIPS 203,intersects_with,technical_dependency,"""References FIPS 203/204/205 as post-2030 replacements.""",2026-05-09,qwen3.6:27b,high
xw-331,NIST-SP-800-131A-Rev3,FIPS 204,intersects_with,technical_dependency,"""References FIPS 203/204/205 as post-2030 replacements.""",2026-05-09,qwen3.6:27b,high
xw-332,NIST-SP-800-131A-Rev3,FIPS 205,intersects_with,technical_dependency,"""References FIPS 203/204/205 as post-2030 replacements.""",2026-05-09,qwen3.6:27b,high
xw-333,RFC 5083,RFC 5652,intersects_with,technical_dependency,"""This document describes an additional content type for the Cryptographic Message Syntax (CMS) [CMS]."" and ""The RecipientInfo type is defined in Section 6.2 of [CMS].""",2026-05-09,qwen3.6:27b,high
xw-334,RFC 5083,RFC 9629,intersects_with,implementation_guidance,"""The authenticated-enveloped structure with AES-GCM provides both confidentiality and integrity — the preferred encryption mode for PQC email migration via RFC 9629.""",2026-05-09,qwen3.6:27b,high
xw-335,IETF RFC 7296,IETF RFC 9370,superset_of,technical_dependency,Updated by: ... 9370 ... Description: ... all PQC IKEv2 extensions (RFC 9370 ... build on this specification.,2026-05-09,qwen3.6:27b,high
xw-336,IETF RFC 7296,RFC 5996,equivalent,equivalence,"This document obsoletes RFC 5996, and includes all of the errata for it. ... RFC 5996 revised RFC 4306 ... This document replaces RFC 5996",2026-05-09,qwen3.6:27b,high
xw-337,draft-ietf-jose-pqc-kem,FIPS 203,intersects_with,technical_dependency,"""Three parameters sets for ML-KEMs are specified by [FIPS203]. In order of increasing security strength... these parameter sets are ML-KEM-512, ML-KEM-768, and ML-KEM-1024.""",2026-05-09,qwen3.6:27b,high
xw-338,draft-ietf-jose-pqc-kem,RFC 7518,intersects_with,technical_dependency,"""Section 4.6 of the JSON Web Algorithms (JWA) specification, see [RFC7518], defines two ways of using a key agreement... This document proposes the use of PQ-KEMs for these two modes.""",2026-05-09,qwen3.6:27b,high
xw-339,draft-ietf-jose-pqc-kem,RFC 9052,intersects_with,technical_dependency,"""Similarly, Section 8.5.4 and Section 8.5.5 of COSE [RFC9052] define the Direct Key Agreement and Key Agreement with Key Wrap... This document proposes the use of PQ-KEMs for these two modes.""",2026-05-09,qwen3.6:27b,high
xw-340,draft-ietf-jose-pqc-kem,draft-ietf-tls-hybrid-design-16,intersects_with,technical_dependency,"""It is essential to note that in the PQ-KEM, one needs to apply Fujisaki-Okamoto [FO] transform... to ensure that the overall scheme is IND-CCA2 secure, as mentioned in [I-D.ietf-tls-hybrid-design].""",2026-05-09,qwen3.6:27b,high
xw-341,draft-ietf-jose-pqc-kem,RFC 9180,intersects_with,technical_dependency,"""Note that during the transition from traditional to post-quantum algorithms, there may be a desire or a requirement for protocols that incorporate both types of algorithms... HPKE [RFC9180] is a KE""",2026-05-09,qwen3.6:27b,medium
xw-342,draft-ietf-jose-pqc-kem,RFC 6090,intersects_with,technical_dependency,"""In the context of JOSE, examples of traditional key exchange algorithms include Elliptic Curve Diffie-Hellman Ephemeral Static [RFC6090] [RFC8037].""",2026-05-09,qwen3.6:27b,high
xw-343,draft-ietf-jose-pqc-kem,RFC 8037,intersects_with,technical_dependency,"""In the context of JOSE, examples of traditional key exchange algorithms include Elliptic Curve Diffie-Hellman Ephemeral Static [RFC6090] [RFC8037].""",2026-05-09,qwen3.6:27b,high
xw-344,RFC 8725,RFC 7519,superset_of,technical_dependency,"""This Best Current Practices document updates RFC 7519 to provide actionable guidance leading to secure implementation and deployment of JWTs.""",2026-05-09,qwen3.6:27b,high
xw-345,RFC 8725,RFC 7515,intersects_with,technical_dependency,"""Many of the recommendations in this document are about implementation and use of the cryptographic mechanisms underlying JWTs that are defined by JSON Web Signature (JWS) [RFC7515]""",2026-05-09,qwen3.6:27b,high
xw-346,RFC 8725,RFC 7516,intersects_with,technical_dependency,"""Many of the recommendations in this document are about implementation and use of the cryptographic mechanisms underlying JWTs that are defined by ... JSON Web Encryption (JWE) [RFC7516]""",2026-05-09,qwen3.6:27b,high
xw-347,RFC 8725,RFC 7518,intersects_with,technical_dependency,"""Many of the recommendations in this document are about implementation and use of the cryptographic mechanisms underlying JWTs that are defined by ... JSON Web Algorithms (JWA) [RFC7518].""",2026-05-09,qwen3.6:27b,high
xw-348,RFC 8725,RFC 6749,intersects_with,implementation_guidance,"""One application area in which JWTs are commonly used is representing digital identity information, such as ... OAuth 2.0 [RFC6749] access tokens and refresh tokens""",2026-05-09,qwen3.6:27b,medium
xw-349,RFC 7517,RFC 7518,intersects_with,technical_dependency,"""Cryptographic algorithms and identifiers for use with this specification are described in the separate JSON Web Algorithms (JWA) [JWA] specification""",2026-05-09,qwen3.6:27b,high
xw-350,RFC 7517,RFC 7515,intersects_with,technical_dependency,"""JWKs and JWK Sets are used in the JSON Web Signature [JWS] and JSON Web Encryption [JWE] specifications.""",2026-05-09,qwen3.6:27b,high
xw-351,RFC 7517,RFC 7516,intersects_with,technical_dependency,"""JWKs and JWK Sets are used in the JSON Web Signature [JWS] and JSON Web Encryption [JWE] specifications.""",2026-05-09,qwen3.6:27b,high
xw-352,RFC 9449,RFC 6749,intersects_with,technical_dependency,"""Demonstrating Proof of Possession (DPoP) is an application-level mechanism for sender-constraining OAuth [RFC6749] access and refresh tokens.""",2026-05-09,qwen3.6:27b,high
xw-353,RFC 9449,RFC 7519,intersects_with,technical_dependency,"""The value of the header is a JSON Web Token (JWT) [RFC7519] that enables the authorization server to bind issued tokens to the public part of a client's key pair.""",2026-05-09,qwen3.6:27b,high
xw-354,RFC 9449,RFC 7515,intersects_with,technical_dependency,"""The terms 'JOSE' and 'JOSE Header' are imported from [RFC7515].""",2026-05-09,qwen3.6:27b,high
xw-355,RFC 9449,RFC 2119,intersects_with,technical_dependency,"""The key words 'MUST', 'MUST NOT', 'REQUIRED', 'SHALL', 'SHALL NOT', 'SHOULD', 'SHOULD NOT', 'RECOMMENDED', 'NOT RECOMMENDED', 'MAY', and 'OPTIONAL' in this document are to be interpreted as described in BCP 14 [RFC2119]...""",2026-05-09,qwen3.6:27b,high
xw-356,NIST-SP-800-57-Pt1-R6,FIPS 203,intersects_with,technical_dependency,"""Ascon, as specified in SP 800-232, and the new quantum-resistant algorithms specified in FIPS 203, 204, and 205 have been included.""",2026-05-09,qwen3.6:27b,high
xw-357,NIST-SP-800-57-Pt1-R6,FIPS 204,intersects_with,technical_dependency,"""Ascon, as specified in SP 800-232, and the new quantum-resistant algorithms specified in FIPS 203, 204, and 205 have been included.""",2026-05-09,qwen3.6:27b,high
xw-358,NIST-SP-800-57-Pt1-R6,FIPS 205,intersects_with,technical_dependency,"""Ascon, as specified in SP 800-232, and the new quantum-resistant algorithms specified in FIPS 203, 204, and 205 have been included.""",2026-05-09,qwen3.6:27b,high
xw-359,NIST-SP-800-57-Pt1-R6,NIST-SP-800-232,intersects_with,technical_dependency,"""Ascon, as specified in SP 800-232, and the new quantum-resistant algorithms specified in FIPS 203, 204, and 205 have been included.""",2026-05-09,qwen3.6:27b,high
xw-360,NIST-SP-800-57-Pt1-R6,NIST-SP-800-131A-Rev3,intersects_with,policy_reference,"""The time frames for algorithm approval status have been removed and replaced with references to SP 800-131A.""",2026-05-09,qwen3.6:27b,high
xw-361,RFC 9019,RFC 7228,intersects_with,technical_dependency,"""While the standardization work has been informed by and optimized for firmware update use cases of Class 1 devices (according to the device class definitions in RFC 7228 [RFC7228])...""",2026-05-09,qwen3.6:27b,high
xw-362,RFC 9147,RFC 2119,intersects_with,technical_dependency,"The key words ""MUST"", ""MUST NOT""... are to be interpreted as described in BCP 14 [RFC2119] [RFC8174]...",2026-05-09,qwen3.6:27b,high
xw-363,RFC 9147,RFC 8174,intersects_with,technical_dependency,"The key words ""MUST"", ""MUST NOT""... are to be interpreted as described in BCP 14 [RFC2119] [RFC8174]...",2026-05-09,qwen3.6:27b,high
xw-364,RFC 8879,RFC 7250,intersects_with,technical_dependency,"""If the format of the Certificate message is altered using the server_certificate_type or client_certificate_type extensions [RFC7250], the resulting altered message is compressed instead.""",2026-05-09,qwen3.6:27b,high
